date,operating_earning_yield
"Dec. 9, 2019",9.37%
"Dec. 6, 2019",9.39%
"Dec. 5, 2019",9.39%
"Dec. 4, 2019",9.45%
"Dec. 3, 2019",9.51%
"Dec. 2, 2019",9.59%
"Nov. 29, 2019",9.48%
"Nov. 27, 2019",9.51%
"Nov. 26, 2019",9.57%
"Nov. 25, 2019",9.53%
"Nov. 22, 2019",9.48%
"Nov. 21, 2019",9.49%
"Nov. 20, 2019",9.28%
"Nov. 19, 2019",9.28%
"Nov. 18, 2019",9.27%
"Nov. 15, 2019",9.35%
"Nov. 14, 2019",9.44%
"Nov. 13, 2019",9.46%
"Nov. 12, 2019",9.50%
"Nov. 11, 2019",9.57%
"Nov. 8, 2019",9.42%
"Nov. 7, 2019",9.42%
"Nov. 6, 2019",9.40%
"Nov. 5, 2019",9.40%
"Nov. 4, 2019",9.46%
"Nov. 1, 2019",9.29%
"Oct. 31, 2019",9.26%
"Oct. 30, 2019",9.02%
"Oct. 29, 2019",9.18%
"Oct. 28, 2019",9.23%
"Oct. 25, 2019",9.18%
"Oct. 24, 2019",9.12%
"Oct. 23, 2019",9.22%
"Oct. 22, 2019",9.31%
"Oct. 21, 2019",9.42%
"Oct. 18, 2019",9.43%
"Oct. 17, 2019",9.56%
"Oct. 16, 2019",9.38%
"Oct. 15, 2019",8.95%
"Oct. 14, 2019",8.94%
"Oct. 11, 2019",8.86%
"Oct. 10, 2019",8.88%
"Oct. 9, 2019",8.79%
"Oct. 8, 2019",8.81%
"Oct. 7, 2019",8.69%
"Oct. 4, 2019",8.69%
"Oct. 3, 2019",8.82%
"Oct. 2, 2019",8.84%
"Oct. 1, 2019",8.78%
"Sept. 30, 2019",8.72%
"Sept. 27, 2019",8.21%
"Sept. 26, 2019",8.11%
"Sept. 25, 2019",8.14%
"Sept. 24, 2019",8.18%
"Sept. 23, 2019",8.26%
"Sept. 20, 2019",8.23%
"Sept. 19, 2019",8.35%
"Sept. 18, 2019",8.32%
"Sept. 17, 2019",8.44%
"Sept. 16, 2019",8.42%
"Sept. 13, 2019",8.44%
"Sept. 12, 2019",8.33%
"Sept. 11, 2019",8.19%
"Sept. 10, 2019",8.25%
"Sept. 9, 2019",8.31%
"Sept. 6, 2019",8.29%
"Sept. 5, 2019",8.29%
"Sept. 4, 2019",8.31%
"Sept. 3, 2019",8.33%
"Aug. 30, 2019",8.44%
"Aug. 29, 2019",8.53%
"Aug. 28, 2019",8.59%
"Aug. 27, 2019",8.63%
"Aug. 26, 2019",8.73%
"Aug. 23, 2019",8.89%
"Aug. 22, 2019",8.76%
"Aug. 21, 2019",8.78%
"Aug. 20, 2019",8.82%
"Aug. 19, 2019",8.81%
"Aug. 16, 2019",8.84%
"Aug. 15, 2019",8.94%
"Aug. 14, 2019",8.97%
"Aug. 13, 2019",8.76%
"Aug. 12, 2019",8.83%
"Aug. 9, 2019",8.83%
"Aug. 8, 2019",8.78%
"Aug. 7, 2019",8.86%
"Aug. 6, 2019",8.82%
"Aug. 5, 2019",8.98%
"Aug. 2, 2019",8.92%
"Aug. 1, 2019",8.99%
"July 31, 2019",8.85%
"July 30, 2019",8.66%
"July 29, 2019",8.66%
"July 26, 2019",8.71%
"July 25, 2019",8.65%
"July 24, 2019",8.77%
"July 23, 2019",8.61%
"July 22, 2019",8.44%
"July 19, 2019",8.39%
"July 18, 2019",8.18%
"July 17, 2019",8.21%
"July 16, 2019",8.24%
"July 15, 2019",8.16%
"July 12, 2019",8.13%
"July 11, 2019",8.05%
"July 10, 2019",8.08%
"July 9, 2019",8.15%
"July 8, 2019",8.18%
"July 5, 2019",8.11%
"July 3, 2019",8.14%
"July 2, 2019",8.17%
"July 1, 2019",8.30%
"June 30, 2019",
"June 28, 2019",8.61%
"June 27, 2019",8.68%
"June 26, 2019",8.64%
"June 25, 2019",8.42%
"June 24, 2019",8.23%
"June 21, 2019",8.19%
"June 20, 2019",8.22%
"June 19, 2019",8.26%
"June 18, 2019",8.27%
"June 17, 2019",8.18%
"June 14, 2019",8.13%
"June 13, 2019",8.23%
"June 12, 2019",8.18%
"June 11, 2019",8.39%
"June 10, 2019",8.33%
"June 7, 2019",8.27%
"June 6, 2019",8.22%
"June 5, 2019",8.30%
"June 4, 2019",8.48%
"June 3, 2019",8.51%
"May 31, 2019",8.59%
"May 30, 2019",8.59%
"May 29, 2019",8.56%
"May 28, 2019",8.46%
"May 24, 2019",8.33%
"May 23, 2019",8.31%
"May 22, 2019",8.38%
"May 21, 2019",8.44%
"May 20, 2019",8.44%
"May 17, 2019",8.43%
"May 16, 2019",8.44%
"May 15, 2019",8.47%
"May 14, 2019",8.43%
"May 13, 2019",8.29%
"May 10, 2019",8.37%
"May 9, 2019",8.47%
"May 8, 2019",8.50%
"May 7, 2019",8.41%
"May 6, 2019",8.36%
"May 3, 2019",8.28%
"May 2, 2019",8.30%
"May 1, 2019",8.21%
"April 30, 2019",8.10%
"April 29, 2019",8.24%
"April 26, 2019",8.18%
"April 25, 2019",8.19%
"April 24, 2019",8.25%
"April 23, 2019",8.30%
"April 22, 2019",8.34%
"April 18, 2019",8.36%
"April 17, 2019",8.45%
"April 16, 2019",8.39%
"April 15, 2019",8.23%
"April 12, 2019",8.31%
"April 11, 2019",8.29%
"April 10, 2019",8.33%
"April 9, 2019",8.34%
"April 8, 2019",8.32%
"April 5, 2019",8.27%
"April 4, 2019",8.32%
"April 3, 2019",8.27%
"April 2, 2019",8.21%
"April 1, 2019",8.28%
"March 31, 2019",
"March 29, 2019",7.89%
"March 28, 2019",7.95%
"March 27, 2019",7.83%
"March 26, 2019",7.81%
"March 25, 2019",7.86%
"March 22, 2019",7.87%
"March 21, 2019",7.97%
"March 20, 2019",8.06%
"March 19, 2019",8.06%
"March 18, 2019",7.97%
"March 15, 2019",7.92%
"March 14, 2019",7.98%
"March 13, 2019",7.97%
"March 12, 2019",8.00%
"March 11, 2019",8.06%
"March 8, 2019",8.11%
"March 7, 2019",8.15%
"March 6, 2019",8.17%
"March 5, 2019",8.17%
"March 4, 2019",8.17%
"March 1, 2019",8.15%
"Feb. 28, 2019",8.15%
"Feb. 27, 2019",8.19%
"Feb. 26, 2019",8.15%
"Feb. 25, 2019",8.17%
"Feb. 22, 2019",8.12%
"Feb. 21, 2019",8.16%
"Feb. 20, 2019",8.22%
"Feb. 19, 2019",8.22%
"Feb. 15, 2019",8.20%
"Feb. 14, 2019",8.27%
"Feb. 13, 2019",8.26%
"Feb. 12, 2019",8.26%
"Feb. 11, 2019",8.28%
"Feb. 8, 2019",8.29%
"Feb. 7, 2019",8.22%
"Feb. 6, 2019",8.36%
"Feb. 5, 2019",8.37%
"Feb. 4, 2019",8.36%
"Feb. 1, 2019",8.34%
"Jan. 31, 2019",8.29%
"Jan. 30, 2019",8.48%
"Jan. 29, 2019",8.57%
"Jan. 28, 2019",8.58%
"Jan. 25, 2019",8.52%
"Jan. 24, 2019",8.43%
"Jan. 23, 2019",8.44%
"Jan. 22, 2019",8.56%
"Jan. 18, 2019",8.59%
"Jan. 17, 2019",8.60%
"Jan. 16, 2019",8.64%
"Jan. 15, 2019",8.64%
"Jan. 14, 2019",8.79%
"Jan. 11, 2019",8.64%
"Jan. 10, 2019",8.64%
"Jan. 9, 2019",8.79%
"Jan. 8, 2019",8.72%
"Jan. 7, 2019",8.85%
"Jan. 4, 2019",8.87%
"Jan. 3, 2019",8.97%
"Jan. 2, 2019",8.98%
"Dec. 31, 2018",8.78%
"Dec. 28, 2018",9.70%
"Dec. 27, 2018",9.70%
"Dec. 26, 2018",9.76%
"Dec. 24, 2018",9.91%
"Dec. 21, 2018",9.46%
"Dec. 20, 2018",9.48%
"Dec. 19, 2018",9.50%
"Dec. 18, 2018",9.48%
"Dec. 17, 2018",9.52%
"Dec. 14, 2018",9.23%
"Dec. 13, 2018",9.25%
"Dec. 12, 2018",9.26%
"Dec. 11, 2018",9.26%
"Dec. 10, 2018",9.24%
"Dec. 7, 2018",9.25%
"Dec. 6, 2018",9.26%
"Dec. 4, 2018",9.25%
"Dec. 3, 2018",9.34%
"Nov. 30, 2018",9.36%
"Nov. 29, 2018",9.51%
"Nov. 28, 2018",9.48%
"Nov. 27, 2018",9.54%
"Nov. 26, 2018",9.61%
"Nov. 23, 2018",9.68%
"Nov. 21, 2018",9.66%
"Nov. 20, 2018",9.55%
"Nov. 19, 2018",9.42%
"Nov. 16, 2018",9.46%
"Nov. 15, 2018",9.53%
"Nov. 14, 2018",9.60%
"Nov. 13, 2018",9.46%
"Nov. 12, 2018",9.50%
"Nov. 9, 2018",9.64%
"Nov. 8, 2018",9.70%
"Nov. 7, 2018",9.72%
"Nov. 6, 2018",9.80%
"Nov. 5, 2018",9.83%
"Nov. 2, 2018",10.00%
"Nov. 1, 2018",9.95%
"Oct. 31, 2018",9.91%
"Oct. 30, 2018",9.78%
"Oct. 29, 2018",9.85%
"Oct. 26, 2018",9.95%
"Oct. 25, 2018",9.90%
"Oct. 24, 2018",9.75%
"Oct. 23, 2018",9.97%
"Oct. 22, 2018",9.98%
"Oct. 19, 2018",9.84%
"Oct. 18, 2018",10.08%
"Oct. 17, 2018",10.10%
"Oct. 16, 2018",9.99%
"Oct. 15, 2018",10.09%
"Oct. 12, 2018",10.12%
"Oct. 11, 2018",10.16%
"Oct. 10, 2018",9.97%
"Oct. 9, 2018",9.86%
"Oct. 8, 2018",9.87%
"Oct. 5, 2018",9.91%
"Oct. 4, 2018",10.04%
"Oct. 3, 2018",10.07%
"Oct. 2, 2018",9.87%
"Oct. 1, 2018",10.00%
"Sept. 30, 2018",
"Sept. 28, 2018",10.77%
"Sept. 27, 2018",10.98%
"Sept. 26, 2018",11.14%
"Sept. 25, 2018",11.04%
"Sept. 24, 2018",10.88%
"Sept. 21, 2018",10.77%
"Sept. 20, 2018",10.83%
"Sept. 19, 2018",10.87%
"Sept. 18, 2018",10.64%
"Sept. 17, 2018",10.57%
"Sept. 14, 2018",10.66%
"Sept. 13, 2018",10.58%
"Sept. 12, 2018",10.65%
"Sept. 11, 2018",10.64%
"Sept. 10, 2018",10.54%
"Sept. 7, 2018",10.67%
"Sept. 6, 2018",10.60%
"Sept. 5, 2018",10.64%
"Sept. 4, 2018",10.69%
"Aug. 31, 2018",10.75%
"Aug. 30, 2018",10.70%
"Aug. 29, 2018",10.73%
"Aug. 28, 2018",10.83%
"Aug. 27, 2018",10.77%
"Aug. 24, 2018",10.68%
"Aug. 23, 2018",10.71%
"Aug. 22, 2018",10.70%
"Aug. 21, 2018",10.66%
"Aug. 20, 2018",10.62%
"Aug. 17, 2018",10.56%
"Aug. 16, 2018",10.60%
"Aug. 15, 2018",10.77%
"Aug. 14, 2018",10.84%
"Aug. 13, 2018",10.85%
"Aug. 10, 2018",10.90%
"Aug. 9, 2018",10.84%
"Aug. 8, 2018",10.97%
"Aug. 7, 2018",10.99%
"Aug. 6, 2018",11.03%
"Aug. 3, 2018",11.06%
"Aug. 2, 2018",11.12%
"Aug. 1, 2018",11.19%
"July 31, 2018",11.06%
"July 30, 2018",11.25%
"July 27, 2018",11.14%
"July 26, 2018",11.12%
"July 25, 2018",11.22%
"July 24, 2018",11.29%
"July 23, 2018",11.30%
"July 20, 2018",11.18%
"July 19, 2018",11.13%
"July 18, 2018",11.21%
"July 17, 2018",11.21%
"July 16, 2018",11.15%
"July 13, 2018",11.09%
"July 12, 2018",11.10%
"July 11, 2018",11.07%
"July 10, 2018",11.15%
"July 9, 2018",11.23%
"July 6, 2018",10.91%
"July 5, 2018",10.95%
"July 3, 2018",10.98%
"July 2, 2018",10.96%
"June 30, 2018",
"June 29, 2018",9.57%
"June 28, 2018",9.64%
"June 27, 2018",9.66%
"June 26, 2018",9.70%
"June 25, 2018",9.74%
"June 22, 2018",9.82%
"June 21, 2018",9.84%
"June 20, 2018",9.75%
"June 19, 2018",9.79%
"June 18, 2018",9.77%
"June 15, 2018",9.82%
"June 14, 2018",9.92%
"June 13, 2018",10.06%
"June 12, 2018",10.06%
"June 11, 2018",10.21%
"June 8, 2018",10.19%
"June 7, 2018",10.15%
"June 6, 2018",10.26%
"June 5, 2018",10.08%
"June 4, 2018",10.05%
"June 1, 2018",9.94%
"May 31, 2018",9.85%
"May 30, 2018",9.89%
"May 29, 2018",10.01%
"May 25, 2018",10.02%
"May 24, 2018",10.05%
"May 23, 2018",10.11%
"May 22, 2018",10.22%
"May 21, 2018",10.28%
"May 18, 2018",10.33%
"May 17, 2018",10.36%
"May 16, 2018",10.24%
"May 15, 2018",10.13%
"May 14, 2018",10.10%
"May 11, 2018",10.03%
"May 10, 2018",10.04%
"May 9, 2018",10.20%
"May 8, 2018",10.00%
"May 7, 2018",9.87%
"May 4, 2018",9.92%
"May 3, 2018",9.98%
"May 2, 2018",10.09%
"May 1, 2018",10.15%
"April 30, 2018",10.27%
"April 27, 2018",10.23%
"April 26, 2018",10.31%
"April 25, 2018",10.41%
"April 24, 2018",10.40%
"April 23, 2018",10.54%
"April 20, 2018",10.56%
"April 19, 2018",10.46%
"April 18, 2018",10.46%
"April 17, 2018",10.43%
"April 16, 2018",10.56%
"April 13, 2018",10.63%
"April 12, 2018",10.79%
"April 11, 2018",10.59%
"April 10, 2018",10.54%
"April 9, 2018",10.56%
"April 6, 2018",10.55%
"April 5, 2018",10.45%
"April 4, 2018",10.51%
"April 3, 2018",10.52%
"April 2, 2018",10.65%
"March 31, 2018",
"March 29, 2018",10.64%
"March 28, 2018",10.77%
"March 27, 2018",10.79%
"March 26, 2018",10.89%
"March 23, 2018",11.01%
"March 22, 2018",10.82%
"March 21, 2018",10.90%
"March 20, 2018",10.83%
"March 19, 2018",10.86%
"March 16, 2018",10.81%
"March 15, 2018",10.96%
"March 14, 2018",10.97%
"March 13, 2018",11.09%
"March 12, 2018",11.06%
"March 9, 2018",11.07%
"March 8, 2018",11.08%
"March 7, 2018",11.27%
"March 6, 2018",11.17%
"March 5, 2018",11.02%
"March 2, 2018",11.24%
"March 1, 2018",11.24%
"Feb. 28, 2018",11.21%
"Feb. 27, 2018",11.15%
"Feb. 26, 2018",10.91%
"Feb. 23, 2018",10.85%
"Feb. 22, 2018",11.15%
"Feb. 21, 2018",11.20%
"Feb. 20, 2018",11.02%
"Feb. 16, 2018",10.99%
"Feb. 15, 2018",11.07%
"Feb. 14, 2018",11.34%
"Feb. 13, 2018",11.21%
"Feb. 12, 2018",11.17%
"Feb. 9, 2018",11.26%
"Feb. 8, 2018",11.54%
"Feb. 7, 2018",11.48%
"Feb. 6, 2018",11.38%
"Feb. 5, 2018",11.24%
"Feb. 2, 2018",11.00%
"Feb. 1, 2018",10.97%
"Jan. 31, 2018",10.78%
"Jan. 30, 2018",10.84%
"Jan. 29, 2018",10.83%
"Jan. 26, 2018",10.68%
"Jan. 25, 2018",10.73%
"Jan. 24, 2018",10.86%
"Jan. 23, 2018",10.77%
"Jan. 22, 2018",10.91%
"Jan. 19, 2018",10.93%
"Jan. 18, 2018",10.76%
"Jan. 17, 2018",10.62%
"Jan. 16, 2018",10.79%
"Jan. 12, 2018",10.81%
"Jan. 11, 2018",10.81%
"Jan. 10, 2018",10.94%
"Jan. 9, 2018",10.88%
"Jan. 8, 2018",10.75%
"Jan. 5, 2018",10.87%
"Jan. 4, 2018",10.78%
"Jan. 3, 2018",10.63%
"Jan. 2, 2018",10.48%
"Dec. 31, 2017",
"Dec. 29, 2017",10.18%
"Dec. 28, 2017",10.21%
"Dec. 27, 2017",10.29%
"Dec. 26, 2017",10.34%
"Dec. 22, 2017",10.28%
"Dec. 21, 2017",10.27%
"Dec. 20, 2017",10.28%
"Dec. 19, 2017",10.13%
"Dec. 18, 2017",9.91%
"Dec. 15, 2017",9.85%
"Dec. 14, 2017",9.83%
"Dec. 13, 2017",9.75%
"Dec. 12, 2017",9.78%
"Dec. 11, 2017",9.57%
"Dec. 8, 2017",9.77%
"Dec. 7, 2017",9.83%
"Dec. 6, 2017",9.76%
"Dec. 5, 2017",9.73%
"Dec. 4, 2017",9.65%
"Dec. 1, 2017",9.59%
"Nov. 30, 2017",9.62%
"Nov. 29, 2017",9.62%
"Nov. 28, 2017",9.56%
"Nov. 27, 2017",9.63%
"Nov. 24, 2017",9.64%
"Nov. 22, 2017",9.67%
"Nov. 21, 2017",9.69%
"Nov. 20, 2017",9.70%
"Nov. 17, 2017",9.72%
"Nov. 16, 2017",9.73%
"Nov. 15, 2017",9.60%
"Nov. 14, 2017",9.46%
"Nov. 13, 2017",9.53%
"Nov. 10, 2017",9.71%
"Nov. 9, 2017",9.75%
"Nov. 8, 2017",9.71%
"Nov. 7, 2017",9.72%
"Nov. 6, 2017",9.86%
"Nov. 3, 2017",9.80%
"Nov. 2, 2017",9.85%
"Nov. 1, 2017",9.99%
"Oct. 31, 2017",9.98%
"Oct. 30, 2017",9.97%
"Oct. 27, 2017",9.97%
"Oct. 26, 2017",10.06%
"Oct. 25, 2017",10.01%
"Oct. 24, 2017",10.04%
"Oct. 23, 2017",10.09%
"Oct. 20, 2017",10.14%
"Oct. 19, 2017",10.09%
"Oct. 18, 2017",10.13%
"Oct. 17, 2017",10.13%
"Oct. 16, 2017",10.11%
"Oct. 13, 2017",10.22%
"Oct. 12, 2017",10.30%
"Oct. 11, 2017",10.43%
"Oct. 10, 2017",10.47%
"Oct. 9, 2017",10.55%
"Oct. 6, 2017",10.52%
"Oct. 5, 2017",10.46%
"Oct. 4, 2017",10.50%
"Oct. 3, 2017",10.60%
"Oct. 2, 2017",10.52%
"Sept. 30, 2017",
"Sept. 29, 2017",10.11%
"Sept. 28, 2017",10.18%
"Sept. 27, 2017",10.25%
"Sept. 26, 2017",10.25%
"Sept. 25, 2017",10.13%
"Sept. 22, 2017",10.26%
"Sept. 21, 2017",10.25%
"Sept. 20, 2017",10.32%
"Sept. 19, 2017",10.22%
"Sept. 18, 2017",10.18%
"Sept. 15, 2017",10.13%
"Sept. 14, 2017",10.00%
"Sept. 13, 2017",10.08%
"Sept. 12, 2017",10.05%
"Sept. 11, 2017",9.90%
"Sept. 8, 2017",9.98%
"Sept. 7, 2017",10.02%
"Sept. 6, 2017",10.14%
"Sept. 5, 2017",10.13%
"Sept. 1, 2017",10.15%
"Aug. 31, 2017",10.06%
"Aug. 30, 2017",10.07%
"Aug. 29, 2017",9.97%
"Aug. 28, 2017",9.95%
"Aug. 25, 2017",9.94%
"Aug. 24, 2017",9.93%
"Aug. 23, 2017",9.94%
"Aug. 22, 2017",9.96%
"Aug. 21, 2017",10.03%
"Aug. 18, 2017",10.03%
"Aug. 17, 2017",10.13%
"Aug. 16, 2017",9.99%
"Aug. 15, 2017",10.07%
"Aug. 14, 2017",10.13%
"Aug. 11, 2017",10.16%
"Aug. 10, 2017",10.09%
"Aug. 9, 2017",10.10%
"Aug. 8, 2017",9.97%
"Aug. 7, 2017",9.97%
"Aug. 4, 2017",9.98%
"Aug. 3, 2017",9.91%
"Aug. 2, 2017",9.91%
"Aug. 1, 2017",9.88%
"July 31, 2017",9.93%
"July 28, 2017",9.92%
"July 27, 2017",10.03%
"July 26, 2017",10.11%
"July 25, 2017",10.29%
"July 24, 2017",10.24%
"July 21, 2017",10.16%
"July 20, 2017",10.13%
"July 19, 2017",10.19%
"July 18, 2017",10.25%
"July 17, 2017",10.29%
"July 14, 2017",10.56%
"July 13, 2017",10.66%
"July 12, 2017",10.56%
"July 11, 2017",10.66%
"July 10, 2017",10.65%
"July 7, 2017",10.70%
"July 6, 2017",10.67%
"July 5, 2017",10.72%
"July 3, 2017",10.63%
"June 30, 2017",10.56%
"June 29, 2017",11.61%
"June 28, 2017",11.50%
"June 27, 2017",11.32%
"June 26, 2017",11.18%
"June 23, 2017",11.40%
"June 22, 2017",11.35%
"June 21, 2017",11.35%
"June 20, 2017",11.28%
"June 19, 2017",11.29%
"June 16, 2017",11.22%
"June 15, 2017",11.30%
"June 14, 2017",11.34%
"June 13, 2017",11.38%
"June 12, 2017",11.40%
"June 9, 2017",11.36%
"June 8, 2017",11.43%
"June 7, 2017",11.36%
"June 6, 2017",11.34%
"June 5, 2017",11.36%
"June 2, 2017",11.37%
"June 1, 2017",11.33%
"May 31, 2017",11.46%
"May 30, 2017",11.54%
"May 26, 2017",11.62%
"May 25, 2017",11.55%
"May 24, 2017",11.62%
"May 23, 2017",11.76%
"May 22, 2017",11.71%
"May 19, 2017",11.87%
"May 18, 2017",11.86%
"May 17, 2017",11.94%
"May 16, 2017",12.06%
"May 15, 2017",11.99%
"May 12, 2017",12.19%
"May 11, 2017",12.42%
"May 10, 2017",12.32%
"May 9, 2017",12.39%
"May 8, 2017",12.14%
"May 5, 2017",12.12%
"May 4, 2017",12.22%
"May 3, 2017",12.24%
"May 2, 2017",12.07%
"May 1, 2017",12.12%
"April 28, 2017",12.01%
"April 27, 2017",11.94%
"April 26, 2017",11.92%
"April 25, 2017",11.86%
"April 24, 2017",11.72%
"April 21, 2017",11.88%
"April 20, 2017",11.87%
"April 19, 2017",11.73%
"April 18, 2017",11.63%
"April 17, 2017",11.59%
"April 13, 2017",11.57%
"April 12, 2017",11.50%
"April 11, 2017",11.51%
"April 10, 2017",11.62%
"April 7, 2017",11.57%
"April 6, 2017",11.47%
"April 5, 2017",11.54%
"April 4, 2017",11.51%
"April 3, 2017",11.62%
"March 31, 2017",11.56%
"March 30, 2017",9.84%
"March 29, 2017",9.78%
"March 28, 2017",9.85%
"March 27, 2017",9.81%
"March 24, 2017",9.73%
"March 23, 2017",9.77%
"March 22, 2017",9.68%
"March 21, 2017",9.77%
"March 20, 2017",9.88%
"March 17, 2017",9.76%
"March 16, 2017",9.77%
"March 15, 2017",9.69%
"March 14, 2017",9.86%
"March 13, 2017",9.78%
"March 10, 2017",9.77%
"March 9, 2017",9.82%
"March 8, 2017",9.84%
"March 7, 2017",9.73%
"March 6, 2017",9.74%
"March 3, 2017",9.68%
"March 2, 2017",9.65%
"March 1, 2017",9.74%
"Feb. 28, 2017",9.57%
"Feb. 27, 2017",9.61%
"Feb. 24, 2017",9.45%
"Feb. 23, 2017",9.77%
"Feb. 22, 2017",9.85%
"Feb. 21, 2017",9.78%
"Feb. 17, 2017",9.88%
"Feb. 16, 2017",9.92%
"Feb. 15, 2017",9.98%
"Feb. 14, 2017",9.94%
"Feb. 13, 2017",10.01%
"Feb. 10, 2017",10.04%
"Feb. 9, 2017",10.08%
"Feb. 8, 2017",9.98%
"Feb. 7, 2017",9.76%
"Feb. 6, 2017",9.81%
"Feb. 3, 2017",9.82%
"Feb. 2, 2017",9.81%
"Feb. 1, 2017",9.91%
"Jan. 31, 2017",9.80%
"Jan. 30, 2017",10.03%
"Jan. 27, 2017",10.02%
"Jan. 26, 2017",9.96%
"Jan. 25, 2017",9.94%
"Jan. 24, 2017",10.00%
"Jan. 23, 2017",9.96%
"Jan. 20, 2017",9.82%
"Jan. 19, 2017",9.83%
"Jan. 18, 2017",9.84%
"Jan. 17, 2017",9.80%
"Jan. 13, 2017",9.92%
"Jan. 12, 2017",9.92%
"Jan. 11, 2017",9.93%
"Jan. 10, 2017",10.02%
"Jan. 9, 2017",9.96%
"Jan. 6, 2017",9.74%
"Jan. 5, 2017",9.90%
"Jan. 4, 2017",9.90%
"Jan. 3, 2017",9.99%
"Dec. 31, 2016",
"Dec. 30, 2016",9.31%
"Dec. 29, 2016",9.25%
"Dec. 28, 2016",9.38%
"Dec. 27, 2016",9.33%
"Dec. 23, 2016",9.36%
"Dec. 22, 2016",9.35%
"Dec. 21, 2016",9.40%
"Dec. 20, 2016",9.31%
"Dec. 19, 2016",9.24%
"Dec. 16, 2016",9.25%
"Dec. 15, 2016",9.24%
"Dec. 14, 2016",9.41%
"Dec. 13, 2016",9.31%
"Dec. 12, 2016",9.57%
"Dec. 9, 2016",9.46%
"Dec. 8, 2016",9.66%
"Dec. 7, 2016",9.85%
"Dec. 6, 2016",9.99%
"Dec. 5, 2016",9.91%
"Dec. 2, 2016",10.01%
"Dec. 1, 2016",10.27%
"Nov. 30, 2016",10.16%
"Nov. 29, 2016",9.81%
"Nov. 28, 2016",9.89%
"Nov. 25, 2016",10.14%
"Nov. 23, 2016",10.22%
"Nov. 22, 2016",10.18%
"Nov. 21, 2016",10.17%
"Nov. 18, 2016",10.41%
"Nov. 17, 2016",10.49%
"Nov. 16, 2016",10.45%
"Nov. 15, 2016",10.30%
"Nov. 14, 2016",10.73%
"Nov. 11, 2016",11.01%
"Nov. 10, 2016",10.94%
"Nov. 9, 2016",10.30%
"Nov. 8, 2016",9.81%
"Nov. 7, 2016",9.88%
"Nov. 4, 2016",10.10%
"Nov. 3, 2016",10.08%
"Nov. 2, 2016",10.10%
"Nov. 1, 2016",9.93%
"Oct. 31, 2016",9.69%
"Oct. 28, 2016",9.94%
"Oct. 27, 2016",9.93%
"Oct. 26, 2016",9.93%
"Oct. 25, 2016",10.04%
"Oct. 24, 2016",10.12%
"Oct. 21, 2016",10.16%
"Oct. 20, 2016",10.06%
"Oct. 19, 2016",10.05%
"Oct. 18, 2016",9.98%
"Oct. 17, 2016",10.09%
"Oct. 14, 2016",10.10%
"Oct. 13, 2016",10.05%
"Oct. 12, 2016",10.16%
"Oct. 11, 2016",10.27%
"Oct. 10, 2016",10.16%
"Oct. 7, 2016",10.26%
"Oct. 6, 2016",10.30%
"Oct. 5, 2016",10.28%
"Oct. 4, 2016",10.37%
"Oct. 3, 2016",10.08%
"Sept. 30, 2016",9.92%
"Sept. 29, 2016",9.73%
"Sept. 28, 2016",9.53%
"Sept. 27, 2016",9.48%
