date,altman_z_score
"Dec. 31, 2019",0.8462
"Sept. 30, 2019",0.8857
"June 30, 2019",0.8801
"March 31, 2019",0.914
"Dec. 31, 2018",0.9009
"Sept. 30, 2018",0.9165
"June 30, 2018",0.9111
"March 31, 2018",0.8584
"Dec. 31, 2017",0.8481
"Sept. 30, 2017",0.775
"June 30, 2017",0.7399
"March 31, 2017",0.7411
"Dec. 31, 2016",0.7276
"Sept. 30, 2016",0.7121
"June 30, 2016",0.7202
"March 31, 2016",0.7053
"Dec. 31, 2015",0.941
"Sept. 30, 2015",0.9843
"June 30, 2015",1.003
"March 31, 2015",0.98
"Dec. 31, 2014",0.9355
"Sept. 30, 2014",0.9495
"June 30, 2014",0.9316
"March 31, 2014",0.9847
"Dec. 31, 2013",0.9267
"Sept. 30, 2013",0.9374
"June 30, 2013",0.9075
"March 31, 2013",0.9225
"Dec. 31, 2012",0.8834
"Sept. 30, 2012",0.9482
"June 30, 2012",0.9875
"March 31, 2012",0.9748
"Dec. 31, 2011",1.309
"Sept. 30, 2011",1.330
"June 30, 2011",1.405
"March 31, 2011",1.375
"Dec. 31, 2010",1.382
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",1.426
"Dec. 31, 2009",1.488
"Sept. 30, 2009",1.475
"June 30, 2009",1.507
"March 31, 2009",1.467
"Dec. 31, 2008",1.570
"Sept. 30, 2008",1.736
"June 30, 2008",1.880
"March 31, 2008",1.801
"Dec. 31, 2007",1.826
"Sept. 30, 2007",1.739
"June 30, 2007",1.666
"March 31, 2007",1.567
"Dec. 31, 2006",1.433
"Sept. 30, 2006",1.374
"June 30, 2006",1.36
"March 31, 2006",1.253
"Dec. 31, 2005",1.251
"Sept. 30, 2005",1.387
"June 30, 2005",1.375
"March 31, 2005",1.228
"Dec. 31, 2004",1.215
"Sept. 30, 2004",1.155
"June 30, 2004",1.033
"March 31, 2004",0.9932
"Dec. 31, 2003",0.9816
"Sept. 30, 2003",1.048
"June 30, 2003",1.064
"March 31, 2003",0.887
"Dec. 31, 2002",1.043
"Sept. 30, 2002",1.091
"June 30, 2002",1.086
"March 31, 2002",1.100
"Dec. 31, 2001",1.120
"Sept. 30, 2001",1.058
"June 30, 2001",1.084
"March 31, 2001",0.9633
"Dec. 31, 2000",0.8522
"Sept. 30, 2000",1.767
"June 30, 2000",1.126
"March 31, 2000",1.144
"Dec. 31, 1999",1.085
"Sept. 30, 1999",1.094
"June 30, 1999",1.145
"March 31, 1999",1.198
"Dec. 31, 1998",1.295
"Sept. 30, 1998",1.260
"June 30, 1998",0.9911
"March 31, 1998",0.8366
"Dec. 31, 1997",0.8845
"Sept. 30, 1997",0.9543
"June 30, 1997",0.9052
"March 31, 1997",0.8741
"Dec. 31, 1996",0.9543
"Sept. 30, 1996",1.003
"June 30, 1996",1.041
"March 31, 1996",1.052
"Dec. 31, 1995",1.083
"Sept. 30, 1995",1.037
"June 30, 1995",0.9605
"March 31, 1995",0.8791
"Dec. 31, 1994",0.8848
"Sept. 30, 1994",1.033
"June 30, 1994",1.278
"March 31, 1994",1.416
