date,eps_est_0y
"March 19, 2020",3.113
"March 12, 2020",3.114
"March 3, 2020",3.114
"Feb. 21, 2020",3.106
"Feb. 20, 2020",3.107
"Feb. 19, 2020",3.092
"Feb. 14, 2020",3.088
"Feb. 13, 2020",3.137
"Feb. 12, 2020",3.097
"Feb. 11, 2020",3.074
"Feb. 10, 2020",3.014
"Feb. 6, 2020",3.015
"Feb. 4, 2020",3.019
"Jan. 27, 2020",3.013
"Jan. 22, 2020",3.024
"Jan. 21, 2020",3.026
"Jan. 17, 2020",3.046
"Jan. 15, 2020",3.043
"Jan. 14, 2020",3.049
"Jan. 6, 2020",3.065
"Dec. 31, 2019",3.118
"Dec. 17, 2019",3.130
"Dec. 16, 2019",3.128
"Nov. 21, 2019",3.131
"Nov. 17, 2019",3.133
"Nov. 8, 2019",3.134
"Nov. 6, 2019",3.135
"Nov. 5, 2019",3.138
"Nov. 1, 2019",3.130
"Oct. 31, 2019",3.138
"Oct. 24, 2019",3.139
"Oct. 21, 2019",3.136
"Oct. 18, 2019",3.137
"Oct. 17, 2019",3.135
"Oct. 14, 2019",3.136
"Oct. 11, 2019",3.135
"Sept. 24, 2019",3.133
"Sept. 18, 2019",3.136
"Sept. 13, 2019",3.138
"Sept. 9, 2019",3.134
"Aug. 27, 2019",3.135
"Aug. 26, 2019",3.134
"Aug. 19, 2019",3.134
"Aug. 16, 2019",3.133
"Aug. 13, 2019",3.126
"Aug. 9, 2019",3.126
"Aug. 5, 2019",3.126
"Aug. 2, 2019",3.121
"Aug. 1, 2019",3.127
"July 23, 2019",3.136
"July 22, 2019",3.137
"July 19, 2019",3.142
"July 18, 2019",3.139
"July 16, 2019",3.140
"July 15, 2019",3.144
"July 12, 2019",3.145
"July 9, 2019",3.146
"June 28, 2019",3.148
"June 20, 2019",3.149
"June 18, 2019",3.147
"June 14, 2019",3.150
"June 12, 2019",3.153
"June 11, 2019",3.153
"June 4, 2019",3.153
"May 18, 2019",3.151
"May 16, 2019",3.148
"May 10, 2019",3.155
"May 8, 2019",3.156
"May 6, 2019",3.153
"May 3, 2019",3.152
"May 2, 2019",3.148
"April 24, 2019",3.148
"April 22, 2019",3.148
"April 18, 2019",3.148
"April 17, 2019",3.146
"April 15, 2019",3.143
"April 12, 2019",3.143
"April 9, 2019",3.143
"April 8, 2019",3.143
"March 29, 2019",3.143
"March 20, 2019",3.142
"March 13, 2019",3.146
"March 6, 2019",3.148
"March 4, 2019",3.145
"Feb. 20, 2019",3.146
"Feb. 19, 2019",3.145
"Feb. 13, 2019",3.145
"Feb. 12, 2019",3.150
"Feb. 11, 2019",3.154
"Feb. 8, 2019",3.163
"Feb. 4, 2019",3.171
"Jan. 29, 2019",3.166
"Jan. 25, 2019",3.166
"Jan. 23, 2019",3.167
"Jan. 22, 2019",3.160
"Jan. 18, 2019",3.167
"Jan. 14, 2019",3.165
"Jan. 11, 2019",3.164
"Jan. 7, 2019",3.162
"Jan. 4, 2019",3.151
"Dec. 31, 2018",3.128
"Dec. 14, 2018",3.121
"Dec. 11, 2018",3.120
"Nov. 30, 2018",3.121
"Nov. 9, 2018",3.121
"Nov. 6, 2018",3.120
"Nov. 4, 2018",3.118
"Nov. 2, 2018",3.118
"Nov. 1, 2018",3.098
"Oct. 26, 2018",3.116
"Oct. 25, 2018",3.114
"Oct. 22, 2018",3.114
"Oct. 19, 2018",3.113
"Oct. 18, 2018",3.109
"Oct. 17, 2018",3.109
"Oct. 11, 2018",3.107
"Oct. 9, 2018",3.106
"Oct. 1, 2018",3.109
"Sept. 24, 2018",3.108
"Sept. 21, 2018",3.108
"Sept. 11, 2018",3.110
"Sept. 4, 2018",3.110
"Aug. 20, 2018",3.109
"Aug. 17, 2018",3.110
"Aug. 16, 2018",3.110
"Aug. 9, 2018",3.105
"Aug. 7, 2018",3.101
"Aug. 6, 2018",3.103
"Aug. 3, 2018",3.094
"Aug. 2, 2018",3.088
"July 26, 2018",3.080
"July 24, 2018",3.080
"July 23, 2018",3.080
"July 19, 2018",3.089
"July 18, 2018",3.068
"July 11, 2018",3.066
"July 10, 2018",3.063
"July 9, 2018",3.062
"June 19, 2018",3.083
"June 13, 2018",3.089
"June 5, 2018",3.090
"May 25, 2018",3.086
"May 16, 2018",3.086
"May 15, 2018",3.078
"May 9, 2018",3.077
"May 4, 2018",3.076
"May 3, 2018",3.076
"May 2, 2018",3.066
"April 27, 2018",3.062
"April 24, 2018",3.059
"April 21, 2018",3.060
"April 19, 2018",3.054
"April 14, 2018",3.057
"April 13, 2018",3.057
"April 11, 2018",3.057
"April 10, 2018",3.058
"April 4, 2018",3.060
"April 2, 2018",3.060
"March 30, 2018",3.063
"March 28, 2018",3.063
"March 8, 2018",3.067
"March 2, 2018",3.069
"Feb. 21, 2018",3.069
"Feb. 15, 2018",3.066
"Feb. 14, 2018",3.068
"Feb. 9, 2018",3.067
"Feb. 8, 2018",3.060
"Feb. 7, 2018",3.025
"Feb. 2, 2018",2.957
"Feb. 1, 2018",2.959
"Jan. 24, 2018",2.952
"Jan. 23, 2018",2.952
"Jan. 22, 2018",2.954
"Jan. 18, 2018",2.939
"Jan. 17, 2018",2.939
"Jan. 11, 2018",2.924
"Jan. 10, 2018",2.920
"Jan. 9, 2018",2.905
"Jan. 8, 2018",2.894
"Jan. 5, 2018",2.886
"Jan. 3, 2018",2.885
"Jan. 2, 2018",2.887
