date,market_cap
"March 19, 2020",31.57B
"March 18, 2020",32.18B
"March 17, 2020",35.06B
"March 16, 2020",29.71B
"March 13, 2020",35.41B
"March 12, 2020",34.35B
"March 11, 2020",38.77B
"March 10, 2020",42.00B
"March 9, 2020",40.82B
"March 6, 2020",43.99B
"March 5, 2020",44.93B
"March 4, 2020",45.60B
"March 3, 2020",43.04B
"March 2, 2020",44.25B
"Feb. 28, 2020",42.00B
"Feb. 27, 2020",43.98B
"Feb. 26, 2020",45.84B
"Feb. 25, 2020",46.41B
"Feb. 24, 2020",47.57B
"Feb. 21, 2020",48.44B
"Feb. 20, 2020",48.57B
"Feb. 19, 2020",48.33B
"Feb. 18, 2020",49.09B
"Feb. 14, 2020",48.48B
"Feb. 13, 2020",48.30B
"Feb. 12, 2020",47.99B
"Feb. 11, 2020",48.07B
"Feb. 10, 2020",47.07B
"Feb. 7, 2020",46.95B
"Feb. 6, 2020",47.02B
"Feb. 5, 2020",47.09B
"Feb. 4, 2020",46.86B
"Feb. 3, 2020",46.96B
"Jan. 31, 2020",46.37B
"Jan. 30, 2020",46.76B
"Jan. 29, 2020",46.52B
"Jan. 28, 2020",46.44B
"Jan. 27, 2020",45.99B
"Jan. 24, 2020",46.44B
"Jan. 23, 2020",46.66B
"Jan. 22, 2020",46.37B
"Jan. 21, 2020",46.30B
"Jan. 17, 2020",46.11B
"Jan. 16, 2020",45.48B
"Jan. 15, 2020",45.29B
"Jan. 14, 2020",44.57B
"Jan. 13, 2020",44.94B
"Jan. 10, 2020",45.01B
"Jan. 9, 2020",44.90B
"Jan. 8, 2020",44.76B
"Jan. 7, 2020",44.45B
"Jan. 6, 2020",44.40B
"Jan. 3, 2020",44.34B
"Jan. 2, 2020",44.20B
"Dec. 31, 2019",44.36B
"Dec. 30, 2019",44.11B
"Dec. 27, 2019",44.14B
"Dec. 26, 2019",44.06B
"Dec. 24, 2019",44.06B
"Dec. 23, 2019",43.94B
"Dec. 20, 2019",44.18B
"Dec. 19, 2019",43.73B
"Dec. 18, 2019",44.10B
"Dec. 17, 2019",43.73B
"Dec. 16, 2019",43.45B
"Dec. 13, 2019",42.60B
"Dec. 12, 2019",42.87B
"Dec. 11, 2019",42.96B
"Dec. 10, 2019",43.47B
"Dec. 9, 2019",43.68B
"Dec. 6, 2019",43.61B
"Dec. 5, 2019",43.61B
"Dec. 4, 2019",43.30B
"Dec. 3, 2019",43.03B
"Dec. 2, 2019",42.69B
"Nov. 29, 2019",43.16B
"Nov. 27, 2019",43.04B
"Nov. 26, 2019",42.78B
"Nov. 25, 2019",42.94B
"Nov. 22, 2019",43.19B
"Nov. 21, 2019",43.15B
"Nov. 20, 2019",44.09B
"Nov. 19, 2019",44.10B
"Nov. 18, 2019",44.14B
"Nov. 15, 2019",43.76B
"Nov. 14, 2019",43.39B
"Nov. 13, 2019",43.26B
"Nov. 12, 2019",43.08B
"Nov. 11, 2019",42.79B
"Nov. 8, 2019",43.46B
"Nov. 7, 2019",43.45B
"Nov. 6, 2019",43.57B
"Nov. 5, 2019",43.53B
"Nov. 4, 2019",43.26B
"Nov. 1, 2019",44.08B
"Oct. 31, 2019",44.22B
"Oct. 30, 2019",45.36B
"Oct. 29, 2019",44.58B
"Oct. 28, 2019",44.33B
"Oct. 25, 2019",44.61B
"Oct. 24, 2019",44.89B
"Oct. 23, 2019",44.38B
"Oct. 22, 2019",43.99B
"Oct. 21, 2019",43.46B
"Oct. 18, 2019",43.42B
"Oct. 17, 2019",42.83B
"Oct. 16, 2019",43.66B
"Oct. 15, 2019",45.75B
"Oct. 14, 2019",45.79B
"Oct. 11, 2019",46.18B
"Oct. 10, 2019",46.10B
"Oct. 9, 2019",46.57B
"Oct. 8, 2019",46.44B
"Oct. 7, 2019",47.11B
"Oct. 4, 2019",47.10B
"Oct. 3, 2019",46.39B
"Oct. 2, 2019",46.29B
"Oct. 1, 2019",46.64B
"Sept. 30, 2019",46.96B
"Sept. 27, 2019",47.20B
"Sept. 26, 2019",47.78B
"Sept. 25, 2019",47.62B
"Sept. 24, 2019",47.41B
"Sept. 23, 2019",46.94B
"Sept. 20, 2019",47.07B
"Sept. 19, 2019",46.44B
"Sept. 18, 2019",46.58B
"Sept. 17, 2019",45.95B
"Sept. 16, 2019",46.03B
"Sept. 13, 2019",45.93B
"Sept. 12, 2019",46.52B
"Sept. 11, 2019",47.35B
"Sept. 10, 2019",46.98B
"Sept. 9, 2019",46.67B
"Sept. 6, 2019",46.75B
"Sept. 5, 2019",46.75B
"Sept. 4, 2019",46.64B
"Sept. 3, 2019",46.56B
"Aug. 30, 2019",45.92B
"Aug. 29, 2019",45.42B
"Aug. 28, 2019",45.11B
"Aug. 27, 2019",44.93B
"Aug. 26, 2019",44.38B
"Aug. 23, 2019",43.60B
"Aug. 22, 2019",44.23B
"Aug. 21, 2019",44.15B
"Aug. 20, 2019",43.93B
"Aug. 19, 2019",43.99B
"Aug. 16, 2019",43.85B
"Aug. 15, 2019",43.38B
"Aug. 14, 2019",43.22B
"Aug. 13, 2019",44.23B
"Aug. 12, 2019",43.92B
"Aug. 9, 2019",43.92B
"Aug. 8, 2019",44.13B
"Aug. 7, 2019",43.73B
"Aug. 6, 2019",43.93B
"Aug. 5, 2019",43.16B
