date,days_inventory_outstanding
"Dec. 31, 2019",27.17
"Sept. 30, 2019",26.15
"June 30, 2019",27.36
"March 31, 2019",21.95
"Dec. 31, 2018",23.17
"Sept. 30, 2018",22.24
"June 30, 2018",24.84
"March 31, 2018",20.03
"Dec. 31, 2017",25.78
"Sept. 30, 2017",25.64
"June 30, 2017",23.92
"March 31, 2017",23.03
"Dec. 31, 2016",26.76
"Sept. 30, 2016",22.93
"June 30, 2016",27.73
"March 31, 2016",23.08
"Dec. 31, 2015",27.70
"Sept. 30, 2015",25.44
"June 30, 2015",27.77
"March 31, 2015",20.23
"Dec. 31, 2014",23.63
"Sept. 30, 2014",29.97
"June 30, 2014",24.65
"March 31, 2014",15.66
"Dec. 31, 2013",22.65
"Sept. 30, 2013",21.68
"June 30, 2013",20.45
"March 31, 2013",18.53
"Dec. 31, 2012",19.68
"Sept. 30, 2012",17.82
"June 30, 2012",19.91
"March 31, 2012",22.07
"Dec. 31, 2011",11.83
"Sept. 30, 2011",35.21
"June 30, 2011",40.25
"March 31, 2011",34.98
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",52.51
"Dec. 31, 2009",56.65
"Sept. 30, 2009",58.32
"June 30, 2009",47.87
"March 31, 2009",48.22
"Dec. 31, 2008",55.34
"Sept. 30, 2008",36.59
"June 30, 2008",42.98
"March 31, 2008",39.08
"Dec. 31, 2007",34.62
"Sept. 30, 2007",30.84
"June 30, 2007",35.25
"March 31, 2007",30.09
"Dec. 31, 2006",53.72
"Sept. 30, 2006",41.75
"June 30, 2006",53.92
"March 31, 2006",39.89
"Dec. 31, 2005",35.18
"Sept. 30, 2005",30.24
"June 30, 2005",39.38
"March 31, 2005",38.72
"Dec. 31, 2004",42.09
"Sept. 30, 2004",37.00
"June 30, 2004",35.97
"March 31, 2004",31.01
"Dec. 31, 2003",38.01
"Sept. 30, 2003",23.71
"June 30, 2003",31.61
"March 31, 2003",25.24
"Dec. 31, 2002",35.39
"Sept. 30, 2002",27.08
"June 30, 2002",39.45
"March 31, 2002",36.37
"Dec. 31, 2001",46.06
"Sept. 30, 2001",26.77
"June 30, 2001",33.39
"March 31, 2001",29.09
"Dec. 31, 2000",28.69
"Sept. 30, 2000",34.85
"June 30, 2000",36.81
"March 31, 2000",37.64
"Dec. 31, 1999",43.46
"Sept. 30, 1999",20.46
"June 30, 1999",30.94
"March 31, 1999",34.45
"Dec. 31, 1998",47.08
"Sept. 30, 1998",21.07
"June 30, 1998",41.15
"March 31, 1998",39.78
"Dec. 31, 1997",50.04
"Sept. 30, 1997",47.56
"June 30, 1997",59.56
"March 31, 1997",51.28
"Dec. 31, 1996",77.77
"Sept. 30, 1996",77.48
"June 30, 1996",82.07
"March 31, 1996",60.20
"Dec. 31, 1995",100.89
"Sept. 30, 1995",99.41
"June 30, 1995",102.70
"March 31, 1995",84.39
"Dec. 31, 1994",134.25
"Sept. 30, 1994",123.38
"June 30, 1994",104.08
