date,six_month_return
"March 19, 2020",-32.20%
"March 18, 2020",-31.08%
"March 17, 2020",-23.87%
"March 16, 2020",-35.61%
"March 13, 2020",-23.08%
"March 12, 2020",-26.34%
"March 11, 2020",-18.30%
"March 10, 2020",-10.82%
"March 9, 2020",-12.74%
"March 6, 2020",-6.13%
"March 5, 2020",-4.14%
"March 4, 2020",-2.46%
"March 3, 2020",-7.78%
"March 2, 2020",-3.87%
"Feb. 28, 2020",-7.15%
"Feb. 27, 2020",-2.38%
"Feb. 26, 2020",3.00%
"Feb. 25, 2020",6.13%
"Feb. 24, 2020",8.78%
"Feb. 21, 2020",9.42%
"Feb. 20, 2020",10.26%
"Feb. 19, 2020",9.54%
"Feb. 18, 2020",11.63%
"Feb. 14, 2020",11.87%
"Feb. 13, 2020",8.90%
"Feb. 12, 2020",8.98%
"Feb. 11, 2020",9.16%
"Feb. 10, 2020",6.88%
"Feb. 7, 2020",7.07%
"Feb. 6, 2020",6.75%
"Feb. 5, 2020",8.80%
"Feb. 4, 2020",7.46%
"Feb. 3, 2020",7.71%
"Jan. 31, 2020",5.61%
"Jan. 30, 2020",4.36%
"Jan. 29, 2020",3.82%
"Jan. 28, 2020",4.17%
"Jan. 27, 2020",3.16%
"Jan. 24, 2020",4.95%
"Jan. 23, 2020",3.43%
"Jan. 22, 2020",0.80%
"Jan. 21, 2020",0.02%
"Jan. 17, 2020",-2.49%
"Jan. 16, 2020",-3.43%
"Jan. 15, 2020",-4.77%
"Jan. 14, 2020",-6.62%
"Jan. 13, 2020",-5.85%
"Jan. 10, 2020",-6.30%
"Jan. 9, 2020",-5.78%
"Jan. 8, 2020",-5.67%
"Jan. 7, 2020",-7.15%
"Jan. 6, 2020",-7.25%
"Jan. 3, 2020",-7.06%
"Jan. 2, 2020",-6.96%
"Dec. 31, 2019",-4.90%
"Dec. 30, 2019",-5.34%
"Dec. 27, 2019",-4.52%
"Dec. 26, 2019",-5.17%
"Dec. 24, 2019",-9.65%
"Dec. 23, 2019",-10.32%
"Dec. 20, 2019",-9.53%
"Dec. 19, 2019",-10.04%
"Dec. 18, 2019",-9.08%
"Dec. 17, 2019",-10.84%
"Dec. 16, 2019",-12.01%
"Dec. 13, 2019",-12.66%
"Dec. 12, 2019",-12.59%
"Dec. 11, 2019",-10.19%
"Dec. 10, 2019",-9.78%
"Dec. 9, 2019",-10.05%
"Dec. 6, 2019",-10.69%
"Dec. 5, 2019",-9.77%
"Dec. 4, 2019",-8.56%
"Dec. 3, 2019",-8.78%
"Dec. 2, 2019",-8.67%
"Nov. 29, 2019",-7.98%
"Nov. 27, 2019",-10.67%
"Nov. 26, 2019",-11.20%
"Nov. 25, 2019",-10.88%
"Nov. 22, 2019",-9.82%
"Nov. 21, 2019",-9.28%
"Nov. 20, 2019",-7.30%
"Nov. 19, 2019",-7.37%
"Nov. 18, 2019",-7.29%
"Nov. 15, 2019",-7.69%
"Nov. 14, 2019",-8.86%
"Nov. 13, 2019",-10.68%
"Nov. 12, 2019",-10.16%
"Nov. 11, 2019",-10.76%
"Nov. 8, 2019",-7.97%
"Nov. 7, 2019",-8.92%
"Nov. 6, 2019",-9.25%
"Nov. 5, 2019",-10.22%
"Nov. 4, 2019",-10.79%
"Nov. 1, 2019",-9.84%
"Oct. 31, 2019",-10.72%
"Oct. 30, 2019",-8.42%
"Oct. 29, 2019",-8.43%
"Oct. 28, 2019",-9.65%
"Oct. 25, 2019",-8.93%
