date,revenues_per_share
"Dec. 31, 2019",8.538
"Sept. 30, 2019",9.167
"June 30, 2019",7.894
"March 31, 2019",9.75
"Dec. 31, 2018",9.090
"Sept. 30, 2018",9.694
"June 30, 2018",8.334
"March 31, 2018",10.01
"Dec. 31, 2017",8.664
"Sept. 30, 2017",9.086
"June 30, 2017",8.189
"March 31, 2017",9.405
"Dec. 31, 2016",8.473
"Sept. 30, 2016",9.711
"June 30, 2016",7.462
"March 31, 2016",8.187
"Dec. 31, 2015",7.26
"Sept. 30, 2015",8.088
"June 30, 2015",7.522
"March 31, 2015",10.18
"Dec. 31, 2014",8.369
"Sept. 30, 2014",8.009
"June 30, 2014",6.972
"March 31, 2014",8.405
"Dec. 31, 2013",7.166
"Sept. 30, 2013",7.560
"June 30, 2013",7.141
"March 31, 2013",7.113
"Dec. 31, 2012",7.289
"Sept. 30, 2012",7.677
"June 30, 2012",6.970
"March 31, 2012",6.634
"Dec. 31, 2011",6.524
"Sept. 30, 2011",7.901
"June 30, 2011",6.771
"March 31, 2011",7.464
"Dec. 31, 2010",6.748
"Sept. 30, 2010",7.980
"June 30, 2010",6.644
"March 31, 2010",6.739
"Dec. 31, 2009",6.190
"Sept. 30, 2009",6.554
"June 30, 2009",6.265
"March 31, 2009",7.144
"Dec. 31, 2008",6.818
"Sept. 30, 2008",7.897
"June 30, 2008",6.982
"March 31, 2008",6.803
"Dec. 31, 2007",6.828
"Sept. 30, 2007",7.422
"June 30, 2007",6.619
"March 31, 2007",7.133
"Dec. 31, 2006",5.420
"Sept. 30, 2006",6.559
"June 30, 2006",5.469
"March 31, 2006",5.72
"Dec. 31, 2005",5.589
"Sept. 30, 2005",6.607
"June 30, 2005",5.146
"March 31, 2005",5.276
"Dec. 31, 2004",4.885
"Sept. 30, 2004",5.602
"June 30, 2004",5.154
"March 31, 2004",5.466
"Dec. 31, 2003",4.392
"Sept. 30, 2003",6.811
"June 30, 2003",5.681
"March 31, 2003",6.248
"Dec. 31, 2002",5.690
"Sept. 30, 2002",6.744
"June 30, 2002",5.431
"March 31, 2002",5.197
"Dec. 31, 2001",5.129
"Sept. 30, 2001",6.478
"June 30, 2001",5.580
"March 31, 2001",5.900
"Dec. 31, 2000",5.439
"Sept. 30, 2000",4.736
"June 30, 2000",3.957
"March 31, 2000",3.697
"Dec. 31, 1999",3.854
"Sept. 30, 1999",4.588
"June 30, 1999",2.725
"March 31, 1999",2.782
"Dec. 31, 1998",2.82
"Sept. 30, 1998",3.960
"June 30, 1998",2.706
"March 31, 1998",2.698
"Dec. 31, 1997",2.561
"Sept. 30, 1997",2.873
"June 30, 1997",2.312
"March 31, 1997",2.627
"Dec. 31, 1996",2.263
"Sept. 30, 1996",2.495
"June 30, 1996",2.256
"March 31, 1996",2.609
"Dec. 31, 1995",2.327
"Sept. 30, 1995",2.526
"June 30, 1995",2.176
"March 31, 1995",2.394
"Dec. 31, 1994",2.099
"Sept. 30, 1994",2.479
"June 30, 1994",2.171
"March 31, 1994",2.544
"Dec. 31, 1993",2.134
"Sept. 30, 1993",2.435
"June 30, 1993",2.052
"March 31, 1993",2.440
"Dec. 31, 1992",2.221
"Sept. 30, 1992",2.283
"June 30, 1992",2.021
"March 31, 1992",2.475
"Dec. 31, 1991",2.206
"Sept. 30, 1991",2.448
"June 30, 1991",2.209
"March 31, 1991",2.260
"Dec. 31, 1990",2.069
"Sept. 30, 1990",2.629
"June 30, 1990",1.959
"March 31, 1990",2.270
