date,free_cash_flow
"Dec. 31, 2019",-729.00M
"Sept. 30, 2019",814.00M
"June 30, 2019",155.00M
"March 31, 2019",-829.00M
"Dec. 31, 2018",-128.00M
"Sept. 30, 2018",1.116B
"June 30, 2018",440.00M
"March 31, 2018",-378.00M
"Dec. 31, 2017",-221.00M
"Sept. 30, 2017",1.067B
"June 30, 2017",-15.00M
"March 31, 2017",-935.00M
"Dec. 31, 2016",-1.087B
"Sept. 30, 2016",931.00M
"June 30, 2016",793.00M
"March 31, 2016",-729.00M
"Dec. 31, 2015",-239.00M
"Sept. 30, 2015",-278.00M
"June 30, 2015",803.00M
"March 31, 2015",-294.00M
"Dec. 31, 2014",-1.149B
"Sept. 30, 2014",279.00M
"June 30, 2014",302.00M
"March 31, 2014",-1.052B
"Dec. 31, 2013",441.00M
"Sept. 30, 2013",687.00M
"June 30, 2013",408.00M
"March 31, 2013",-588.00M
"Dec. 31, 2012",-70.00M
"Sept. 30, 2012",499.00M
"June 30, 2012",415.00M
"March 31, 2012",-502.00M
"Dec. 31, 2011",866.00M
"Sept. 30, 2011",917.00M
"June 30, 2011",385.00M
"March 31, 2011",-1.357B
"Dec. 31, 2010",188.00M
"Sept. 30, 2010",945.00M
"June 30, 2010",-198.00M
"March 31, 2010",983.00M
"Dec. 31, 2009",444.00M
"Sept. 30, 2009",774.00M
"June 30, 2009",365.00M
"March 31, 2009",1.238B
"Dec. 31, 2008",1.349B
"Sept. 30, 2008",2.099B
"June 30, 2008",165.00M
"March 31, 2008",-179.00M
"Dec. 31, 2007",201.00M
"Sept. 30, 2007",1.279B
"June 30, 2007",346.00M
"March 31, 2007",-4.00M
"Dec. 31, 2006",616.00M
"Sept. 30, 2006",769.00M
"June 30, 2006",797.00M
"March 31, 2006",235.00M
"Dec. 31, 2005",-43.00M
"Sept. 30, 2005",746.00M
"June 30, 2005",777.00M
"March 31, 2005",-1.498B
"Dec. 31, 2004",618.00M
"Sept. 30, 2004",1.626B
"June 30, 2004",-181.00M
"March 31, 2004",414.00M
"Dec. 31, 2003",378.00M
"Sept. 30, 2003",779.00M
"June 30, 2003",317.00M
"March 31, 2003",-44.00M
"Dec. 31, 2002",397.00M
"Sept. 30, 2002",457.00M
"June 30, 2002",370.00M
"March 31, 2002",240.00M
"Dec. 31, 2001",-31.00M
"Sept. 30, 2001",618.00M
"June 30, 2001",658.00M
"March 31, 2001",329.00M
"Dec. 31, 2000",182.00M
"Sept. 30, 2000",115.00M
"June 30, 2000",-2.00M
"March 31, 2000",49.00M
"Dec. 31, 1999",94.00M
"Sept. 30, 1999",276.00M
"June 30, 1999",-83.00M
"March 31, 1999",105.00M
"Dec. 31, 1998",285.80M
"Sept. 30, 1998",451.30M
"June 30, 1998",166.30M
"March 31, 1998",114.60M
"Dec. 31, 1997",18.30M
"Sept. 30, 1997",360.40M
"June 30, 1997",49.50M
"March 31, 1997",119.80M
"Dec. 31, 1996",144.70M
"Sept. 30, 1996",209.20M
"June 30, 1996",81.40M
"March 31, 1996",188.00M
"Dec. 31, 1995",236.90M
"Sept. 30, 1995",255.00M
"June 30, 1995",97.80M
"March 31, 1995",118.00M
"Dec. 31, 1994",174.90M
"Sept. 30, 1994",342.20M
"June 30, 1994",75.90M
"March 31, 1994",130.80M
