date,eps_est_0q
"March 19, 2020",0.8449
"March 12, 2020",0.8467
"Feb. 21, 2020",0.8503
"Feb. 20, 2020",0.8503
"Feb. 19, 2020",0.8503
"Feb. 14, 2020",0.8439
"Feb. 13, 2020",0.853
"Feb. 12, 2020",0.8629
"Feb. 11, 2020",0.8643
"Feb. 6, 2020",0.8509
"Feb. 4, 2020",0.8538
"Jan. 27, 2020",0.8508
"Jan. 22, 2020",0.8546
"Jan. 21, 2020",0.8606
"Jan. 17, 2020",0.8642
"Jan. 15, 2020",0.8656
"Jan. 14, 2020",0.8696
"Jan. 7, 2020",0.8785
"Dec. 31, 2019",0.73
"Dec. 16, 2019",0.7517
"Dec. 9, 2019",0.7557
"Nov. 21, 2019",0.7557
"Nov. 8, 2019",0.7583
"Nov. 6, 2019",0.759
"Nov. 5, 2019",0.7633
"Nov. 1, 2019",0.76
"Oct. 31, 2019",0.7677
"Oct. 24, 2019",0.7762
"Oct. 21, 2019",0.7719
"Oct. 18, 2019",0.769
"Oct. 17, 2019",0.7747
"Oct. 14, 2019",0.7753
"Oct. 11, 2019",0.775
"Sept. 30, 2019",0.8919
"Sept. 24, 2019",0.8919
"Sept. 18, 2019",0.8924
"Sept. 13, 2019",0.8981
"Sept. 9, 2019",0.8943
"Sept. 4, 2019",0.8905
"Aug. 30, 2019",0.8905
"Aug. 27, 2019",0.8905
"Aug. 26, 2019",0.8893
"Aug. 19, 2019",0.8899
"Aug. 16, 2019",0.8921
"Aug. 13, 2019",0.9003
"Aug. 9, 2019",0.9084
"Aug. 5, 2019",0.909
"Aug. 2, 2019",0.9058
"Aug. 1, 2019",0.9318
"July 22, 2019",0.9731
"July 19, 2019",0.9697
"July 18, 2019",0.959
"July 16, 2019",0.9639
"July 15, 2019",0.9647
"July 12, 2019",0.9657
"June 30, 2019",0.6194
"June 28, 2019",0.6401
"June 18, 2019",0.64
"June 14, 2019",0.6336
"June 12, 2019",0.635
"June 11, 2019",0.6372
"June 6, 2019",0.637
"May 18, 2019",0.637
"May 16, 2019",0.6364
"May 10, 2019",0.6372
"May 8, 2019",0.6374
"May 6, 2019",0.636
"May 3, 2019",0.6326
"May 2, 2019",0.6685
"April 24, 2019",0.6805
"April 22, 2019",0.6801
"April 18, 2019",0.6799
"April 17, 2019",0.6789
"April 15, 2019",0.6731
"April 8, 2019",0.6709
"March 31, 2019",0.8715
"March 20, 2019",0.8707
"March 13, 2019",0.8773
"March 6, 2019",0.8802
"Feb. 19, 2019",0.8838
"Feb. 13, 2019",0.885
"Feb. 12, 2019",0.8821
"Feb. 11, 2019",0.8854
"Feb. 8, 2019",0.9032
"Jan. 29, 2019",0.9331
"Jan. 22, 2019",0.9331
"Jan. 18, 2019",0.9553
"Jan. 14, 2019",0.9408
"Jan. 11, 2019",0.9403
"Jan. 7, 2019",0.9394
"Jan. 4, 2019",0.9227
"Dec. 31, 2018",0.571
"Dec. 14, 2018",0.5686
"Dec. 4, 2018",0.5674
"Nov. 30, 2018",0.5672
"Nov. 17, 2018",0.5721
"Nov. 9, 2018",0.5737
"Nov. 6, 2018",0.5716
"Nov. 4, 2018",0.5709
"Nov. 2, 2018",0.5707
"Nov. 1, 2018",0.5673
"Oct. 26, 2018",0.5708
"Oct. 22, 2018",0.5753
"Oct. 19, 2018",0.5688
"Oct. 18, 2018",0.5595
"Oct. 17, 2018",0.5596
"Oct. 11, 2018",0.5627
"Oct. 9, 2018",0.5673
"Oct. 1, 2018",0.5708
"Sept. 30, 2018",0.8777
"Sept. 24, 2018",0.8671
"Sept. 21, 2018",0.8727
"Sept. 4, 2018",0.8744
"Aug. 17, 2018",0.874
"Aug. 16, 2018",0.874
"Aug. 7, 2018",0.8815
"Aug. 3, 2018",0.8686
"Aug. 2, 2018",0.871
"July 24, 2018",0.9531
"July 23, 2018",0.9489
"July 18, 2018",0.9531
"July 11, 2018",0.9665
"July 9, 2018",0.979
"June 30, 2018",0.615
"June 13, 2018",0.6052
"May 16, 2018",0.6061
"May 15, 2018",0.607
"May 9, 2018",0.6061
"May 3, 2018",0.6092
"May 2, 2018",0.6043
"April 19, 2018",0.5949
"April 14, 2018",0.6094
"April 13, 2018",0.6092
"April 2, 2018",0.6205
"March 31, 2018",0.9272
"March 28, 2018",0.9244
"March 8, 2018",0.9028
"Feb. 21, 2018",0.9106
"Feb. 15, 2018",0.9063
"Feb. 9, 2018",0.9035
"Feb. 8, 2018",0.8805
"Feb. 7, 2018",0.8224
"Feb. 2, 2018",0.8074
"Jan. 22, 2018",0.8243
"Jan. 11, 2018",0.8168
"Jan. 10, 2018",0.8048
"Jan. 9, 2018",0.7948
