date,accruals
"Dec. 31, 2019",-488.00M
"Sept. 30, 2019",-1.729B
"June 30, 2019",-1.37B
"March 31, 2019",-137.00M
"Dec. 31, 2018",-1.822B
"Sept. 30, 2018",-2.073B
"June 30, 2018",-1.828B
"March 31, 2018",-917.00M
"Dec. 31, 2017",65.00M
"Sept. 30, 2017",-1.955B
"June 30, 2017",-1.726B
"March 31, 2017",-84.00M
"Dec. 31, 2016",-907.00M
"Sept. 30, 2016",-2.32B
"June 30, 2016",-2.813B
"March 31, 2016",-1.30B
"Dec. 31, 2015",-1.632B
"Sept. 30, 2015",-1.076B
"June 30, 2015",-1.841B
"March 31, 2015",-797.00M
"Dec. 31, 2014",-795.00M
"Sept. 30, 2014",-899.00M
"June 30, 2014",-1.064B
"March 31, 2014",-75.00M
"Dec. 31, 2013",-1.454B
"Sept. 30, 2013",-1.318B
"June 30, 2013",-989.00M
"March 31, 2013",-863.00M
"Dec. 31, 2012",-1.179B
"Sept. 30, 2012",-1.565B
"June 30, 2012",-1.433B
"March 31, 2012",-794.00M
"Dec. 31, 2011",-1.33B
"Sept. 30, 2011",-1.303B
"June 30, 2011",-600.00M
"March 31, 2011",875.00M
"Dec. 31, 2010",-608.00M
"Sept. 30, 2010",-898.00M
"June 30, 2010",-63.00M
"March 31, 2010",-1.112B
"Dec. 31, 2009",-884.00M
"Sept. 30, 2009",-825.00M
"June 30, 2009",-440.00M
"March 31, 2009",-1.238B
"Dec. 31, 2008",-1.477B
"Sept. 30, 2008",-2.911B
"June 30, 2008",710.00M
"March 31, 2008",-137.00M
"Dec. 31, 2007",-420.00M
"Sept. 30, 2007",-1.107B
"June 30, 2007",-256.00M
"March 31, 2007",23.00M
"Dec. 31, 2006",-690.00M
"Sept. 30, 2006",-1.409B
"June 30, 2006",-696.00M
"March 31, 2006",-448.00M
"Dec. 31, 2005",-1.438B
"Sept. 30, 2005",-535.00M
"June 30, 2005",-780.00M
"March 31, 2005",1.53B
"Dec. 31, 2004",-881.00M
"Sept. 30, 2004",-1.984B
"June 30, 2004",770.00M
"March 31, 2004",-439.00M
"Dec. 31, 2003",-557.00M
"Sept. 30, 2003",-1.363B
"June 30, 2003",-537.00M
"March 31, 2003",-22.00M
"Dec. 31, 2002",-616.00M
"Sept. 30, 2002",-412.00M
"June 30, 2002",-327.00M
"March 31, 2002",-818.00M
"Dec. 31, 2001",-320.00M
"Sept. 30, 2001",-692.00M
"June 30, 2001",-753.00M
"March 31, 2001",-422.00M
"Dec. 31, 2000",-453.00M
"Sept. 30, 2000",-31.00M
"June 30, 2000",-48.00M
"March 31, 2000",21.00M
"Dec. 31, 1999",-110.00M
"Sept. 30, 1999",-163.00M
"June 30, 1999",-14.00M
"March 31, 1999",-26.00M
"Dec. 31, 1998",-422.70M
"Sept. 30, 1998",-265.40M
"June 30, 1998",-127.40M
"March 31, 1998",-117.50M
"Dec. 31, 1997",-2.037B
"Sept. 30, 1997",-318.60M
"June 30, 1997",-71.20M
"March 31, 1997",-108.20M
"Dec. 31, 1996",-209.70M
"Sept. 30, 1996",-259.90M
"June 30, 1996",-90.00M
"March 31, 1996",-95.40M
"Dec. 31, 1995",-296.50M
"Sept. 30, 1995",-200.30M
"June 30, 1995",-43.60M
"March 31, 1995",-90.20M
"Dec. 31, 1994",-288.30M
"Sept. 30, 1994",-429.40M
"June 30, 1994",-85.40M
"March 31, 1994",-64.90M
