date,asset_utilization
"Dec. 31, 2019",0.282
"Sept. 30, 2019",0.2884
"June 30, 2019",0.295
"March 31, 2019",0.3005
"Dec. 31, 2018",0.3048
"Sept. 30, 2018",0.3018
"June 30, 2018",0.2976
"March 31, 2018",0.2942
"Dec. 31, 2017",0.2872
"Sept. 30, 2017",0.284
"June 30, 2017",0.2888
"March 31, 2017",0.2849
"Dec. 31, 2016",0.2855
"Sept. 30, 2016",0.285
"June 30, 2016",0.2818
"March 31, 2016",0.2925
"Dec. 31, 2015",0.3225
"Sept. 30, 2015",0.336
"June 30, 2015",0.3393
"March 31, 2015",0.3437
"Dec. 31, 2014",0.3307
"Sept. 30, 2014",0.3228
"June 30, 2014",0.3232
"March 31, 2014",0.3291
"Dec. 31, 2013",0.3152
"Sept. 30, 2013",0.3176
"June 30, 2013",0.3204
"March 31, 2013",0.3188
"Dec. 31, 2012",0.32
"Sept. 30, 2012",0.3152
"June 30, 2012",0.3205
"March 31, 2012",0.3239
"Dec. 31, 2011",0.36
"Sept. 30, 2011",0.3661
"June 30, 2011",0.3709
"March 31, 2011",0.372
"Dec. 31, 2010",0.3676
"Sept. 30, 2010",0.3667
"June 30, 2010",0.3491
"March 31, 2010",0.3449
"Dec. 31, 2009",0.3548
"Sept. 30, 2009",0.3685
"June 30, 2009",0.3914
"March 31, 2009",0.4069
"Dec. 31, 2008",0.4086
"Sept. 30, 2008",0.4132
"June 30, 2008",0.4088
"March 31, 2008",0.4099
"Dec. 31, 2007",0.4196
"Sept. 30, 2007",0.4072
"June 30, 2007",0.3992
"March 31, 2007",0.3861
"Dec. 31, 2006",0.3669
"Sept. 30, 2006",0.3723
"June 30, 2006",0.3732
"March 31, 2006",0.368
"Dec. 31, 2005",0.3602
"Sept. 30, 2005",0.3491
"June 30, 2005",0.3336
"March 31, 2005",0.3303
"Dec. 31, 2004",0.3327
"Sept. 30, 2004",0.3289
"June 30, 2004",0.3484
"March 31, 2004",0.3591
"Dec. 31, 2003",0.3803
"Sept. 30, 2003",0.4143
"June 30, 2003",0.4202
"March 31, 2003",0.427
"Dec. 31, 2002",0.4192
"Sept. 30, 2002",0.4126
"June 30, 2002",0.4071
"March 31, 2002",0.4122
"Dec. 31, 2001",0.4263
"Sept. 30, 2001",0.4795
"June 30, 2001",0.4631
"March 31, 2001",0.4557
"Dec. 31, 2000",0.4266
"Sept. 30, 2000",0.424
"June 30, 2000",0.4336
"March 31, 2000",0.4105
"Dec. 31, 1999",0.409
"Sept. 30, 1999",0.4033
"June 30, 1999",0.4125
"March 31, 1999",0.4201
"Dec. 31, 1998",0.4329
"Sept. 30, 1998",0.4115
"June 30, 1998",0.3557
"March 31, 1998",0.3279
"Dec. 31, 1997",0.3132
"Sept. 30, 1997",0.2942
"June 30, 1997",0.285
"March 31, 1997",0.2833
"Dec. 31, 1996",0.2853
"Sept. 30, 1996",0.2875
"June 30, 1996",0.2878
"March 31, 1996",0.2846
"Dec. 31, 1995",0.2772
"Sept. 30, 1995",0.2682
"June 30, 1995",0.2628
"March 31, 1995",0.262
"Dec. 31, 1994",0.2666
"Sept. 30, 1994",0.2676
