date,liabilities
"Dec. 31, 2019",90.40B
"Sept. 30, 2019",88.39B
"June 30, 2019",87.69B
"March 31, 2019",87.89B
"Dec. 31, 2018",86.59B
"Sept. 30, 2018",86.10B
"June 30, 2018",84.41B
"March 31, 2018",84.45B
"Dec. 31, 2017",84.58B
"Sept. 30, 2017",88.16B
"June 30, 2017",87.81B
"March 31, 2017",88.78B
"Dec. 31, 2016",87.29B
"Sept. 30, 2016",87.08B
"June 30, 2016",85.48B
"March 31, 2016",84.56B
"Dec. 31, 2015",68.09B
"Sept. 30, 2015",67.84B
"June 30, 2015",67.14B
"March 31, 2015",62.75B
"Dec. 31, 2014",62.28B
"Sept. 30, 2014",60.21B
"June 30, 2014",59.43B
"March 31, 2014",56.69B
"Dec. 31, 2013",56.98B
"Sept. 30, 2013",57.59B
"June 30, 2013",56.83B
"March 31, 2013",56.92B
"Dec. 31, 2012",56.83B
"Sept. 30, 2012",56.25B
"June 30, 2012",55.11B
"March 31, 2012",55.53B
"Dec. 31, 2011",40.61B
"Sept. 30, 2011",39.80B
"June 30, 2011",37.87B
"March 31, 2011",37.44B
"Dec. 31, 2010",38.68B
"March 31, 2010",37.29B
"Dec. 31, 2009",36.54B
"Sept. 30, 2009",37.01B
"June 30, 2009",36.83B
"March 31, 2009",36.76B
"Dec. 31, 2008",36.50B
"Sept. 30, 2008",33.63B
"June 30, 2008",36.91B
"March 31, 2008",36.02B
"Dec. 31, 2007",35.22B
"Sept. 30, 2007",35.30B
"June 30, 2007",34.13B
"March 31, 2007",34.60B
"Dec. 31, 2006",34.31B
"Sept. 30, 2006",31.95B
"June 30, 2006",32.56B
"March 31, 2006",33.11B
"Dec. 31, 2005",33.67B
"Sept. 30, 2005",32.99B
"June 30, 2005",32.04B
"March 31, 2005",32.69B
"Dec. 31, 2004",33.19B
"Sept. 30, 2004",32.46B
"June 30, 2004",33.03B
"March 31, 2004",34.80B
"Dec. 31, 2003",33.43B
"Sept. 30, 2003",30.82B
"June 30, 2003",31.83B
"March 31, 2003",31.82B
"Dec. 31, 2002",30.05B
"Sept. 30, 2002",26.65B
"June 30, 2002",27.28B
"March 31, 2002",26.85B
"Dec. 31, 2001",26.61B
"Sept. 30, 2001",27.85B
"June 30, 2001",27.82B
"March 31, 2001",27.23B
"Dec. 31, 2000",27.38B
"Sept. 30, 2000",11.64B
"June 30, 2000",11.72B
"March 31, 2000",10.82B
"Dec. 31, 1999",11.31B
"Sept. 30, 1999",10.97B
"June 30, 1999",11.09B
"March 31, 1999",11.91B
"Dec. 31, 1998",8.411B
"Sept. 30, 1998",8.648B
"June 30, 1998",8.930B
"March 31, 1998",8.997B
"Dec. 31, 1997",9.048B
"Sept. 30, 1997",9.997B
"June 30, 1997",10.07B
"March 31, 1997",10.11B
"Dec. 31, 1996",10.02B
"Sept. 30, 1996",9.675B
"June 30, 1996",9.698B
"March 31, 1996",9.896B
"Dec. 31, 1995",9.835B
"Sept. 30, 1995",10.11B
"June 30, 1995",10.06B
"March 31, 1995",10.22B
"Dec. 31, 1994",10.17B
"Sept. 30, 1994",10.34B
"June 30, 1994",10.21B
"March 31, 1994",10.25B
