date,forward_pe_ratio_1y
"March 19, 2020",10.88
"March 18, 2020",11.09
"March 17, 2020",12.08
"March 16, 2020",10.24
"March 13, 2020",12.20
"March 12, 2020",11.84
"March 11, 2020",13.36
"March 10, 2020",14.47
"March 9, 2020",14.07
"March 6, 2020",15.16
"March 5, 2020",15.48
"March 4, 2020",15.71
"March 3, 2020",14.83
"March 2, 2020",15.25
"Feb. 28, 2020",14.47
"Feb. 27, 2020",15.15
"Feb. 26, 2020",15.79
"Feb. 25, 2020",15.99
"Feb. 24, 2020",16.39
"Feb. 21, 2020",16.69
"Feb. 20, 2020",16.73
"Feb. 19, 2020",16.65
"Feb. 18, 2020",16.91
"Feb. 14, 2020",16.70
"Feb. 13, 2020",16.64
"Feb. 12, 2020",16.53
"Feb. 11, 2020",16.56
"Feb. 10, 2020",16.21
"Feb. 7, 2020",16.17
"Feb. 6, 2020",16.20
"Feb. 5, 2020",16.22
"Feb. 4, 2020",16.14
"Feb. 3, 2020",16.18
"Jan. 31, 2020",15.97
"Jan. 30, 2020",16.13
"Jan. 29, 2020",16.05
"Jan. 28, 2020",16.02
"Jan. 27, 2020",15.86
"Jan. 24, 2020",16.02
"Jan. 23, 2020",16.09
"Jan. 22, 2020",16.00
"Jan. 21, 2020",15.97
"Jan. 17, 2020",15.91
"Jan. 16, 2020",15.69
"Jan. 15, 2020",15.62
"Jan. 14, 2020",15.37
"Jan. 13, 2020",15.50
"Jan. 10, 2020",15.53
"Jan. 9, 2020",15.49
"Jan. 8, 2020",15.44
"Jan. 7, 2020",15.33
"Jan. 6, 2020",15.32
"Jan. 3, 2020",15.29
"Jan. 2, 2020",15.25
"Dec. 31, 2019",15.30
"Dec. 30, 2019",14.58
"Dec. 27, 2019",14.59
"Dec. 26, 2019",14.56
"Dec. 24, 2019",14.56
"Dec. 23, 2019",14.52
"Dec. 20, 2019",14.60
"Dec. 19, 2019",14.45
"Dec. 18, 2019",14.58
"Dec. 17, 2019",14.45
"Dec. 16, 2019",14.36
"Dec. 13, 2019",14.08
"Dec. 12, 2019",14.17
"Dec. 11, 2019",14.20
"Dec. 10, 2019",14.37
"Dec. 9, 2019",14.43
"Dec. 6, 2019",14.41
"Dec. 5, 2019",14.41
"Dec. 4, 2019",14.31
"Dec. 3, 2019",14.22
"Dec. 2, 2019",14.11
"Nov. 29, 2019",14.26
"Nov. 27, 2019",14.22
"Nov. 26, 2019",14.14
"Nov. 25, 2019",14.19
"Nov. 22, 2019",14.27
"Nov. 21, 2019",14.26
"Nov. 20, 2019",14.57
"Nov. 19, 2019",14.58
"Nov. 18, 2019",14.59
"Nov. 15, 2019",14.46
"Nov. 14, 2019",14.34
"Nov. 13, 2019",14.30
"Nov. 12, 2019",14.24
"Nov. 11, 2019",14.14
"Nov. 8, 2019",14.36
"Nov. 7, 2019",14.36
"Nov. 6, 2019",14.40
"Nov. 5, 2019",14.39
"Nov. 4, 2019",14.30
"Nov. 1, 2019",14.57
"Oct. 31, 2019",14.61
"Oct. 30, 2019",14.99
"Oct. 29, 2019",14.73
"Oct. 28, 2019",14.65
"Oct. 25, 2019",14.74
"Oct. 24, 2019",14.84
"Oct. 23, 2019",14.67
"Oct. 22, 2019",14.54
"Oct. 21, 2019",14.36
"Oct. 18, 2019",14.35
"Oct. 17, 2019",14.15
"Oct. 16, 2019",14.43
"Oct. 15, 2019",15.12
"Oct. 14, 2019",15.13
"Oct. 11, 2019",15.26
"Oct. 10, 2019",15.23
"Oct. 9, 2019",15.39
"Oct. 8, 2019",15.35
"Oct. 7, 2019",15.57
"Oct. 4, 2019",15.56
"Oct. 3, 2019",15.33
"Oct. 2, 2019",15.30
"Oct. 1, 2019",15.41
"Sept. 30, 2019",15.52
"Sept. 27, 2019",15.61
"Sept. 26, 2019",15.80
"Sept. 25, 2019",15.74
"Sept. 24, 2019",15.68
"Sept. 23, 2019",15.52
"Sept. 20, 2019",15.56
"Sept. 19, 2019",15.36
"Sept. 18, 2019",15.40
"Sept. 17, 2019",15.19
"Sept. 16, 2019",15.22
"Sept. 13, 2019",15.19
"Sept. 12, 2019",15.38
"Sept. 11, 2019",15.66
"Sept. 10, 2019",15.53
"Sept. 9, 2019",15.43
"Sept. 6, 2019",15.46
"Sept. 5, 2019",15.46
"Sept. 4, 2019",15.42
"Sept. 3, 2019",15.39
"Aug. 30, 2019",15.18
"Aug. 29, 2019",15.02
"Aug. 28, 2019",14.92
"Aug. 27, 2019",14.86
"Aug. 26, 2019",14.68
"Aug. 23, 2019",14.42
"Aug. 22, 2019",14.62
"Aug. 21, 2019",14.60
"Aug. 20, 2019",14.52
"Aug. 19, 2019",14.55
"Aug. 16, 2019",14.50
"Aug. 15, 2019",14.34
"Aug. 14, 2019",14.29
"Aug. 13, 2019",14.62
"Aug. 12, 2019",14.52
"Aug. 9, 2019",14.52
"Aug. 8, 2019",14.59
"Aug. 7, 2019",14.46
"Aug. 6, 2019",14.52
"Aug. 5, 2019",14.27
"Aug. 2, 2019",14.38
"Aug. 1, 2019",14.26
"July 31, 2019",14.48
"July 30, 2019",14.79
"July 29, 2019",14.79
"July 26, 2019",14.72
"July 25, 2019",14.82
"July 24, 2019",14.61
"July 23, 2019",14.89
"July 22, 2019",15.19
"July 19, 2019",15.28
"July 18, 2019",15.66
"July 17, 2019",15.61
"July 16, 2019",15.55
"July 15, 2019",15.70
"July 12, 2019",15.76
"July 11, 2019",15.92
"July 10, 2019",15.86
"July 9, 2019",15.74
"July 8, 2019",15.67
"July 5, 2019",15.81
"July 3, 2019",15.75
"July 2, 2019",15.69
"July 1, 2019",15.44
"June 30, 2019",
"June 28, 2019",15.40
"June 27, 2019",15.28
"June 26, 2019",15.35
"June 25, 2019",15.75
"June 24, 2019",16.11
"June 21, 2019",16.19
"June 20, 2019",16.14
"June 19, 2019",16.06
"June 18, 2019",16.03
"June 17, 2019",16.21
"June 14, 2019",16.32
"June 13, 2019",16.12
"June 12, 2019",16.21
"June 11, 2019",15.81
"June 10, 2019",15.92
"June 7, 2019",16.05
"June 6, 2019",16.14
"June 5, 2019",15.97
"June 4, 2019",15.65
"June 3, 2019",15.59
"May 31, 2019",15.45
"May 30, 2019",15.43
"May 29, 2019",15.50
"May 28, 2019",15.67
"May 24, 2019",15.92
"May 23, 2019",15.95
"May 22, 2019",15.83
"May 21, 2019",15.72
"May 20, 2019",15.72
"May 17, 2019",15.74
"May 16, 2019",15.71
"May 15, 2019",15.67
"May 14, 2019",15.73
"May 13, 2019",16.01
"May 10, 2019",15.85
"May 9, 2019",15.66
"May 8, 2019",15.61
"May 7, 2019",15.77
"May 6, 2019",15.87
"May 3, 2019",16.02
"May 2, 2019",15.98
"May 1, 2019",16.16
"April 30, 2019",16.37
"April 29, 2019",16.09
"April 26, 2019",16.21
"April 25, 2019",16.19
"April 24, 2019",16.09
