date,assets
"Dec. 31, 2019",124.98B
"Sept. 30, 2019",122.74B
"June 30, 2019",121.60B
"March 31, 2019",121.59B
"Dec. 31, 2018",119.63B
"Sept. 30, 2018",119.48B
"June 30, 2018",117.25B
"March 31, 2018",117.02B
"Dec. 31, 2017",116.77B
"Sept. 30, 2017",118.47B
"June 30, 2017",117.10B
"March 31, 2017",117.07B
"Dec. 31, 2016",114.90B
"Sept. 30, 2016",114.54B
"June 30, 2016",112.78B
"March 31, 2016",111.74B
"Dec. 31, 2015",95.38B
"Sept. 30, 2015",95.13B
"June 30, 2015",92.21B
"March 31, 2015",87.39B
"Dec. 31, 2014",86.42B
"Sept. 30, 2014",85.26B
"June 30, 2014",83.66B
"March 31, 2014",79.47B
"Dec. 31, 2013",79.92B
"Sept. 30, 2013",79.66B
"June 30, 2013",78.42B
"March 31, 2013",78.24B
"Dec. 31, 2012",78.56B
"Sept. 30, 2012",78.35B
"June 30, 2012",77.43B
"March 31, 2012",77.63B
"Dec. 31, 2011",55.00B
"Sept. 30, 2011",54.16B
"June 30, 2011",51.99B
"March 31, 2011",51.38B
"Dec. 31, 2010",52.24B
"March 31, 2010",50.74B
"Dec. 31, 2009",49.18B
"Sept. 30, 2009",49.50B
"June 30, 2009",48.98B
"March 31, 2009",48.86B
"Dec. 31, 2008",47.55B
"Sept. 30, 2008",45.21B
"June 30, 2008",46.80B
"March 31, 2008",45.85B
"Dec. 31, 2007",45.36B
"Sept. 30, 2007",45.72B
"June 30, 2007",45.30B
"March 31, 2007",44.71B
"Dec. 31, 2006",44.32B
"Sept. 30, 2006",41.65B
"June 30, 2006",42.29B
"March 31, 2006",42.29B
"Dec. 31, 2005",42.80B
"Sept. 30, 2005",43.15B
"June 30, 2005",42.08B
"March 31, 2005",42.41B
"Dec. 31, 2004",42.72B
"Sept. 30, 2004",42.06B
"June 30, 2004",42.10B
"March 31, 2004",43.56B
"Dec. 31, 2003",41.94B
"Sept. 30, 2003",39.14B
"June 30, 2003",40.29B
"March 31, 2003",39.90B
"Dec. 31, 2002",37.87B
"Sept. 30, 2002",35.24B
"June 30, 2002",35.62B
"March 31, 2002",34.90B
"Dec. 31, 2001",34.74B
"Sept. 30, 2001",35.68B
"June 30, 2001",35.36B
"March 31, 2001",34.59B
"Dec. 31, 2000",34.60B
"Sept. 30, 2000",13.67B
"June 30, 2000",13.52B
"March 31, 2000",13.03B
"Dec. 31, 1999",13.09B
"Sept. 30, 1999",13.16B
"June 30, 1999",13.35B
"March 31, 1999",14.97B
"Dec. 31, 1998",12.05B
"Sept. 30, 1998",12.35B
"June 30, 1998",12.39B
"March 31, 1998",12.36B
"Dec. 31, 1997",12.36B
"Sept. 30, 1997",15.37B
"June 30, 1997",15.39B
"March 31, 1997",15.36B
"Dec. 31, 1996",15.26B
"Sept. 30, 1996",14.90B
"June 30, 1996",14.88B
"March 31, 1996",15.08B
"Dec. 31, 1995",14.96B
"Sept. 30, 1995",15.22B
"June 30, 1995",15.08B
"March 31, 1995",15.18B
"Dec. 31, 1994",15.07B
"Sept. 30, 1994",15.20B
"June 30, 1994",15.16B
"March 31, 1994",15.19B
