Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
11/10/2009,11/13/2009,12/10/2009,10/29/2009,Normal,0.525
08/12/2009,08/14/2009,09/10/2009,07/29/2009,Normal,0.525
05/13/2009,05/15/2009,06/10/2009,04/30/2009,Normal,0.525
02/11/2009,02/13/2009,03/10/2009,01/28/2009,Normal,0.525
11/12/2008,11/14/2008,12/10/2008,10/25/2008,Normal,0.525
08/13/2008,08/15/2008,09/10/2008,07/30/2008,Normal,0.50
05/13/2008,05/15/2008,06/10/2008,04/30/2008,Normal,0.50
02/13/2008,02/15/2008,03/10/2008,12/19/2007,Normal,0.50
11/13/2007,11/15/2007,12/10/2007,10/23/2007,Normal,0.44
08/13/2007,08/15/2007,09/10/2007,07/24/2007,Normal,0.44
05/11/2007,05/15/2007,06/11/2007,02/27/2007,Normal,0.44
02/13/2007,02/15/2007,03/10/2007,12/12/2006,Normal,0.44
11/13/2006,11/15/2006,12/11/2006,07/25/2006,Normal,0.40
08/11/2006,08/15/2006,09/11/2006,06/28/2006,Normal,0.40
05/11/2006,05/15/2006,06/10/2006,01/24/2006,Normal,0.40
02/13/2006,02/15/2006,03/10/2006,01/24/2006,Normal,0.40
11/10/2005,11/15/2005,12/10/2005,10/25/2005,Normal,0.40
08/11/2005,08/15/2005,09/10/2005,07/20/2005,Normal,0.40
05/11/2005,05/13/2005,06/10/2005,04/26/2005,Normal,0.40
02/11/2005,02/15/2005,03/10/2005,12/31/2004,Normal,0.40
11/10/2004,11/15/2004,12/10/2004,10/21/2004,Normal,0.40
08/11/2004,08/15/2004,09/10/2004,07/29/2004,Normal,0.305
05/12/2004,05/15/2004,06/10/2004,04/27/2004,Normal,0.275
02/11/2004,02/15/2004,03/10/2004,01/02/2004,Normal,0.275
11/12/2003,11/15/2003,12/10/2003,10/28/2003,Normal,0.25
08/13/2003,08/15/2003,09/10/2003,07/29/2003,Normal,0.25
05/13/2003,05/15/2003,06/10/2003,04/29/2003,Normal,0.23
02/12/2003,02/15/2003,03/10/2003,01/29/2003,Normal,0.23
11/13/2002,11/15/2002,12/10/2002,10/29/2002,Normal,0.22
08/13/2002,08/15/2002,09/10/2002,07/30/2002,Normal,0.22
05/13/2002,05/15/2002,06/10/2002,04/23/2002,Normal,0.22
02/13/2002,02/15/2002,03/10/2002,01/04/2002,Normal,0.22
11/13/2001,11/15/2001,12/10/2001,10/23/2001,Normal,0.2113
08/13/2001,08/15/2001,09/10/2001,07/24/2001,Normal,0.2113
05/11/2001,05/15/2001,06/10/2001,04/24/2001,Normal,0.2113
02/13/2001,02/15/2001,03/10/2001,01/04/2001,Normal,0.2763
11/15/2000,11/17/2000,12/20/2000,09/26/2000,Normal,0.125
10/23/2000,--,--,--,Normal,0.0791
08/28/2000,08/30/2000,09/29/2000,07/26/2000,Normal,0.125
05/25/2000,05/30/2000,06/30/2000,04/25/2000,Normal,0.125
02/23/2000,02/21/2000,--,01/14/2000,Normal,0.125
11/10/1999,11/15/1999,12/20/1999,10/27/1999,Normal,0.125
08/25/1999,08/27/1999,09/30/1999,07/28/1999,Normal,0.125
05/26/1999,05/28/1999,06/30/1999,04/27/1999,Normal,0.125
02/18/1999,02/22/1999,03/31/1999,01/26/1999,Normal,0.125
11/10/1998,11/13/1998,12/18/1998,10/26/1998,Normal,0.125
08/19/1998,08/21/1998,09/30/1998,07/27/1998,Normal,0.125
05/20/1998,05/22/1998,06/30/1998,04/08/1998,Normal,0.125
02/18/1998,02/20/1998,03/31/1998,01/26/1998,Normal,0.125
11/12/1997,11/14/1997,12/19/1997,10/27/1997,Normal,0.225
08/20/1997,08/22/1997,09/30/1997,07/28/1997,Normal,0.225
05/21/1997,05/23/1997,06/30/1997,04/11/1997,Normal,0.225
02/18/1997,02/20/1997,03/31/1997,01/27/1997,Normal,0.225
11/20/1996,11/18/1996,--,10/11/1996,Normal,0.2175
08/21/1996,08/23/1996,09/30/1996,07/22/1996,Normal,0.2175
05/22/1996,05/24/1996,06/28/1996,04/10/1996,Normal,0.2175
02/12/1996,02/08/1996,--,01/03/1996,Normal,0.2175
11/13/1995,11/15/1995,12/20/1995,10/23/1995,Normal,0.2175
08/17/1995,08/15/1995,--,07/06/1995,Normal,0.2025
05/18/1995,05/24/1995,06/30/1995,04/12/1995,Normal,0.2025
02/15/1995,02/22/1995,03/31/1995,01/30/1995,Normal,0.2025
11/03/1994,11/09/1994,12/16/1994,10/24/1994,Normal,0.2025
08/18/1994,08/24/1994,09/30/1994,07/25/1994,Normal,0.19
05/19/1994,05/25/1994,06/30/1994,04/13/1994,Normal,0.19
02/16/1994,02/23/1994,03/31/1994,01/24/1994,Normal,0.19
11/04/1993,11/10/1993,12/17/1993,10/25/1993,Normal,0.19
08/19/1993,08/25/1993,09/30/1993,07/26/1993,Normal,0.175
05/20/1993,05/26/1993,06/30/1993,04/14/1993,Normal,0.175
02/18/1993,02/24/1993,03/31/1993,01/25/1993,Normal,0.175
11/05/1992,11/12/1992,12/18/1992,10/26/1992,Normal,0.175
08/20/1992,08/26/1992,09/30/1992,07/27/1992,Normal,0.1625
05/20/1992,05/27/1992,06/30/1992,04/27/1992,Normal,0.1625
02/20/1992,02/26/1992,03/31/1992,01/27/1992,Normal,0.1625
11/06/1991,11/13/1991,12/20/1991,10/28/1991,Normal,0.1625
08/15/1991,08/21/1991,09/30/1991,08/05/1991,Normal,0.15
05/16/1991,05/22/1991,06/28/1991,04/29/1991,Normal,0.15
02/13/1991,02/20/1991,03/28/1991,01/28/1991,Normal,0.15
11/07/1990,11/14/1990,12/21/1990,10/22/1990,Normal,0.15
08/16/1990,08/22/1990,09/28/1990,07/23/1990,Normal,0.15
05/17/1990,05/23/1990,06/29/1990,04/23/1990,Normal,0.15
02/14/1990,02/21/1990,03/30/1990,01/29/1990,Normal,0.275
11/09/1989,11/15/1989,12/21/1989,10/23/1989,Normal,0.275
08/17/1989,08/23/1989,09/29/1989,07/26/1989,Normal,0.275
05/18/1989,05/24/1989,06/30/1989,04/24/1989,Normal,0.275
02/15/1989,02/22/1989,03/31/1989,01/23/1989,Normal,0.275
11/09/1988,11/16/1988,12/20/1988,10/24/1988,Normal,0.275
08/18/1988,08/24/1988,09/30/1988,07/25/1988,Normal,0.275
05/19/1988,05/25/1988,06/30/1988,04/25/1988,Normal,0.275
02/29/1988,03/04/1988,03/31/1988,01/25/1988,Normal,0.275
11/05/1987,11/12/1987,12/18/1987,10/26/1987,Normal,0.275
08/20/1987,08/26/1987,09/30/1987,08/07/1987,Normal,0.275
05/14/1987,05/20/1987,06/30/1987,04/27/1987,Normal,0.275
02/23/1987,02/27/1987,03/31/1987,01/26/1987,Normal,0.275
11/05/1986,11/12/1986,12/19/1986,10/27/1986,Normal,0.275
08/21/1986,08/27/1986,09/30/1986,07/28/1986,Normal,0.275
05/15/1986,05/21/1986,06/30/1986,04/28/1986,Normal,0.275
02/24/1986,02/28/1986,03/27/1986,01/27/1986,Normal,0.275
