date,days_inventory_outstanding
"June 30, 1998",11.21
"March 31, 1998",
"Dec. 31, 1997",
"Sept. 30, 1997",13.26
"June 30, 1997",13.89
"March 31, 1997",14.14
"Dec. 31, 1996",14.08
"Sept. 30, 1996",13.02
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",11.66
"Sept. 30, 1995",12.60
"June 30, 1995",12.33
"March 31, 1995",13.77
"Dec. 31, 1994",13.97
"Sept. 30, 1994",14.24
"June 30, 1994",14.58
