date,revenues_per_share
"Dec. 31, 2019",6.630
"Sept. 30, 2019",7.055
"June 30, 2019",6.549
"March 31, 2019",6.055
"Dec. 31, 2018",6.968
"Sept. 30, 2018",7.043
"June 30, 2018",6.289
"March 31, 2018",5.924
"Dec. 31, 2017",6.042
"Sept. 30, 2017",6.184
"June 30, 2017",5.812
"March 31, 2017",5.434
"Dec. 31, 2016",5.679
"Sept. 30, 2016",5.956
"June 30, 2016",5.237
"March 31, 2016",5.112
"Dec. 31, 2015",5.786
"Sept. 30, 2015",6.657
"June 30, 2015",5.793
"March 31, 2015",6.159
"Dec. 31, 2014",7.574
"Sept. 30, 2014",8.416
"June 30, 2014",7.843
"March 31, 2014",7.671
"Dec. 31, 2013",8.274
"Sept. 30, 2013",8.307
"June 30, 2013",8.006
"March 31, 2013",7.938
"Dec. 31, 2012",8.547
"Sept. 30, 2012",8.898
"June 30, 2012",8.809
"March 31, 2012",8.439
"Dec. 31, 2011",8.840
"Sept. 30, 2011",9.223
"June 30, 2011",8.313
"March 31, 2011",7.466
"Dec. 31, 2010",7.358
"Sept. 30, 2010",7.397
"June 30, 2010",7.019
"March 31, 2010",6.667
"Dec. 31, 2009",6.718
"Sept. 30, 2009",6.768
"June 30, 2009",5.748
"March 31, 2009",5.996
"Dec. 31, 2008",9.261
"Sept. 30, 2008",10.79
"June 30, 2008",9.198
"March 31, 2008",8.726
"Dec. 31, 2007",8.518
"Sept. 30, 2007",8.149
"June 30, 2007",7.315
"March 31, 2007",6.780
"Dec. 31, 2006",7.463
"Sept. 30, 2006",8.263
"June 30, 2006",7.429
"March 31, 2006",7.067
"Dec. 31, 2005",7.690
"Sept. 30, 2005",7.326
"June 30, 2005",6.431
"March 31, 2005",5.825
"Dec. 31, 2004",6.429
"Sept. 30, 2004",6.270
"June 30, 2004",5.722
"March 31, 2004",2.833
"Dec. 31, 2003",5.989
"Sept. 30, 2003",3.011
"June 30, 2003",6.003
"March 31, 2003",5.725
"Dec. 31, 2002",5.884
"Sept. 30, 2002",2.946
"June 30, 2002",2.809
"March 31, 2002",5.240
"Dec. 31, 2001",5.889
"Sept. 30, 2001",3.296
"June 30, 2001",3.175
"March 31, 2001",3.264
"Dec. 31, 2000",0.1477
"Sept. 30, 2000",6.802
"June 30, 2000",6.348
"March 31, 2000",6.207
"Dec. 31, 1999",-0.993
"Sept. 30, 1999",6.092
"June 30, 1999",5.743
"March 31, 1999",5.473
"Dec. 31, 1998",5.798
"Sept. 30, 1998",5.894
"June 30, 1998",5.633
"March 31, 1998",5.858
"Dec. 31, 1997",5.912
"Sept. 30, 1997",5.843
"June 30, 1997",5.735
"March 31, 1997",5.768
"Dec. 31, 1996",5.844
"Sept. 30, 1996",6.013
"June 30, 1996",5.717
"March 31, 1996",5.427
"Dec. 31, 1995",5.589
"Sept. 30, 1995",5.715
"June 30, 1995",5.462
"March 31, 1995",5.288
"Dec. 31, 1994",5.578
"Sept. 30, 1994",5.618
"June 30, 1994",5.050
"March 31, 1994",4.748
"Dec. 31, 1993",5.089
"Sept. 30, 1993",5.457
"June 30, 1993",5.582
"March 31, 1993",5.590
"Dec. 31, 1992",4.347
"Sept. 30, 1992",5.973
"June 30, 1992",5.163
"March 31, 1992",5.122
"Dec. 31, 1991",5.499
"Sept. 30, 1991",5.792
"June 30, 1991",5.560
"March 31, 1991",6.540
"Dec. 31, 1990",6.285
"Sept. 30, 1990",5.600
"June 30, 1990",5.890
"March 31, 1990",5.549
"Dec. 31, 1989",5.354
"Sept. 30, 1989",5.685
"June 30, 1989",5.169
"March 31, 1989",4.866
"Dec. 31, 1988",4.717
"Sept. 30, 1988",4.822
"June 30, 1988",4.282
"March 31, 1988",4.887
"Dec. 31, 1987",6.296
"Sept. 30, 1987",4.324
"June 30, 1987",4.094
"March 31, 1987",3.709
"Dec. 31, 1986",3.906
"Sept. 30, 1986",3.843
"June 30, 1986",4.028
"March 31, 1986",4.868
"Dec. 31, 1985",4.908
"Sept. 30, 1985",4.869
"June 30, 1985",5.036
"March 31, 1985",5.111
"Dec. 31, 1984",5.308
"Sept. 30, 1984",5.408
"June 30, 1984",5.262
"March 31, 1984",5.156
