date,ohlson_score
"Dec. 31, 2019",1.000
"Sept. 30, 2019",0.8495
"June 30, 2019",1.084
"March 31, 2019",1.084
"Dec. 31, 2018",1.184
"Sept. 30, 2018",0.8854
"June 30, 2018",0.9885
"March 31, 2018",0.9553
"Dec. 31, 2017",1.459
"Sept. 30, 2017",0.8414
"June 30, 2017",0.9774
"March 31, 2017",1.173
"Dec. 31, 2016",1.961
"Sept. 30, 2016",0.6554
"June 30, 2016",0.9391
"March 31, 2016",1.236
"Dec. 31, 2015",1.198
"Sept. 30, 2015",0.9548
"June 30, 2015",1.079
"March 31, 2015",1.120
"Dec. 31, 2014",1.411
"Sept. 30, 2014",1.065
"June 30, 2014",1.225
"March 31, 2014",1.094
"Dec. 31, 2013",1.285
"Sept. 30, 2013",1.162
"June 30, 2013",1.157
"March 31, 2013",0.9762
"Dec. 31, 2012",2.486
"Sept. 30, 2012",2.403
"June 30, 2012",2.513
"March 31, 2012",2.496
"Dec. 31, 2011",1.461
"Sept. 30, 2011",2.268
"June 30, 2011",2.511
"March 31, 2011",2.432
"Dec. 31, 2010",2.684
"Sept. 30, 2010",2.474
"June 30, 2010",2.510
"March 31, 2010",2.532
"Dec. 31, 2009",3.297
"Sept. 30, 2009",2.278
"June 30, 2009",2.765
"March 31, 2009",2.242
"Dec. 31, 2008",3.880
"Sept. 30, 2008",2.041
"June 30, 2008",5.203
"March 31, 2008",2.831
"Dec. 31, 2007",2.021
"Sept. 30, 2007",2.771
"June 30, 2007",2.529
"March 31, 2007",3.598
"Dec. 31, 2006",3.394
"Sept. 30, 2006",2.702
"June 30, 2006",2.951
"March 31, 2006",2.929
"Dec. 31, 2005",2.810
"Sept. 30, 2005",1.646
"June 30, 2005",1.701
"March 31, 2005",1.792
"Dec. 31, 2004",2.104
"Sept. 30, 2004",2.021
"June 30, 2004",3.361
"March 31, 2004",2.390
"Dec. 31, 2003",1.663
"Sept. 30, 2003",2.369
"June 30, 2003",2.595
"March 31, 2003",2.453
"Dec. 31, 2002",2.582
"Sept. 30, 2002",2.502
"June 30, 2002",2.475
"March 31, 2002",2.46
"Dec. 31, 2001",2.025
"Sept. 30, 2001",4.382
"June 30, 2001",3.077
"March 31, 2001",2.915
"Dec. 31, 2000",2.570
"Sept. 30, 2000",3.001
"June 30, 2000",3.360
"March 31, 2000",2.815
"Dec. 31, 1999",3.591
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",3.112
"March 31, 1998",3.133
"Dec. 31, 1997",3.211
"Sept. 30, 1997",2.914
"June 30, 1997",3.001
"March 31, 1997",
"Dec. 31, 1996",
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",3.397
"Sept. 30, 1995",2.948
"June 30, 1995",3.051
"March 31, 1995",3.173
"Dec. 31, 1994",3.133
