date,market_beta_60_month
"Feb. 29, 2020",0.4059
"Jan. 31, 2020",0.2478
"Dec. 31, 2019",0.2391
"Nov. 30, 2019",0.1911
"Oct. 31, 2019",0.2069
"Sept. 30, 2019",0.2212
"Aug. 31, 2019",0.2073
"July 31, 2019",0.2333
"June 30, 2019",0.2569
"May 31, 2019",0.2458
"April 30, 2019",0.2613
"March 31, 2019",0.2653
"Feb. 28, 2019",0.2569
"Jan. 31, 2019",0.2304
"Dec. 31, 2018",0.2453
"Nov. 30, 2018",0.1891
"Oct. 31, 2018",0.1624
"Sept. 30, 2018",0.2852
"Aug. 31, 2018",0.2799
"July 31, 2018",0.324
"June 30, 2018",0.3461
"May 31, 2018",0.3624
"April 30, 2018",0.3456
"March 31, 2018",0.3479
"Feb. 28, 2018",0.3906
"Jan. 31, 2018",0.3756
"Dec. 31, 2017",0.5016
"Nov. 30, 2017",0.4993
"Oct. 31, 2017",0.4874
"Sept. 30, 2017",0.475
"Aug. 31, 2017",0.4704
"July 31, 2017",0.4571
"June 30, 2017",0.4551
"May 31, 2017",0.4596
"April 30, 2017",0.3506
"March 31, 2017",0.3356
"Feb. 28, 2017",0.3327
"Jan. 31, 2017",0.3147
"Dec. 31, 2016",0.2899
"Nov. 30, 2016",0.28
"Oct. 31, 2016",0.2519
"Sept. 30, 2016",0.2637
"Aug. 31, 2016",0.2318
"July 31, 2016",0.1845
"June 30, 2016",0.2227
"May 31, 2016",0.2345
"April 30, 2016",0.2394
"March 31, 2016",0.2433
"Feb. 29, 2016",0.1733
"Jan. 31, 2016",0.1603
"Dec. 31, 2015",0.2079
"Nov. 30, 2015",0.2279
"Oct. 31, 2015",0.2291
"Sept. 30, 2015",0.2295
"Aug. 31, 2015",0.1403
"July 31, 2015",0.0638
"June 30, 2015",0.0808
"May 31, 2015",0.0365
"April 30, 2015",0.0963
"March 31, 2015",0.0966
"Feb. 28, 2015",0.1323
"Jan. 31, 2015",0.1642
"Dec. 31, 2014",0.2082
"Nov. 30, 2014",0.2445
"Oct. 31, 2014",0.304
"Sept. 30, 2014",0.3046
"Aug. 31, 2014",0.3245
"July 31, 2014",0.2961
"June 30, 2014",0.2114
"May 31, 2014",0.1944
"April 30, 2014",0.2446
"March 31, 2014",0.3187
"Feb. 28, 2014",0.2847
"Jan. 31, 2014",0.6394
"Dec. 31, 2013",0.621
"Nov. 30, 2013",0.6262
"Oct. 31, 2013",0.5786
"Sept. 30, 2013",0.5583
"Aug. 31, 2013",0.4747
"July 31, 2013",0.4687
"June 30, 2013",0.4623
"May 31, 2013",0.4734
"April 30, 2013",0.4846
"March 31, 2013",0.4847
"Feb. 28, 2013",0.4812
"Jan. 31, 2013",0.477
"Dec. 31, 2012",0.4636
"Nov. 30, 2012",0.4649
"Oct. 31, 2012",0.4599
"Sept. 30, 2012",0.4619
"Aug. 31, 2012",0.4674
"July 31, 2012",0.4703
"June 30, 2012",0.4774
"May 31, 2012",0.4801
"April 30, 2012",0.4901
"March 31, 2012",0.4887
"Feb. 29, 2012",0.4895
"Jan. 31, 2012",0.5022
"Dec. 31, 2011",0.5121
"Nov. 30, 2011",0.5109
"Oct. 31, 2011",0.5077
"Sept. 30, 2011",0.5219
"Aug. 31, 2011",0.5359
"July 31, 2011",0.5534
"June 30, 2011",0.5508
"May 31, 2011",0.5469
"April 30, 2011",0.5409
"March 31, 2011",0.5384
"Feb. 28, 2011",0.5391
"Jan. 31, 2011",0.547
"Dec. 31, 2010",0.5362
"Nov. 30, 2010",0.5359
"Oct. 31, 2010",0.5337
"Sept. 30, 2010",0.5453
"Aug. 31, 2010",0.6172
"July 31, 2010",0.6354
"June 30, 2010",0.6368
"May 31, 2010",0.6629
"April 30, 2010",0.6662
"March 31, 2010",0.6636
"Feb. 28, 2010",0.6416
"Jan. 31, 2010",0.6218
"Dec. 31, 2009",0.6098
