date,springate_score
"Dec. 31, 2019",1.418
"Sept. 30, 2019",1.405
"June 30, 2019",1.379
"March 31, 2019",1.379
"Dec. 31, 2018",1.381
"Sept. 30, 2018",1.413
"June 30, 2018",1.499
"March 31, 2018",1.636
"Dec. 31, 2017",1.871
"Sept. 30, 2017",2.080
"June 30, 2017",2.291
"March 31, 2017",2.357
"Dec. 31, 2016",2.247
"Sept. 30, 2016",2.021
"June 30, 2016",1.611
"March 31, 2016",1.62
"Dec. 31, 2015",1.560
"Sept. 30, 2015",1.473
"June 30, 2015",1.447
"March 31, 2015",1.468
"Dec. 31, 2014",1.451
"Sept. 30, 2014",1.484
"June 30, 2014",1.481
"March 31, 2014",1.464
"Dec. 31, 2013",1.445
"Sept. 30, 2013",0.8702
"June 30, 2013",0.8015
"March 31, 2013",0.7677
"Dec. 31, 2012",0.7866
"Sept. 30, 2012",0.3467
"June 30, 2012",0.3522
"March 31, 2012",0.3378
"Dec. 31, 2011",0.7976
"Sept. 30, 2011",0.3297
"June 30, 2011",0.3229
"March 31, 2011",0.3151
"Dec. 31, 2010",0.3051
"Sept. 30, 2010",0.2919
"June 30, 2010",0.2813
"March 31, 2010",0.1835
"Dec. 31, 2009",0.2534
"Sept. 30, 2009",0.2629
"June 30, 2009",0.2638
"March 31, 2009",0.3148
"Dec. 31, 2008",0.2007
"Sept. 30, 2008",0.3494
"June 30, 2008",0.3115
"March 31, 2008",0.2428
