date,free_cash_flow
"Dec. 31, 2019",45.80M
"Sept. 30, 2019",105.03M
"June 30, 2019",-52.62M
"March 31, 2019",-43.26M
"Dec. 31, 2018",115.49M
"Sept. 30, 2018",15.11M
"June 30, 2018",-43.71M
"March 31, 2018",-94.34M
"Dec. 31, 2017",13.25M
"Sept. 30, 2017",12.96M
"June 30, 2017",8.028M
"March 31, 2017",-44.25M
"Dec. 31, 2016",15.52M
"Sept. 30, 2016",127.88M
"June 30, 2016",-20.94M
"March 31, 2016",43.15M
"Dec. 31, 2015",47.99M
"Sept. 30, 2015",-16.49M
"June 30, 2015",-53.53M
"March 31, 2015",15.08M
"Dec. 31, 2014",23.90M
"Sept. 30, 2014",40.25M
"June 30, 2014",-56.81M
"March 31, 2014",-46.75M
"Dec. 31, 2013",-27.20M
"Sept. 30, 2013",27.37M
"June 30, 2013",-5.316M
"March 31, 2013",-22.72M
"Dec. 31, 2012",12.58M
"Sept. 30, 2012",44.48M
"June 30, 2012",-67.82M
"March 31, 2012",-81.02M
"Dec. 31, 2011",62.27M
"Sept. 30, 2011",-13.11M
"June 30, 2011",17.82M
"March 31, 2011",-51.72M
"Dec. 31, 2010",106.63M
"Sept. 30, 2010",50.38M
"June 30, 2010",26.53M
"March 31, 2010",-24.95M
"Dec. 31, 2009",-7.831M
"Sept. 30, 2009",-17.68M
"June 30, 2009",-29.95M
"March 31, 2009",35.17M
"Dec. 31, 2008",-414.09M
"Sept. 30, 2008",-12.83M
"June 30, 2008",-61.66M
"March 31, 2008",-22.91M
"Dec. 31, 2007",-31.81M
"Sept. 30, 2007",31.33M
"June 30, 2007",-15.85M
"March 31, 2007",15.38M
"Dec. 31, 2006",19.46M
"Sept. 30, 2006",6.746M
"June 30, 2006",23.89M
"March 31, 2006",32.95M
"Dec. 31, 2005",-17.78M
"Sept. 30, 2005",27.50M
"June 30, 2005",-25.80M
"March 31, 2005",7.989M
"Dec. 31, 2004",-64.38M
"Sept. 30, 2004",5.282M
"June 30, 2004",60.42M
"March 31, 2004",30.61M
"Dec. 31, 2003",-53.32M
"Sept. 30, 2003",50.00M
"June 30, 2003",48.37M
"March 31, 2003",30.04M
"Dec. 31, 2002",9.811M
"Sept. 30, 2002",69.67M
"June 30, 2002",8.746M
"March 31, 2002",27.38M
"Dec. 31, 2001",-52.19M
"Sept. 30, 2001",67.94M
"June 30, 2001",38.14M
"March 31, 2001",29.32M
"Dec. 31, 2000",-96.80M
"Sept. 30, 2000",69.13M
"June 30, 2000",29.73M
"March 31, 2000",37.30M
"Dec. 31, 1999",-11.90M
"Sept. 30, 1999",48.60M
"June 30, 1999",47.40M
"March 31, 1999",-4.80M
"Dec. 31, 1998",20.50M
"Sept. 30, 1998",72.30M
"June 30, 1998",-28.60M
"March 31, 1998",-0.30M
"Dec. 31, 1997",-5.90M
"Sept. 30, 1997",7.50M
"June 30, 1997",-7.70M
"March 31, 1997",2.20M
"Dec. 31, 1996",-22.30M
"Sept. 30, 1996",2.60M
"June 30, 1996",-22.40M
"March 31, 1996",-5.10M
"Dec. 31, 1995",64.10M
"Sept. 30, 1995",5.20M
"June 30, 1995",-37.70M
"March 31, 1995",-13.60M
"Dec. 31, 1994",-2.00M
"Sept. 30, 1994",23.50M
"June 30, 1994",-52.30M
"March 31, 1994",-39.40M
