date,price_to_book_value
"March 19, 2020",2.318
"March 18, 2020",2.548
"March 17, 2020",2.356
"March 16, 2020",2.098
"March 13, 2020",2.088
"March 12, 2020",1.907
"March 11, 2020",2.007
"March 10, 2020",2.066
"March 9, 2020",2.067
"March 6, 2020",2.234
"March 5, 2020",2.213
"March 4, 2020",2.241
"March 3, 2020",2.147
"March 2, 2020",2.155
"Feb. 28, 2020",2.047
"Feb. 27, 2020",2.144
"Feb. 26, 2020",2.248
"Feb. 25, 2020",2.297
"Feb. 24, 2020",2.357
"Feb. 21, 2020",2.378
"Feb. 20, 2020",2.380
"Feb. 19, 2020",2.373
"Feb. 18, 2020",2.404
"Feb. 14, 2020",2.409
"Feb. 13, 2020",2.377
"Feb. 12, 2020",2.320
"Feb. 11, 2020",2.301
"Feb. 10, 2020",2.310
"Feb. 7, 2020",2.301
"Feb. 6, 2020",2.304
"Feb. 5, 2020",2.312
"Feb. 4, 2020",2.312
"Feb. 3, 2020",2.336
"Jan. 31, 2020",2.337
"Jan. 30, 2020",2.358
"Jan. 29, 2020",2.334
"Jan. 28, 2020",2.327
"Jan. 27, 2020",2.306
"Jan. 24, 2020",2.315
"Jan. 23, 2020",2.307
"Jan. 22, 2020",2.287
"Jan. 21, 2020",2.279
"Jan. 17, 2020",2.269
"Jan. 16, 2020",2.258
"Jan. 15, 2020",2.245
"Jan. 14, 2020",2.214
"Jan. 13, 2020",2.204
"Jan. 10, 2020",2.174
"Jan. 9, 2020",2.172
"Jan. 8, 2020",2.182
"Jan. 7, 2020",2.177
"Jan. 6, 2020",2.190
"Jan. 3, 2020",2.196
"Jan. 2, 2020",2.199
"Dec. 31, 2019",2.239
"Dec. 30, 2019",2.274
"Dec. 27, 2019",2.268
"Dec. 26, 2019",2.269
"Dec. 24, 2019",2.264
"Dec. 23, 2019",2.269
"Dec. 20, 2019",2.304
"Dec. 19, 2019",2.269
"Dec. 18, 2019",2.261
"Dec. 17, 2019",2.239
"Dec. 16, 2019",2.227
"Dec. 13, 2019",2.202
"Dec. 12, 2019",2.190
"Dec. 11, 2019",2.191
"Dec. 10, 2019",2.165
"Dec. 9, 2019",2.158
"Dec. 6, 2019",2.157
"Dec. 5, 2019",2.154
"Dec. 4, 2019",2.140
"Dec. 3, 2019",2.115
"Dec. 2, 2019",2.106
"Nov. 29, 2019",2.122
