date,quality_ratio
"Dec. 31, 2019",0.0259
"Sept. 30, 2019",0.025
"June 30, 2019",0.0253
"March 31, 2019",0.0261
"Dec. 31, 2018",0.026
"Sept. 30, 2018",0.0263
"June 30, 2018",0.0275
"March 31, 2018",0.0276
"Dec. 31, 2017",0.0275
"Sept. 30, 2017",0.0284
"June 30, 2017",0.0282
"March 31, 2017",0.0292
"Dec. 31, 2016",0.0295
"Sept. 30, 2016",0.0289
"June 30, 2016",0.0285
"March 31, 2016",0.0278
"Dec. 31, 2015",0.0282
"Sept. 30, 2015",0.0274
"June 30, 2015",0.0274
"March 31, 2015",0.0289
"Dec. 31, 2014",0.0312
"Sept. 30, 2014",0.0328
"June 30, 2014",0.0327
"March 31, 2014",0.0326
"Dec. 31, 2013",0.0309
"Sept. 30, 2013",0.0269
"June 30, 2013",0.0276
"March 31, 2013",0.0278
"Dec. 31, 2012",0.0289
"Sept. 30, 2012",0.0327
"June 30, 2012",0.0334
"March 31, 2012",0.0322
"Dec. 31, 2011",0.0313
"Sept. 30, 2011",0.0308
"June 30, 2011",0.0286
"March 31, 2011",0.0288
"Dec. 31, 2010",0.0287
"Sept. 30, 2010",0.0265
"June 30, 2010",0.026
"March 31, 2010",0.0227
"Dec. 31, 2009",0.0208
"Sept. 30, 2009",0.0584
"June 30, 2009",0.0588
"March 31, 2009",0.0557
"Dec. 31, 2008",0.0569
"Sept. 30, 2008",0.034
"June 30, 2008",0.0399
"March 31, 2008",0.0507
"Dec. 31, 2007",0.056
"Sept. 30, 2007",0.053
"June 30, 2007",0.0546
"March 31, 2007",0.055
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",0.0581
"Sept. 30, 2005",0.0558
"June 30, 2005",0.0563
"March 31, 2005",0.057
"Dec. 31, 2004",0.0581
"Sept. 30, 2004",0.0612
"June 30, 2004",0.0609
"March 31, 2004",0.0612
"Dec. 31, 2003",0.0621
"Sept. 30, 2003",0.0623
"June 30, 2003",0.0639
"March 31, 2003",0.0663
"Dec. 31, 2002",0.068
"Sept. 30, 2002",0.0688
"June 30, 2002",0.0702
"March 31, 2002",0.0602
"Dec. 31, 2001",0.0596
"Sept. 30, 2001",0.0959
"June 30, 2001",0.0825
"March 31, 2001",0.0816
"Dec. 31, 2000",0.0824
"Sept. 30, 2000",0.0683
"June 30, 2000",0.0685
"March 31, 2000",0.0695
"Dec. 31, 1999",0.0682
"Sept. 30, 1999",
"June 30, 1999",
"March 31, 1999",
"Dec. 31, 1998",
"Sept. 30, 1998",
"June 30, 1998",0.0307
"March 31, 1998",0.0321
"Dec. 31, 1997",0.033
"Sept. 30, 1997",0.0345
"June 30, 1997",0.0323
"March 31, 1997",
"Dec. 31, 1996",
"Sept. 30, 1996",
"June 30, 1996",
"March 31, 1996",
"Dec. 31, 1995",0.0349
"Sept. 30, 1995",0.0369
"June 30, 1995",0.0367
"March 31, 1995",0.0371
"Dec. 31, 1994",0.0354
