date,zmijewski_score
"Dec. 31, 2019",0.3906
"Sept. 30, 2019",0.4019
"June 30, 2019",0.4088
"March 31, 2019",0.4201
"Dec. 31, 2018",0.4185
"Sept. 30, 2018",0.4051
"June 30, 2018",0.4122
"March 31, 2018",0.4038
"Dec. 31, 2017",0.4105
"Sept. 30, 2017",0.4624
"June 30, 2017",0.4216
"March 31, 2017",0.4489
"Dec. 31, 2016",0.4548
"Sept. 30, 2016",0.4406
"June 30, 2016",0.4352
"March 31, 2016",0.4504
"Dec. 31, 2015",0.4388
"Sept. 30, 2015",0.4053
"June 30, 2015",0.4075
"March 31, 2015",0.4213
"Dec. 31, 2014",0.4276
"Sept. 30, 2014",0.3695
"June 30, 2014",0.3798
"March 31, 2014",0.3744
"Dec. 31, 2013",0.3832
"Sept. 30, 2013",0.4364
"June 30, 2013",0.4417
"March 31, 2013",0.4443
"Dec. 31, 2012",0.4488
"Sept. 30, 2012",0.3505
"June 30, 2012",0.3595
"March 31, 2012",0.3588
"Dec. 31, 2011",0.433
"Sept. 30, 2011",0.3401
"June 30, 2011",0.3609
"March 31, 2011",0.3576
"Dec. 31, 2010",0.3617
"Sept. 30, 2010",0.3499
"June 30, 2010",0.3562
"March 31, 2010",0.3724
"Dec. 31, 2009",0.3876
"Sept. 30, 2009",0.3877
"June 30, 2009",0.399
"March 31, 2009",0.3992
"Dec. 31, 2008",0.4347
"Sept. 30, 2008",0.4607
"June 30, 2008",0.4789
"March 31, 2008",0.5607
"Dec. 31, 2007",0.5882
"Sept. 30, 2007",0.6604
"June 30, 2007",0.6625
"March 31, 2007",0.6822
"Dec. 31, 2006",0.6497
"Sept. 30, 2006",0.5595
"June 30, 2006",0.5836
"March 31, 2006",0.5961
"Dec. 31, 2005",0.5751
"Sept. 30, 2005",0.6431
"June 30, 2005",0.6307
"March 31, 2005",0.6516
"Dec. 31, 2004",0.6424
"Sept. 30, 2004",0.5658
"June 30, 2004",0.5819
"March 31, 2004",0.5572
"Dec. 31, 2003",0.713
"Sept. 30, 2003",0.6291
"June 30, 2003",0.6287
"March 31, 2003",0.6352
"Dec. 31, 2002",0.629
"Sept. 30, 2002",0.6206
"June 30, 2002",0.6534
"March 31, 2002",0.6819
"Dec. 31, 2001",0.692
"Sept. 30, 2001",0.7173
"June 30, 2001",0.7097
"March 31, 2001",0.7282
"Dec. 31, 2000",-0.667
"Sept. 30, 2000",0.7206
"June 30, 2000",0.7263
"March 31, 2000",0.7231
"Dec. 31, 1999",0.7237
"Sept. 30, 1999",0.7211
"June 30, 1999",0.715
"March 31, 1999",0.7119
"Dec. 31, 1998",0.7244
"Sept. 30, 1998",0.72
"June 30, 1998",0.7169
"March 31, 1998",0.6998
"Dec. 31, 1997",0.7041
"Sept. 30, 1997",0.5524
"June 30, 1997",0.5446
"March 31, 1997",0.5486
"Dec. 31, 1996",0.546
"Sept. 30, 1996",0.5559
"June 30, 1996",0.5393
"March 31, 1996",0.5327
"Dec. 31, 1995",0.5427
"Sept. 30, 1995",0.5275
"June 30, 1995",0.5295
"March 31, 1995",0.5266
"Dec. 31, 1994",0.5316
"Sept. 30, 1994",0.5269
