date,ncavps
"Dec. 31, 2019",-42.43
"Sept. 30, 2019",-41.55
"June 30, 2019",-41.88
"March 31, 2019",-41.90
"Dec. 31, 2018",-39.18
"Sept. 30, 2018",-38.41
"June 30, 2018",-37.56
"March 31, 2018",-36.62
"Dec. 31, 2017",-35.69
"Sept. 30, 2017",-38.74
"June 30, 2017",-38.26
"March 31, 2017",-37.54
"Dec. 31, 2016",-37.16
"Sept. 30, 2016",-35.91
"June 30, 2016",-36.34
"March 31, 2016",-35.96
"Dec. 31, 2015",-36.48
"Sept. 30, 2015",-35.74
"June 30, 2015",-35.94
"March 31, 2015",-35.62
"Dec. 31, 2014",-38.58
"Sept. 30, 2014",-33.98
"June 30, 2014",-34.68
"March 31, 2014",-33.99
"Dec. 31, 2013",-33.59
"Sept. 30, 2013",-36.79
"June 30, 2013",-36.28
"March 31, 2013",-36.68
"Dec. 31, 2012",-36.13
"Sept. 30, 2012",-33.58
"June 30, 2012",-33.06
"March 31, 2012",-32.32
"Dec. 31, 2011",-33.05
"Sept. 30, 2011",-29.01
"June 30, 2011",-28.67
"March 31, 2011",-28.39
"Dec. 31, 2010",-28.84
"Sept. 30, 2010",-27.99
"June 30, 2010",-27.49
"March 31, 2010",-34.81
"Dec. 31, 2009",-27.42
"Sept. 30, 2009",-27.80
"June 30, 2009",-27.55
"March 31, 2009",-26.75
"Dec. 31, 2008",-35.14
"Sept. 30, 2008",-23.49
"June 30, 2008",-26.74
"March 31, 2008",-25.50
"Dec. 31, 2007",-25.65
"Sept. 30, 2007",-21.75
"June 30, 2007",-21.50
"March 31, 2007",-24.95
"Dec. 31, 2006",-24.68
"Sept. 30, 2006",-24.05
"June 30, 2006",-24.43
"March 31, 2006",-24.35
"Dec. 31, 2005",-24.06
"Sept. 30, 2005",-67.32
"June 30, 2005",-65.73
"March 31, 2005",-64.60
"Dec. 31, 2004",-62.90
"Sept. 30, 2004",-96.79
"June 30, 2004",-95.89
"March 31, 2004",-94.61
"Dec. 31, 2003",-63.57
"Sept. 30, 2003",-100.64
"June 30, 2003",-100.88
"March 31, 2003",-101.11
"Dec. 31, 2002",-100.83
"Sept. 30, 2002",-99.88
"June 30, 2002",-100.01
"March 31, 2002",-100.58
"Dec. 31, 2001",-97.94
"Sept. 30, 2001",-27.22
"June 30, 2001",-26.07
"March 31, 2001",-26.37
"Dec. 31, 2000",-20.09
"Sept. 30, 2000",-26.86
"June 30, 2000",-27.31
"March 31, 2000",-27.56
"Dec. 31, 1999",-26.64
"Sept. 30, 1999",-27.18
"June 30, 1999",-27.22
"March 31, 1999",-27.19
"Dec. 31, 1998",-27.31
"Sept. 30, 1998",-26.89
"June 30, 1998",-25.08
"March 31, 1998",-24.46
"Dec. 31, 1997",-26.99
"Sept. 30, 1997",-22.33
"June 30, 1997",-22.21
"March 31, 1997",-22.33
"Dec. 31, 1996",-22.37
"Sept. 30, 1996",-21.89
"June 30, 1996",-21.63
"March 31, 1996",-21.65
"Dec. 31, 1995",-21.64
"Sept. 30, 1995",-21.44
"June 30, 1995",-21.24
"March 31, 1995",-21.11
"Dec. 31, 1994",-20.86
"Sept. 30, 1994",-20.29
"June 30, 1994",-20.01
"March 31, 1994",-19.59
