date,market_cap
"March 19, 2020",5.286B
"March 18, 2020",5.810B
"March 17, 2020",5.373B
"March 16, 2020",4.783B
"March 13, 2020",4.761B
"March 12, 2020",4.348B
"March 11, 2020",4.577B
"March 10, 2020",4.712B
"March 9, 2020",4.714B
"March 6, 2020",5.093B
"March 5, 2020",5.045B
"March 4, 2020",5.110B
"March 3, 2020",4.896B
"March 2, 2020",4.914B
"Feb. 28, 2020",4.668B
"Feb. 27, 2020",4.889B
"Feb. 26, 2020",5.125B
"Feb. 25, 2020",5.238B
"Feb. 24, 2020",5.375B
"Feb. 21, 2020",5.421B
"Feb. 20, 2020",5.428B
"Feb. 19, 2020",5.411B
"Feb. 18, 2020",5.481B
"Feb. 14, 2020",5.492B
"Feb. 13, 2020",5.420B
"Feb. 12, 2020",5.291B
"Feb. 11, 2020",5.246B
"Feb. 10, 2020",5.268B
"Feb. 7, 2020",5.246B
"Feb. 6, 2020",5.253B
"Feb. 5, 2020",5.271B
"Feb. 4, 2020",5.272B
"Feb. 3, 2020",5.327B
"Jan. 31, 2020",5.330B
"Jan. 30, 2020",5.377B
"Jan. 29, 2020",5.322B
"Jan. 28, 2020",5.306B
"Jan. 27, 2020",5.259B
"Jan. 24, 2020",5.280B
"Jan. 23, 2020",5.261B
"Jan. 22, 2020",5.214B
"Jan. 21, 2020",5.196B
"Jan. 17, 2020",5.174B
"Jan. 16, 2020",5.150B
"Jan. 15, 2020",5.120B
"Jan. 14, 2020",5.049B
"Jan. 13, 2020",5.026B
"Jan. 10, 2020",4.957B
"Jan. 9, 2020",4.952B
"Jan. 8, 2020",4.976B
"Jan. 7, 2020",4.965B
"Jan. 6, 2020",4.994B
"Jan. 3, 2020",5.007B
"Jan. 2, 2020",5.015B
"Dec. 31, 2019",5.106B
"Dec. 30, 2019",5.100B
"Dec. 27, 2019",5.086B
"Dec. 26, 2019",5.088B
"Dec. 24, 2019",5.078B
"Dec. 23, 2019",5.089B
"Dec. 20, 2019",5.167B
"Dec. 19, 2019",5.089B
"Dec. 18, 2019",5.070B
"Dec. 17, 2019",5.021B
"Dec. 16, 2019",4.995B
"Dec. 13, 2019",4.938B
"Dec. 12, 2019",4.912B
"Dec. 11, 2019",4.914B
"Dec. 10, 2019",4.856B
"Dec. 9, 2019",4.841B
"Dec. 6, 2019",4.837B
"Dec. 5, 2019",4.831B
"Dec. 4, 2019",4.800B
"Dec. 3, 2019",4.742B
"Dec. 2, 2019",4.723B
"Nov. 29, 2019",4.759B
"Nov. 27, 2019",4.787B
"Nov. 26, 2019",4.775B
"Nov. 25, 2019",4.738B
"Nov. 22, 2019",4.766B
"Nov. 21, 2019",4.768B
"Nov. 20, 2019",4.827B
"Nov. 19, 2019",4.769B
"Nov. 18, 2019",4.772B
"Nov. 15, 2019",4.753B
"Nov. 14, 2019",4.778B
"Nov. 13, 2019",4.765B
"Nov. 12, 2019",4.701B
"Nov. 11, 2019",4.684B
"Nov. 8, 2019",4.732B
"Nov. 7, 2019",4.736B
"Nov. 6, 2019",4.813B
"Nov. 5, 2019",4.778B
"Nov. 4, 2019",4.820B
"Nov. 1, 2019",4.919B
"Oct. 31, 2019",4.920B
"Oct. 30, 2019",4.917B
"Oct. 29, 2019",4.877B
"Oct. 28, 2019",4.863B
"Oct. 25, 2019",4.938B
"Oct. 24, 2019",4.971B
"Oct. 23, 2019",4.967B
"Oct. 22, 2019",4.948B
"Oct. 21, 2019",4.952B
"Oct. 18, 2019",4.932B
"Oct. 17, 2019",4.896B
"Oct. 16, 2019",4.850B
"Oct. 15, 2019",4.829B
"Oct. 14, 2019",4.855B
"Oct. 11, 2019",4.894B
"Oct. 10, 2019",4.894B
"Oct. 9, 2019",4.902B
"Oct. 8, 2019",4.875B
"Oct. 7, 2019",4.929B
"Oct. 4, 2019",4.928B
"Oct. 3, 2019",4.870B
"Oct. 2, 2019",4.856B
"Oct. 1, 2019",4.941B
"Sept. 30, 2019",4.970B
"Sept. 27, 2019",4.950B
"Sept. 26, 2019",4.970B
"Sept. 25, 2019",4.964B
"Sept. 24, 2019",4.929B
"Sept. 23, 2019",4.898B
"Sept. 20, 2019",4.869B
"Sept. 19, 2019",4.838B
"Sept. 18, 2019",4.832B
"Sept. 17, 2019",4.819B
"Sept. 16, 2019",4.827B
"Sept. 13, 2019",4.808B
"Sept. 12, 2019",4.860B
"Sept. 11, 2019",4.832B
"Sept. 10, 2019",4.744B
"Sept. 9, 2019",4.778B
"Sept. 6, 2019",4.837B
"Sept. 5, 2019",4.849B
"Sept. 4, 2019",4.903B
"Sept. 3, 2019",4.938B
"Aug. 30, 2019",4.838B
"Aug. 29, 2019",4.824B
"Aug. 28, 2019",4.778B
"Aug. 27, 2019",4.800B
"Aug. 26, 2019",4.836B
"Aug. 23, 2019",4.784B
"Aug. 22, 2019",4.860B
"Aug. 21, 2019",4.860B
