date,altman_z_score
"Dec. 31, 2019",1.185
"Sept. 30, 2019",1.189
"June 30, 2019",1.168
"March 31, 2019",1.160
"Dec. 31, 2018",1.163
"Sept. 30, 2018",1.150
"June 30, 2018",1.141
"March 31, 2018",1.145
"Dec. 31, 2017",1.171
"Sept. 30, 2017",1.130
"June 30, 2017",1.143
"March 31, 2017",1.160
"Dec. 31, 2016",1.162
"Sept. 30, 2016",1.153
"June 30, 2016",1.133
"March 31, 2016",1.140
"Dec. 31, 2015",1.118
"Sept. 30, 2015",1.125
"June 30, 2015",1.143
"March 31, 2015",1.192
"Dec. 31, 2014",1.194
"Sept. 30, 2014",1.205
"June 30, 2014",1.184
"March 31, 2014",1.193
"Dec. 31, 2013",1.200
"Sept. 30, 2013",1.150
"June 30, 2013",1.168
"March 31, 2013",1.177
"Dec. 31, 2012",1.185
"Sept. 30, 2012",0.7089
"June 30, 2012",0.7281
"March 31, 2012",0.6948
"Dec. 31, 2011",1.231
"Sept. 30, 2011",0.6971
"June 30, 2011",0.6769
"March 31, 2011",0.671
"Dec. 31, 2010",0.6402
"Sept. 30, 2010",0.6337
"June 30, 2010",0.62
"March 31, 2010",0.499
"Dec. 31, 2009",0.5671
"Sept. 30, 2009",0.5674
"June 30, 2009",0.5912
"March 31, 2009",0.6438
"Dec. 31, 2008",0.5622
"Sept. 30, 2008",0.8003
"June 30, 2008",0.6991
"March 31, 2008",0.5438
"Dec. 31, 2007",0.726
"Sept. 30, 2007",0.5081
"June 30, 2007",0.5277
"March 31, 2007",0.5268
"Dec. 31, 2006",0.5467
"Sept. 30, 2006",0.5604
"June 30, 2006",0.5331
"March 31, 2006",0.534
"Dec. 31, 2005",0.5202
"Sept. 30, 2005",0.8419
"June 30, 2005",0.84
"March 31, 2005",0.8413
"Dec. 31, 2004",0.8813
"Sept. 30, 2004",0.5188
"June 30, 2004",0.5077
"March 31, 2004",0.5233
"Dec. 31, 2003",0.863
"Sept. 30, 2003",0.467
"June 30, 2003",0.4718
"March 31, 2003",0.4708
"Dec. 31, 2002",0.4732
"Sept. 30, 2002",0.4688
"June 30, 2002",0.4701
"March 31, 2002",0.4768
"Dec. 31, 2001",0.4979
"Sept. 30, 2001",0.4137
"June 30, 2001",0.4078
"March 31, 2001",0.3687
"Dec. 31, 2000",1.484
"Sept. 30, 2000",0.3673
"June 30, 2000",0.3434
"March 31, 2000",0.3208
"Dec. 31, 1999",0.3166
"Sept. 30, 1999",-0.026
"June 30, 1999",0.0894
"March 31, 1999",0.0708
"Dec. 31, 1998",0.098
"Sept. 30, 1998",0.5184
"June 30, 1998",0.3832
"March 31, 1998",0.3931
"Dec. 31, 1997",0.3596
"Sept. 30, 1997",0.5015
"June 30, 1997",0.5156
"March 31, 1997",0.6756
"Dec. 31, 1996",0.8295
"Sept. 30, 1996",0.8265
"June 30, 1996",0.8535
"March 31, 1996",0.6662
"Dec. 31, 1995",0.5063
"Sept. 30, 1995",0.5178
"June 30, 1995",0.5183
"March 31, 1995",0.511
"Dec. 31, 1994",0.5006
"Sept. 30, 1994",0.6871
"June 30, 1994",0.8595
"March 31, 1994",1.088
