date,book_value_of_tangible_equity_per_share
"Dec. 31, 2019",20.17
"Sept. 30, 2019",19.83
"June 30, 2019",19.51
"March 31, 2019",19.29
"Dec. 31, 2018",19.10
"Sept. 30, 2018",18.83
"June 30, 2018",18.56
"March 31, 2018",18.46
"Dec. 31, 2017",18.52
"Sept. 30, 2017",18.58
"June 30, 2017",18.32
"March 31, 2017",18.24
"Dec. 31, 2016",18.28
"Sept. 30, 2016",18.31
"June 30, 2016",17.41
"March 31, 2016",17.24
"Dec. 31, 2015",17.17
"Sept. 30, 2015",17.11
"June 30, 2015",16.90
"March 31, 2015",16.90
"Dec. 31, 2014",16.66
"Sept. 30, 2014",16.76
"June 30, 2014",16.53
"March 31, 2014",16.40
"Dec. 31, 2013",16.24
"Sept. 30, 2013",15.81
"June 30, 2013",15.57
"March 31, 2013",15.49
"Dec. 31, 2012",15.44
"Sept. 30, 2012",15.65
"June 30, 2012",15.39
"March 31, 2012",15.25
"Dec. 31, 2011",15.06
"Sept. 30, 2011",15.17
"June 30, 2011",14.92
"March 31, 2011",14.84
"Dec. 31, 2010",14.80
"Sept. 30, 2010",14.85
"June 30, 2010",14.79
"March 31, 2010",14.73
"Dec. 31, 2009",14.69
"Sept. 30, 2009",14.56
"June 30, 2009",14.41
"March 31, 2009",14.44
"Dec. 31, 2008",14.44
"Sept. 30, 2008",12.69
"June 30, 2008",14.34
"March 31, 2008",14.54
"Dec. 31, 2007",14.29
"Sept. 30, 2007",10.90
"June 30, 2007",10.71
"March 31, 2007",12.32
"Dec. 31, 2006",12.38
"Sept. 30, 2006",14.14
"June 30, 2006",13.74
"March 31, 2006",13.85
"Dec. 31, 2005",13.92
"Sept. 30, 2005",13.88
"June 30, 2005",13.91
"March 31, 2005",13.54
"Dec. 31, 2004",13.88
"Sept. 30, 2004",13.90
"June 30, 2004",13.40
"March 31, 2004",14.13
"Dec. 31, 2003",13.12
"Sept. 30, 2003",12.90
"June 30, 2003",12.92
"March 31, 2003",12.93
"Dec. 31, 2002",12.81
"Sept. 30, 2002",12.83
"June 30, 2002",12.35
"March 31, 2002",11.75
"Dec. 31, 2001",11.63
"Sept. 30, 2001",11.56
"June 30, 2001",11.35
"March 31, 2001",11.19
"Dec. 31, 2000",12.50
"Sept. 30, 2000",11.37
"June 30, 2000",10.91
"March 31, 2000",11.67
"Dec. 31, 1999",11.50
"Sept. 30, 1999",11.28
"June 30, 1999",11.22
"March 31, 1999",11.14
"Dec. 31, 1998",11.08
"Sept. 30, 1998",11.03
"June 30, 1998",11.01
"March 31, 1998",10.93
"Dec. 31, 1997",10.91
"Sept. 30, 1997",12.14
"June 30, 1997",11.99
"March 31, 1997",11.93
"Dec. 31, 1996",11.93
"Sept. 30, 1996",11.82
"June 30, 1996",11.78
"March 31, 1996",11.66
"Dec. 31, 1995",11.56
"Sept. 30, 1995",11.51
"June 30, 1995",11.29
"March 31, 1995",11.20
"Dec. 31, 1994",11.11
"Sept. 30, 1994",10.98
"June 30, 1994",10.81
"March 31, 1994",10.72
