date,pe_10
"March 19, 2020",30.35
"March 18, 2020",33.36
"March 17, 2020",30.85
"March 16, 2020",27.46
"March 13, 2020",27.33
"March 12, 2020",24.96
"March 11, 2020",26.27
"March 10, 2020",27.05
"March 9, 2020",27.06
"March 6, 2020",29.24
"March 5, 2020",28.96
"March 4, 2020",29.33
"March 3, 2020",28.11
"March 2, 2020",28.21
"Feb. 28, 2020",26.80
"Feb. 27, 2020",28.06
"Feb. 26, 2020",29.42
"Feb. 25, 2020",30.07
"Feb. 24, 2020",30.85
"Feb. 21, 2020",31.12
"Feb. 20, 2020",31.16
"Feb. 19, 2020",31.06
"Feb. 18, 2020",31.47
"Feb. 14, 2020",31.53
"Feb. 13, 2020",31.12
"Feb. 12, 2020",30.37
"Feb. 11, 2020",30.12
"Feb. 10, 2020",30.24
"Feb. 7, 2020",30.12
"Feb. 6, 2020",30.15
"Feb. 5, 2020",30.26
"Feb. 4, 2020",30.27
"Feb. 3, 2020",30.58
"Jan. 31, 2020",30.60
"Jan. 30, 2020",30.87
"Jan. 29, 2020",30.55
"Jan. 28, 2020",30.46
"Jan. 27, 2020",30.19
"Jan. 24, 2020",30.31
"Jan. 23, 2020",30.20
"Jan. 22, 2020",29.93
"Jan. 21, 2020",29.83
"Jan. 17, 2020",29.70
"Jan. 16, 2020",29.57
"Jan. 15, 2020",29.39
"Jan. 14, 2020",28.98
"Jan. 13, 2020",28.85
"Jan. 10, 2020",28.46
"Jan. 9, 2020",28.43
"Jan. 8, 2020",28.56
"Jan. 7, 2020",28.50
"Jan. 6, 2020",28.67
"Jan. 3, 2020",28.75
"Jan. 2, 2020",28.79
"Dec. 31, 2019",29.32
"Dec. 30, 2019",29.79
"Dec. 27, 2019",29.70
"Dec. 26, 2019",29.72
"Dec. 24, 2019",29.66
"Dec. 23, 2019",29.72
"Dec. 20, 2019",30.18
"Dec. 19, 2019",29.72
"Dec. 18, 2019",29.61
"Dec. 17, 2019",29.33
"Dec. 16, 2019",29.17
"Dec. 13, 2019",28.84
"Dec. 12, 2019",28.69
"Dec. 11, 2019",28.70
"Dec. 10, 2019",28.36
"Dec. 9, 2019",28.27
"Dec. 6, 2019",28.25
"Dec. 5, 2019",28.21
"Dec. 4, 2019",28.04
"Dec. 3, 2019",27.70
"Dec. 2, 2019",27.58
"Nov. 29, 2019",27.79
"Nov. 27, 2019",27.96
"Nov. 26, 2019",27.89
"Nov. 25, 2019",27.67
"Nov. 22, 2019",27.84
"Nov. 21, 2019",27.84
"Nov. 20, 2019",28.19
"Nov. 19, 2019",27.85
"Nov. 18, 2019",27.87
"Nov. 15, 2019",27.76
"Nov. 14, 2019",27.91
"Nov. 13, 2019",27.83
"Nov. 12, 2019",27.46
"Nov. 11, 2019",27.35
"Nov. 8, 2019",27.63
"Nov. 7, 2019",27.66
"Nov. 6, 2019",28.11
"Nov. 5, 2019",27.91
"Nov. 4, 2019",28.15
"Nov. 1, 2019",28.73
"Oct. 31, 2019",28.74
"Oct. 30, 2019",28.72
"Oct. 29, 2019",28.48
"Oct. 28, 2019",28.40
"Oct. 25, 2019",28.84
"Oct. 24, 2019",29.03
"Oct. 23, 2019",29.01
"Oct. 22, 2019",28.90
"Oct. 21, 2019",28.92
"Oct. 18, 2019",28.81
"Oct. 17, 2019",28.60
"Oct. 16, 2019",28.33
"Oct. 15, 2019",28.20
"Oct. 14, 2019",28.35
"Oct. 11, 2019",28.58
"Oct. 10, 2019",28.58
"Oct. 9, 2019",28.63
"Oct. 8, 2019",28.47
"Oct. 7, 2019",28.79
"Oct. 4, 2019",28.78
"Oct. 3, 2019",28.44
"Oct. 2, 2019",28.36
"Oct. 1, 2019",28.86
"Sept. 30, 2019",29.03
"Sept. 27, 2019",29.34
"Sept. 26, 2019",29.46
