date,six_month_return
"May 17, 2018",-10.55%
"May 16, 2018",-9.74%
"May 15, 2018",-9.43%
"May 14, 2018",-9.67%
"May 11, 2018",-6.60%
"May 10, 2018",-5.71%
"May 9, 2018",-6.95%
"May 8, 2018",-6.25%
"May 7, 2018",-4.57%
"May 4, 2018",-3.81%
"May 3, 2018",-4.69%
"May 2, 2018",-4.57%
"May 1, 2018",-3.93%
"April 30, 2018",-4.12%
"April 27, 2018",-3.75%
"April 26, 2018",-3.03%
"April 25, 2018",-3.07%
"April 24, 2018",-3.52%
"April 23, 2018",-3.39%
"April 20, 2018",-3.24%
"April 19, 2018",-3.19%
"April 18, 2018",-1.71%
"April 17, 2018",0.09%
"April 16, 2018",-0.14%
"April 13, 2018",-0.44%
"April 12, 2018",-1.25%
"April 11, 2018",0.44%
"April 10, 2018",1.12%
"April 9, 2018",2.78%
"April 6, 2018",2.54%
"April 5, 2018",3.32%
"April 4, 2018",1.48%
"April 3, 2018",2.82%
"April 2, 2018",1.40%
"March 29, 2018",3.03%
"March 28, 2018",2.02%
"March 27, 2018",2.00%
"March 26, 2018",0.33%
"March 23, 2018",-0.48%
"March 22, 2018",0.84%
"March 21, 2018",0.74%
"March 20, 2018",1.41%
"March 19, 2018",1.86%
"March 16, 2018",1.22%
"March 15, 2018",0.15%
"March 14, 2018",-0.50%
"March 13, 2018",-0.18%
"March 12, 2018",-0.41%
"March 9, 2018",-2.43%
"March 8, 2018",-3.63%
"March 7, 2018",-2.32%
"March 6, 2018",-1.11%
"March 5, 2018",0.06%
"March 2, 2018",-1.52%
"March 1, 2018",-1.28%
"Feb. 28, 2018",-1.79%
"Feb. 27, 2018",-1.10%
"Feb. 26, 2018",0.30%
"Feb. 23, 2018",1.72%
"Feb. 22, 2018",-0.12%
"Feb. 21, 2018",0.70%
"Feb. 20, 2018",0.51%
"Feb. 16, 2018",1.29%
"Feb. 15, 2018",1.81%
"Feb. 14, 2018",-1.54%
"Feb. 13, 2018",-0.79%
"Feb. 12, 2018",-0.48%
"Feb. 9, 2018",-1.00%
"Feb. 8, 2018",-4.94%
"Feb. 7, 2018",-3.69%
"Feb. 6, 2018",-2.55%
"Feb. 5, 2018",-0.67%
"Feb. 2, 2018",1.57%
"Feb. 1, 2018",2.23%
"Jan. 31, 2018",3.40%
"Jan. 30, 2018",3.70%
"Jan. 29, 2018",4.34%
"Jan. 26, 2018",4.99%
"Jan. 25, 2018",5.98%
"Jan. 24, 2018",5.58%
"Jan. 23, 2018",5.56%
"Jan. 22, 2018",4.95%
"Jan. 19, 2018",7.76%
"Jan. 18, 2018",8.26%
"Jan. 17, 2018",8.12%
"Jan. 16, 2018",6.71%
"Jan. 12, 2018",6.63%
"Jan. 11, 2018",7.11%
"Jan. 10, 2018",7.96%
"Jan. 9, 2018",8.82%
"Jan. 8, 2018",9.38%
"Jan. 5, 2018",8.37%
"Jan. 4, 2018",7.86%
"Jan. 3, 2018",8.82%
"Jan. 2, 2018",9.85%
"Dec. 29, 2017",12.02%
"Dec. 28, 2017",11.83%
"Dec. 27, 2017",10.31%
"Dec. 26, 2017",8.86%
"Dec. 22, 2017",9.23%
"Dec. 21, 2017",6.98%
"Dec. 20, 2017",7.24%
"Dec. 19, 2017",8.48%
"Dec. 18, 2017",9.32%
"Dec. 15, 2017",10.21%
"Dec. 14, 2017",9.45%
"Dec. 13, 2017",10.54%
"Dec. 12, 2017",11.57%
"Dec. 11, 2017",12.21%
"Dec. 8, 2017",13.14%
"Dec. 7, 2017",11.42%
"Dec. 6, 2017",13.09%
"Dec. 5, 2017",13.75%
"Dec. 4, 2017",13.74%
"Dec. 1, 2017",12.99%
"Nov. 30, 2017",16.21%
"Nov. 29, 2017",16.04%
"Nov. 28, 2017",14.79%
"Nov. 27, 2017",13.02%
"Nov. 24, 2017",12.17%
"Nov. 22, 2017",13.64%
"Nov. 21, 2017",13.70%
"Nov. 20, 2017",14.25%
"Nov. 17, 2017",14.42%
"Nov. 16, 2017",13.53%
"Nov. 15, 2017",13.63%
"Nov. 14, 2017",14.64%
"Nov. 13, 2017",13.08%
"Nov. 10, 2017",10.80%
"Nov. 9, 2017",11.32%
"Nov. 8, 2017",10.21%
"Nov. 7, 2017",8.72%
"Nov. 6, 2017",7.82%
"Nov. 3, 2017",9.23%
"Nov. 2, 2017",8.13%
"Nov. 1, 2017",7.82%
"Oct. 31, 2017",8.77%
"Oct. 30, 2017",7.94%
"Oct. 27, 2017",7.06%
"Oct. 26, 2017",5.85%
"Oct. 25, 2017",5.25%
"Oct. 24, 2017",5.33%
"Oct. 23, 2017",6.09%
"Oct. 20, 2017",5.95%
"Oct. 19, 2017",5.38%
"Oct. 18, 2017",3.88%
"Oct. 17, 2017",3.13%
"Oct. 16, 2017",3.18%
"Oct. 13, 2017",2.17%
"Oct. 12, 2017",1.57%
"Oct. 11, 2017",1.54%
"Oct. 10, 2017",1.31%
"Oct. 9, 2017",0.48%
"Oct. 6, 2017",0.59%
"Oct. 5, 2017",-0.06%
"Oct. 4, 2017",1.20%
"Oct. 3, 2017",1.45%
"Oct. 2, 2017",0.99%
"Sept. 29, 2017",-0.09%
"Sept. 28, 2017",0.36%
"Sept. 27, 2017",0.27%
"Sept. 26, 2017",0.06%
"Sept. 25, 2017",0.36%
"Sept. 22, 2017",-0.30%
"Sept. 21, 2017",0.78%
"Sept. 20, 2017",0.66%
"Sept. 19, 2017",0.21%
"Sept. 18, 2017",0.57%
"Sept. 15, 2017",1.29%
"Sept. 14, 2017",3.52%
"Sept. 13, 2017",2.58%
"Sept. 12, 2017",4.09%
"Sept. 11, 2017",5.81%
"Sept. 8, 2017",5.24%
"Sept. 7, 2017",1.91%
"Sept. 6, 2017",1.82%
"Sept. 5, 2017",0.45%
"Sept. 1, 2017",0.21%
"Aug. 31, 2017",0.42%
"Aug. 30, 2017",0.18%
"Aug. 29, 2017",0.30%
"Aug. 28, 2017",0.84%
"Aug. 25, 2017",1.33%
"Aug. 24, 2017",0.60%
"Aug. 23, 2017",1.16%
"Aug. 22, 2017",1.65%
"Aug. 21, 2017",0.52%
"Aug. 18, 2017",1.50%
"Aug. 17, 2017",1.13%
"Aug. 16, 2017",1.59%
"Aug. 15, 2017",2.03%
"Aug. 14, 2017",0.09%
"Aug. 11, 2017",-2.25%
"Aug. 10, 2017",-2.28%
"Aug. 9, 2017",-2.49%
"Aug. 8, 2017",-0.92%
"Aug. 7, 2017",-1.16%
"Aug. 4, 2017",-1.70%
"Aug. 3, 2017",-1.70%
"Aug. 2, 2017",-0.84%
"Aug. 1, 2017",0.06%
"July 31, 2017",-1.46%
"July 28, 2017",0.06%
"July 27, 2017",0.79%
"July 26, 2017",-0.24%
"July 25, 2017",-0.88%
"July 24, 2017",-1.63%
"July 21, 2017",-1.30%
"July 20, 2017",-2.47%
"July 19, 2017",-3.36%
"July 18, 2017",-5.10%
"July 17, 2017",-4.70%
"July 14, 2017",-4.01%
"July 13, 2017",-4.07%
"July 12, 2017",-3.64%
"July 11, 2017",-3.94%
"July 10, 2017",-3.06%
"July 7, 2017",-3.06%
"July 6, 2017",-3.81%
"July 5, 2017",-1.89%
"July 3, 2017",-1.37%
"June 30, 2017",-2.09%
"June 29, 2017",-3.27%
"June 28, 2017",-1.52%
"June 27, 2017",-2.45%
"June 26, 2017",-1.67%
"June 23, 2017",-1.84%
"June 22, 2017",-1.16%
"June 21, 2017",-0.33%
"June 20, 2017",-0.06%
"June 19, 2017",-0.89%
"June 16, 2017",0.66%
"June 15, 2017",1.61%
"June 14, 2017",3.36%
"June 13, 2017",1.88%
"June 12, 2017",1.61%
"June 9, 2017",4.04%
"June 8, 2017",3.49%
"June 7, 2017",7.63%
"June 6, 2017",7.69%
"June 5, 2017",5.95%
"June 2, 2017",7.14%
"June 1, 2017",9.77%
"May 31, 2017",7.60%
"May 30, 2017",7.14%
"May 26, 2017",7.00%
"May 25, 2017",7.62%
"May 24, 2017",7.56%
"May 23, 2017",6.81%
"May 22, 2017",5.29%
"May 19, 2017",9.16%
"May 18, 2017",8.65%
"May 17, 2017",8.33%
"May 16, 2017",8.24%
"May 15, 2017",9.55%
"May 12, 2017",10.78%
"May 11, 2017",11.12%
"May 10, 2017",12.95%
"May 9, 2017",11.45%
"May 8, 2017",10.36%
"May 5, 2017",16.82%
"May 4, 2017",16.47%
"May 3, 2017",16.59%
"May 2, 2017",17.54%
"May 1, 2017",15.59%
"April 28, 2017",15.27%
"April 27, 2017",16.64%
"April 26, 2017",16.23%
"April 25, 2017",16.75%
"April 24, 2017",17.92%
"April 21, 2017",17.39%
"April 20, 2017",15.38%
"April 19, 2017",15.57%
"April 18, 2017",16.61%
"April 17, 2017",17.06%
"April 13, 2017",16.26%
"April 12, 2017",17.68%
"April 11, 2017",18.87%
"April 10, 2017",16.85%
"April 7, 2017",18.24%
"April 6, 2017",17.59%
"April 5, 2017",17.52%
"April 4, 2017",15.48%
"April 3, 2017",12.52%
"March 31, 2017",11.59%
"March 30, 2017",12.09%
"March 29, 2017",9.72%
"March 28, 2017",9.46%
"March 27, 2017",9.03%
"March 24, 2017",7.98%
"March 23, 2017",7.34%
"March 22, 2017",7.15%
"March 21, 2017",7.87%
"March 20, 2017",9.59%
"March 17, 2017",10.93%
"March 16, 2017",9.76%
"March 15, 2017",12.05%
"March 14, 2017",9.93%
"March 13, 2017",11.76%
"March 10, 2017",11.21%
"March 9, 2017",11.08%
"March 8, 2017",6.85%
"March 7, 2017",8.81%
"March 6, 2017",9.60%
"March 3, 2017",11.47%
"March 2, 2017",11.57%
"March 1, 2017",13.39%
"Feb. 28, 2017",12.28%
"Feb. 27, 2017",12.18%
"Feb. 24, 2017",9.63%
"Feb. 23, 2017",9.25%
"Feb. 22, 2017",8.54%
"Feb. 21, 2017",6.70%
"Feb. 17, 2017",7.85%
"Feb. 16, 2017",8.77%
"Feb. 15, 2017",6.70%
"Feb. 14, 2017",6.98%
"Feb. 13, 2017",8.86%
"Feb. 10, 2017",10.28%
"Feb. 9, 2017",10.40%
"Feb. 8, 2017",9.78%
"Feb. 7, 2017",9.35%
"Feb. 6, 2017",9.51%
"Feb. 3, 2017",9.46%
"Feb. 2, 2017",9.28%
"Feb. 1, 2017",7.57%
"Jan. 31, 2017",7.83%
"Jan. 30, 2017",5.96%
"Jan. 27, 2017",6.30%
"Jan. 26, 2017",5.64%
"Jan. 25, 2017",6.03%
"Jan. 24, 2017",5.58%
"Jan. 23, 2017",5.23%
"Jan. 20, 2017",9.43%
"Jan. 19, 2017",8.35%
"Jan. 18, 2017",11.43%
"Jan. 17, 2017",3.45%
"Jan. 13, 2017",3.89%
"Jan. 12, 2017",4.33%
"Jan. 11, 2017",3.39%
"Jan. 10, 2017",2.23%
"Jan. 9, 2017",1.48%
"Jan. 6, 2017",0.76%
"Jan. 5, 2017",-0.66%
"Jan. 4, 2017",2.48%
"Jan. 3, 2017",2.08%
"Dec. 30, 2016",0.85%
"Dec. 29, 2016",-3.25%
"Dec. 28, 2016",-4.16%
"Dec. 27, 2016",-1.76%
"Dec. 23, 2016",-1.75%
"Dec. 22, 2016",-0.36%
"Dec. 21, 2016",-0.27%
"Dec. 20, 2016",-0.89%
"Dec. 19, 2016",-0.50%
"Dec. 16, 2016",-1.21%
"Dec. 15, 2016",-2.17%
"Dec. 14, 2016",-3.91%
"Dec. 13, 2016",-1.23%
"Dec. 12, 2016",-1.47%
"Dec. 9, 2016",-3.17%
"Dec. 8, 2016",-2.50%
"Dec. 7, 2016",-5.21%
"Dec. 6, 2016",-6.70%
"Dec. 5, 2016",-5.61%
"Dec. 2, 2016",-4.71%
"Dec. 1, 2016",-5.88%
"Nov. 30, 2016",-5.49%
"Nov. 29, 2016",-2.73%
"Nov. 28, 2016",-3.74%
"Nov. 25, 2016",-6.00%
"Nov. 23, 2016",-5.71%
"Nov. 22, 2016",-5.11%
"Nov. 21, 2016",-6.04%
"Nov. 18, 2016",-8.02%
"Nov. 17, 2016",-9.04%
"Nov. 16, 2016",-10.13%
"Nov. 15, 2016",-12.01%
"Nov. 14, 2016",-13.11%
"Nov. 11, 2016",-12.91%
"Nov. 10, 2016",-14.17%
"Nov. 9, 2016",-12.86%
"Nov. 8, 2016",-8.81%
"Nov. 7, 2016",-9.39%
"Nov. 4, 2016",-13.21%
"Nov. 3, 2016",-12.55%
"Nov. 2, 2016",-12.95%
"Nov. 1, 2016",-11.32%
"Oct. 31, 2016",-9.76%
"Oct. 28, 2016",-10.30%
"Oct. 27, 2016",-10.84%
"Oct. 26, 2016",-10.17%
"Oct. 25, 2016",-9.49%
"Oct. 24, 2016",-9.97%
"Oct. 21, 2016",-9.52%
"Oct. 20, 2016",-9.66%
"Oct. 19, 2016",-11.01%
"Oct. 18, 2016",-11.66%
"Oct. 17, 2016",-11.62%
"Oct. 14, 2016",-10.30%
"Oct. 13, 2016",-10.22%
"Oct. 12, 2016",-10.38%
"Oct. 11, 2016",-10.64%
"Oct. 10, 2016",-10.12%
"Oct. 7, 2016",-10.34%
"Oct. 6, 2016",-9.48%
"Oct. 5, 2016",-10.49%
