date,ev_ebit
"March 19, 2020",17.11
"March 18, 2020",18.57
"March 17, 2020",17.35
"March 16, 2020",15.70
"March 13, 2020",15.64
"March 12, 2020",14.49
"March 11, 2020",15.12
"March 10, 2020",15.50
"March 9, 2020",15.51
"March 6, 2020",16.57
"March 5, 2020",16.43
"March 4, 2020",16.61
"March 3, 2020",16.02
"March 2, 2020",16.07
"Feb. 28, 2020",15.38
"Feb. 27, 2020",16.00
"Feb. 26, 2020",16.66
"Feb. 25, 2020",16.97
"Feb. 24, 2020",17.35
"Feb. 21, 2020",17.48
"Feb. 20, 2020",17.50
"Feb. 19, 2020",17.45
"Feb. 18, 2020",17.65
"Feb. 14, 2020",17.68
"Feb. 13, 2020",17.48
"Feb. 12, 2020",17.12
"Feb. 11, 2020",16.99
"Feb. 10, 2020",17.06
"Feb. 7, 2020",16.99
"Feb. 6, 2020",17.01
"Feb. 5, 2020",17.06
"Feb. 4, 2020",17.07
"Feb. 3, 2020",17.22
"Jan. 31, 2020",17.23
"Jan. 30, 2020",17.36
"Jan. 29, 2020",17.21
"Jan. 28, 2020",17.16
"Jan. 27, 2020",17.03
"Jan. 24, 2020",17.09
"Jan. 23, 2020",17.04
"Jan. 22, 2020",16.91
"Jan. 21, 2020",16.85
"Jan. 17, 2020",16.79
"Jan. 16, 2020",16.73
"Jan. 15, 2020",16.64
"Jan. 14, 2020",16.44
"Jan. 13, 2020",16.38
"Jan. 10, 2020",16.19
"Jan. 9, 2020",16.17
"Jan. 8, 2020",16.24
"Jan. 7, 2020",16.21
"Jan. 6, 2020",16.29
"Jan. 3, 2020",16.33
"Jan. 2, 2020",16.35
"Dec. 31, 2019",16.60
"Dec. 30, 2019",17.27
"Dec. 27, 2019",17.23
"Dec. 26, 2019",17.24
"Dec. 24, 2019",17.21
"Dec. 23, 2019",17.24
"Dec. 20, 2019",17.47
"Dec. 19, 2019",17.24
"Dec. 18, 2019",17.19
"Dec. 17, 2019",17.04
"Dec. 16, 2019",16.97
"Dec. 13, 2019",16.80
"Dec. 12, 2019",16.73
"Dec. 11, 2019",16.73
"Dec. 10, 2019",16.56
"Dec. 9, 2019",16.51
"Dec. 6, 2019",16.50
"Dec. 5, 2019",16.49
"Dec. 4, 2019",16.40
"Dec. 3, 2019",16.23
"Dec. 2, 2019",16.17
"Nov. 29, 2019",16.27
"Nov. 27, 2019",16.36
"Nov. 26, 2019",16.32
"Nov. 25, 2019",16.21
"Nov. 22, 2019",16.30
"Nov. 21, 2019",16.30
"Nov. 20, 2019",16.48
"Nov. 19, 2019",16.30
"Nov. 18, 2019",16.31
"Nov. 15, 2019",16.26
"Nov. 14, 2019",16.33
"Nov. 13, 2019",16.29
"Nov. 12, 2019",16.11
"Nov. 11, 2019",16.05
"Nov. 8, 2019",16.19
"Nov. 7, 2019",16.21
"Nov. 6, 2019",16.43
"Nov. 5, 2019",16.33
"Nov. 4, 2019",16.45
"Nov. 1, 2019",16.74
"Oct. 31, 2019",16.75
"Oct. 30, 2019",16.74
"Oct. 29, 2019",16.62
"Oct. 28, 2019",16.58
"Oct. 25, 2019",16.80
"Oct. 24, 2019",16.90
"Oct. 23, 2019",16.88
"Oct. 22, 2019",16.83
"Oct. 21, 2019",16.84
"Oct. 18, 2019",16.78
"Oct. 17, 2019",16.68
"Oct. 16, 2019",16.54
"Oct. 15, 2019",16.48
"Oct. 14, 2019",16.56
"Oct. 11, 2019",16.67
"Oct. 10, 2019",16.67
"Oct. 9, 2019",16.69
"Oct. 8, 2019",16.62
"Oct. 7, 2019",16.77
"Oct. 4, 2019",16.77
"Oct. 3, 2019",16.60
"Oct. 2, 2019",16.56
"Oct. 1, 2019",16.81
"Sept. 30, 2019",16.89
"Sept. 27, 2019",16.66
"Sept. 26, 2019",16.72
"Sept. 25, 2019",16.70
"Sept. 24, 2019",16.60
"Sept. 23, 2019",16.51
"Sept. 20, 2019",16.42
"Sept. 19, 2019",16.33
"Sept. 18, 2019",16.31
"Sept. 17, 2019",16.27
"Sept. 16, 2019",16.30
"Sept. 13, 2019",16.24
"Sept. 12, 2019",16.39
"Sept. 11, 2019",16.31
"Sept. 10, 2019",16.05
"Sept. 9, 2019",16.15
"Sept. 6, 2019",16.33
"Sept. 5, 2019",16.36
"Sept. 4, 2019",16.52
"Sept. 3, 2019",16.62
"Aug. 30, 2019",16.33
"Aug. 29, 2019",16.29
"Aug. 28, 2019",16.15
"Aug. 27, 2019",16.22
"Aug. 26, 2019",16.32
"Aug. 23, 2019",16.17
"Aug. 22, 2019",16.39
"Aug. 21, 2019",16.39
"Aug. 20, 2019",16.38
"Aug. 19, 2019",16.42
"Aug. 16, 2019",16.43
"Aug. 15, 2019",16.34
"Aug. 14, 2019",16.28
"Aug. 13, 2019",16.30
"Aug. 12, 2019",16.25
"Aug. 9, 2019",16.33
"Aug. 8, 2019",16.54
"Aug. 7, 2019",16.22
"Aug. 6, 2019",16.13
"Aug. 5, 2019",15.98
"Aug. 2, 2019",16.32
"Aug. 1, 2019",16.40
"July 31, 2019",16.46
"July 30, 2019",16.44
"July 29, 2019",16.51
"July 26, 2019",16.38
"July 25, 2019",16.31
"July 24, 2019",16.33
"July 23, 2019",16.25
"July 22, 2019",16.28
"July 19, 2019",16.30
"July 18, 2019",16.55
"July 17, 2019",16.40
"July 16, 2019",16.36
"July 15, 2019",16.38
"July 12, 2019",16.39
"July 11, 2019",16.40
"July 10, 2019",16.35
"July 9, 2019",16.30
"July 8, 2019",16.32
"July 5, 2019",16.31
"July 3, 2019",16.27
"July 2, 2019",16.14
"July 1, 2019",16.04
"June 30, 2019",16.06
"June 28, 2019",15.33
"June 27, 2019",15.23
"June 26, 2019",15.14
"June 25, 2019",15.37
"June 24, 2019",15.33
"June 21, 2019",15.45
"June 20, 2019",15.39
"June 19, 2019",15.34
"June 18, 2019",15.19
"June 17, 2019",15.22
"June 14, 2019",15.30
"June 13, 2019",15.22
"June 12, 2019",15.18
"June 11, 2019",15.06
"June 10, 2019",15.17
"June 7, 2019",15.10
"June 6, 2019",15.19
"June 5, 2019",15.19
"June 4, 2019",14.89
"June 3, 2019",14.89
"May 31, 2019",14.70
"May 30, 2019",14.50
"May 29, 2019",14.61
"May 28, 2019",14.69
"May 24, 2019",14.85
"May 23, 2019",14.81
"May 22, 2019",14.81
"May 21, 2019",14.88
"May 20, 2019",14.85
"May 17, 2019",14.80
"May 16, 2019",14.80
"May 15, 2019",14.77
"May 14, 2019",14.83
"May 13, 2019",14.98
"May 10, 2019",14.87
"May 9, 2019",14.63
"May 8, 2019",14.66
"May 7, 2019",14.85
"May 6, 2019",14.75
"May 3, 2019",14.73
"May 2, 2019",14.59
"May 1, 2019",14.59
"April 30, 2019",14.68
"April 29, 2019",14.59
"April 26, 2019",14.60
"April 25, 2019",14.60
"April 24, 2019",14.53
"April 23, 2019",14.53
"April 22, 2019",14.52
"April 18, 2019",14.53
"April 17, 2019",14.56
"April 16, 2019",14.54
"April 15, 2019",14.66
"April 12, 2019",14.66
"April 11, 2019",14.53
"April 10, 2019",14.45
"April 9, 2019",14.40
"April 8, 2019",14.38
"April 5, 2019",14.45
"April 4, 2019",14.36
"April 3, 2019",14.38
"April 2, 2019",14.38
"April 1, 2019",14.41
"March 31, 2019",14.46
"March 29, 2019",14.63
"March 28, 2019",14.61
"March 27, 2019",14.69
"March 26, 2019",14.72
"March 25, 2019",14.63
"March 22, 2019",14.57
"March 21, 2019",14.57
"March 20, 2019",14.40
"March 19, 2019",14.39
"March 18, 2019",14.57
"March 15, 2019",14.58
"March 14, 2019",14.46
"March 13, 2019",14.42
"March 12, 2019",14.31
"March 11, 2019",14.36
"March 8, 2019",14.19
"March 7, 2019",14.10
"March 6, 2019",14.02
"March 5, 2019",14.00
"March 4, 2019",14.00
"March 1, 2019",13.87
"Feb. 28, 2019",13.82
"Feb. 27, 2019",13.76
"Feb. 26, 2019",13.73
"Feb. 25, 2019",13.78
"Feb. 22, 2019",13.93
"Feb. 21, 2019",13.83
"Feb. 20, 2019",13.73
"Feb. 19, 2019",13.64
"Feb. 15, 2019",13.69
"Feb. 14, 2019",13.63
"Feb. 13, 2019",13.59
"Feb. 12, 2019",13.62
"Feb. 11, 2019",13.65
"Feb. 8, 2019",13.72
"Feb. 7, 2019",13.71
"Feb. 6, 2019",13.51
"Feb. 5, 2019",13.48
"Feb. 4, 2019",13.47
"Feb. 1, 2019",13.44
"Jan. 31, 2019",13.47
"Jan. 30, 2019",13.26
"Jan. 29, 2019",13.21
"Jan. 28, 2019",13.21
"Jan. 25, 2019",13.27
"Jan. 24, 2019",13.38
"Jan. 23, 2019",13.30
"Jan. 22, 2019",13.16
"Jan. 18, 2019",13.21
"Jan. 17, 2019",13.19
"Jan. 16, 2019",13.08
"Jan. 15, 2019",12.98
"Jan. 14, 2019",12.88
"Jan. 11, 2019",13.03
"Jan. 10, 2019",13.08
"Jan. 9, 2019",12.99
"Jan. 8, 2019",13.04
"Jan. 7, 2019",12.93
"Jan. 4, 2019",13.01
