date,receivables_turnover
"Dec. 31, 2019",0.1352
"Sept. 30, 2019",0.1452
"June 30, 2019",0.1383
"March 31, 2019",0.1298
"Dec. 31, 2018",0.15
"Sept. 30, 2018",0.1526
"June 30, 2018",0.1372
"March 31, 2018",0.1311
"Dec. 31, 2017",0.1345
"Sept. 30, 2017",0.1367
"June 30, 2017",0.1281
"March 31, 2017",0.1198
"Dec. 31, 2016",0.1248
"Sept. 30, 2016",0.1307
"June 30, 2016",0.1163
"March 31, 2016",0.1145
"Dec. 31, 2015",0.1299
"Sept. 30, 2015",0.1512
"June 30, 2015",0.1334
"March 31, 2015",0.136
"Dec. 31, 2014",0.1686
"Sept. 30, 2014",0.1874
"June 30, 2014",0.1761
"March 31, 2014",0.1754
"Dec. 31, 2013",0.1887
"Sept. 30, 2013",0.1913
"June 30, 2013",0.1878
"March 31, 2013",0.1889
"Dec. 31, 2012",0.2043
"Sept. 30, 2012",0.2126
"June 30, 2012",0.2119
"March 31, 2012",0.2043
"Dec. 31, 2011",0.2138
"Sept. 30, 2011",0.2254
"June 30, 2011",0.2053
"March 31, 2011",0.1872
"Dec. 31, 2010",0.186
"Sept. 30, 2010",0.1836
"June 30, 2010",0.1704
"March 31, 2010",0.1599
"Dec. 31, 2009",0.1569
"Sept. 30, 2009",0.1536
"June 30, 2009",0.127
"March 31, 2009",0.1247
"Dec. 31, 2008",0.328
"Sept. 30, 2008",2.640
"June 30, 2008",2.492
"March 31, 2008",2.462
"Dec. 31, 2007",2.479
"Sept. 30, 2007",2.552
"June 30, 2007",2.546
"March 31, 2007",2.360
"Dec. 31, 2006",2.336
"Sept. 30, 2006",2.597
"June 30, 2006",2.539
"March 31, 2006",2.404
"Dec. 31, 2005",2.557
"Sept. 30, 2005",2.639
"June 30, 2005",2.649
"March 31, 2005",2.421
"Dec. 31, 2004",2.516
"Sept. 30, 2004",2.613
"June 30, 2004",2.275
"March 31, 2004",2.135
"Dec. 31, 2003",2.507
"Sept. 30, 2003",2.570
"June 30, 2003",2.562
"March 31, 2003",2.440
"Dec. 31, 2002",2.514
"Sept. 30, 2002",2.520
"June 30, 2002",2.506
"March 31, 2002",2.371
"Dec. 31, 2001",0.2684
"Sept. 30, 2001",0.1514
"June 30, 2001",0.1351
"March 31, 2001",0.2461
"Dec. 31, 2000",0.0055
"Sept. 30, 2000",0.1314
"June 30, 2000",0.1224
"March 31, 2000",0.1195
"Dec. 31, 1999",-0.019
"Sept. 30, 1999",0.1167
"June 30, 1999",0.1106
"March 31, 1999",0.1062
"Dec. 31, 1998",0.1132
"Sept. 30, 1998",0.1162
"June 30, 1998",0.1129
"March 31, 1998",0.1177
"Dec. 31, 1997",0.1374
"Sept. 30, 1997",0.1652
"June 30, 1997",0.1636
"March 31, 1997",0.1655
"Dec. 31, 1996",0.1686
"Sept. 30, 1996",0.1763
"June 30, 1996",0.1768
"March 31, 1996",0.176
"Dec. 31, 1995",0.1786
"Sept. 30, 1995",0.1805
"June 30, 1995",0.177
"March 31, 1995",0.1641
"Dec. 31, 1994",0.1578
"Sept. 30, 1994",0.1548
"June 30, 1994",0.1436
