date,price_target_upside
"March 19, 2020",-10.18%
"March 18, 2020",-18.28%
"March 17, 2020",-11.64%
"March 16, 2020",-0.73%
"March 13, 2020",1.36%
"March 12, 2020",10.99%
"March 11, 2020",5.44%
"March 10, 2020",2.42%
"March 9, 2020",2.37%
"March 6, 2020",-4.33%
"March 5, 2020",-3.42%
"March 4, 2020",-4.64%
"March 3, 2020",-0.48%
"March 2, 2020",-0.83%
"Feb. 28, 2020",4.38%
"Feb. 27, 2020",-0.32%
"Feb. 26, 2020",-4.92%
"Feb. 25, 2020",-6.98%
"Feb. 24, 2020",-9.34%
"Feb. 21, 2020",-10.12%
"Feb. 20, 2020",-10.80%
"Feb. 19, 2020",-11.67%
"Feb. 18, 2020",-12.81%
"Feb. 14, 2020",-13.83%
"Feb. 13, 2020",-13.55%
"Feb. 12, 2020",-11.43%
"Feb. 11, 2020",-10.68%
"Feb. 10, 2020",-11.05%
"Feb. 7, 2020",-12.75%
"Feb. 6, 2020",-13.64%
"Feb. 5, 2020",-13.94%
"Feb. 4, 2020",-13.96%
"Feb. 3, 2020",-14.84%
"Jan. 31, 2020",-14.89%
"Jan. 30, 2020",-17.41%
"Jan. 29, 2020",-16.56%
"Jan. 28, 2020",-16.31%
"Jan. 27, 2020",-15.56%
"Jan. 24, 2020",-16.41%
"Jan. 23, 2020",-16.11%
"Jan. 22, 2020",-15.36%
"Jan. 21, 2020",-15.06%
"Jan. 17, 2020",-14.96%
"Jan. 16, 2020",-14.57%
"Jan. 15, 2020",-14.06%
"Jan. 14, 2020",-12.85%
"Jan. 13, 2020",-12.46%
"Jan. 10, 2020",-11.24%
"Jan. 9, 2020",-11.15%
"Jan. 8, 2020",-11.57%
"Jan. 7, 2020",-11.11%
"Jan. 6, 2020",-12.72%
"Jan. 3, 2020",-12.95%
"Jan. 2, 2020",-13.08%
"Dec. 31, 2019",-14.64%
"Dec. 30, 2019",-14.53%
"Dec. 27, 2019",-14.29%
"Dec. 26, 2019",-14.33%
"Dec. 24, 2019",-14.16%
"Dec. 23, 2019",-14.35%
"Dec. 20, 2019",-15.65%
"Dec. 19, 2019",-14.35%
"Dec. 18, 2019",-14.03%
"Dec. 17, 2019",-14.12%
"Dec. 16, 2019",-13.67%
"Dec. 13, 2019",-12.67%
"Dec. 12, 2019",-12.22%
"Dec. 11, 2019",-12.24%
"Dec. 10, 2019",-11.20%
"Dec. 9, 2019",-10.92%
"Dec. 6, 2019",-10.86%
"Dec. 5, 2019",-10.73%
"Dec. 4, 2019",-10.17%
"Dec. 3, 2019",-9.07%
"Dec. 2, 2019",-8.70%
"Nov. 29, 2019",-9.39%
"Nov. 27, 2019",-9.92%
"Nov. 26, 2019",-9.70%
"Nov. 25, 2019",-8.99%
"Nov. 22, 2019",-9.53%
"Nov. 21, 2019",-9.22%
"Nov. 20, 2019",-10.35%
"Nov. 19, 2019",-9.25%
"Nov. 18, 2019",-9.31%
"Nov. 15, 2019",-8.95%
"Nov. 14, 2019",-9.43%
"Nov. 13, 2019",-9.18%
"Nov. 12, 2019",-7.94%
"Nov. 11, 2019",-7.60%
"Nov. 8, 2019",-8.53%
"Nov. 7, 2019",-7.63%
"Nov. 6, 2019",-9.12%
"Nov. 5, 2019",-8.45%
"Nov. 4, 2019",-9.24%
"Nov. 1, 2019",-12.02%
"Oct. 31, 2019",-12.04%
"Oct. 30, 2019",-11.98%
"Oct. 29, 2019",-11.25%
"Oct. 28, 2019",-11.01%
"Oct. 25, 2019",-13.77%
"Oct. 24, 2019",-14.35%
"Oct. 23, 2019",-14.28%
"Oct. 22, 2019",-13.96%
"Oct. 21, 2019",-14.02%
"Oct. 18, 2019",-13.67%
"Oct. 17, 2019",-13.04%
"Oct. 16, 2019",-11.90%
"Oct. 15, 2019",-11.50%
"Oct. 14, 2019",-11.98%
"Oct. 11, 2019",-12.68%
"Oct. 10, 2019",-12.68%
"Oct. 9, 2019",-12.82%
"Oct. 8, 2019",-12.35%
"Oct. 7, 2019",-13.30%
"Oct. 4, 2019",-13.28%
"Oct. 3, 2019",-12.25%
"Oct. 2, 2019",-12.00%
"Oct. 1, 2019",-13.51%
"Sept. 30, 2019",-14.02%
"Sept. 27, 2019",-13.98%
"Sept. 26, 2019",-14.34%
"Sept. 25, 2019",-14.22%
"Sept. 24, 2019",-13.62%
"Sept. 23, 2019",-13.08%
"Sept. 20, 2019",-12.55%
"Sept. 19, 2019",-12.00%
"Sept. 18, 2019",-11.88%
"Sept. 17, 2019",-11.64%
"Sept. 16, 2019",-11.80%
"Sept. 13, 2019",-11.44%
"Sept. 12, 2019",-13.04%
"Sept. 11, 2019",-12.53%
"Sept. 10, 2019",-10.90%
"Sept. 9, 2019",-11.55%
"Sept. 6, 2019",-12.63%
"Sept. 5, 2019",-13.16%
"Sept. 4, 2019",-14.11%
"Sept. 3, 2019",-15.03%
"Aug. 30, 2019",-13.93%
"Aug. 29, 2019",-13.68%
"Aug. 28, 2019",-12.85%
"Aug. 27, 2019",-13.25%
"Aug. 26, 2019",-13.89%
"Aug. 23, 2019",-12.95%
"Aug. 22, 2019",-14.32%
"Aug. 21, 2019",-14.32%
"Aug. 20, 2019",-14.26%
"Aug. 19, 2019",-14.45%
"Aug. 16, 2019",-14.53%
"Aug. 15, 2019",-13.99%
"Aug. 14, 2019",-13.66%
"Aug. 13, 2019",-13.76%
"Aug. 12, 2019",-13.42%
"Aug. 9, 2019",-13.93%
"Aug. 8, 2019",-15.49%
"Aug. 7, 2019",-13.59%
"Aug. 6, 2019",-13.04%
"Aug. 5, 2019",-15.55%
"Aug. 2, 2019",-17.16%
"Aug. 1, 2019",-17.62%
"July 31, 2019",-17.97%
"July 30, 2019",-17.84%
"July 29, 2019",-18.26%
"July 26, 2019",-17.53%
"July 25, 2019",-17.14%
"July 24, 2019",-17.21%
"July 23, 2019",-16.76%
"July 22, 2019",-16.97%
"July 19, 2019",-17.06%
"July 18, 2019",-18.48%
"July 17, 2019",-18.01%
"July 16, 2019",-17.81%
"July 15, 2019",-17.92%
"July 12, 2019",-17.94%
"July 11, 2019",-18.01%
"July 10, 2019",-17.72%
"July 9, 2019",-17.42%
"July 8, 2019",-17.55%
"July 5, 2019",-17.51%
"July 3, 2019",-17.27%
"July 2, 2019",-16.51%
"July 1, 2019",-15.90%
"June 28, 2019",-16.00%
"June 27, 2019",-15.36%
"June 26, 2019",-14.80%
"June 25, 2019",-16.19%
"June 24, 2019",-15.98%
"June 21, 2019",-16.72%
"June 20, 2019",-16.32%
"June 19, 2019",-16.05%
"June 18, 2019",-15.08%
"June 17, 2019",-15.32%
"June 14, 2019",-15.80%
"June 13, 2019",-15.28%
"June 12, 2019",-15.02%
"June 11, 2019",-14.26%
"June 10, 2019",-15.00%
"June 7, 2019",-14.93%
"June 6, 2019",-15.47%
"June 5, 2019",-15.49%
"June 4, 2019",-13.60%
"June 3, 2019",-13.60%
"May 31, 2019",-12.33%
"May 30, 2019",-10.96%
"May 29, 2019",-11.72%
"May 28, 2019",-12.69%
"May 24, 2019",-13.71%
"May 23, 2019",-13.46%
"May 22, 2019",-13.46%
"May 21, 2019",-13.94%
"May 20, 2019",-13.71%
"May 17, 2019",-13.40%
"May 16, 2019",-13.42%
"May 15, 2019",-13.17%
"May 14, 2019",-13.63%
"May 13, 2019",-14.59%
"May 10, 2019",-13.85%
"May 9, 2019",-12.29%
"May 8, 2019",-12.46%
"May 7, 2019",-13.73%
"May 6, 2019",-14.25%
"May 3, 2019",-14.12%
"May 2, 2019",-13.25%
"May 1, 2019",-13.21%
"April 30, 2019",-13.81%
"April 29, 2019",-13.23%
"April 26, 2019",-13.31%
"April 25, 2019",-13.29%
"April 24, 2019",-12.80%
"April 23, 2019",-12.80%
"April 22, 2019",-12.72%
"April 18, 2019",-12.83%
"April 17, 2019",-13.02%
"April 16, 2019",-12.91%
"April 15, 2019",-13.69%
"April 12, 2019",-13.69%
"April 11, 2019",-12.78%
"April 10, 2019",-12.27%
"April 9, 2019",-11.90%
"April 8, 2019",-11.82%
"April 5, 2019",-12.25%
"April 4, 2019",-11.68%
"April 3, 2019",-11.77%
"April 2, 2019",-11.77%
"April 1, 2019",-11.99%
"March 29, 2019",-12.31%
"March 28, 2019",-13.43%
"March 27, 2019",-13.98%
"March 26, 2019",-14.13%
"March 25, 2019",-13.60%
"March 22, 2019",-13.20%
"March 21, 2019",-13.16%
"March 20, 2019",-12.01%
"March 19, 2019",-12.80%
"March 18, 2019",-13.98%
"March 15, 2019",-14.06%
"March 14, 2019",-13.27%
"March 13, 2019",-13.01%
"March 12, 2019",-12.27%
"March 11, 2019",-12.62%
"March 8, 2019",-11.40%
"March 7, 2019",-10.77%
"March 6, 2019",-10.19%
"March 5, 2019",-10.10%
"March 4, 2019",-10.96%
"March 1, 2019",-10.01%
"Feb. 28, 2019",-9.66%
"Feb. 27, 2019",-9.21%
"Feb. 26, 2019",-8.99%
"Feb. 25, 2019",-9.35%
"Feb. 22, 2019",-11.10%
"Feb. 21, 2019",-10.38%
"Feb. 20, 2019",-9.60%
"Feb. 19, 2019",-8.93%
"Feb. 15, 2019",-10.64%
"Feb. 14, 2019",-10.21%
"Feb. 13, 2019",-9.95%
"Feb. 12, 2019",-10.21%
"Feb. 11, 2019",-10.42%
