date,eps_ttm
"Dec. 31, 2019",2.00
"Sept. 30, 2019",1.84
"June 30, 2019",1.86
"March 31, 2019",1.89
"Dec. 31, 2018",1.84
"Sept. 30, 2018",1.69
"June 30, 2018",1.64
"March 31, 2018",1.58
"Dec. 31, 2017",1.52
"Sept. 30, 2017",1.63
"June 30, 2017",2.25
"March 31, 2017",2.30
"Dec. 31, 2016",2.29
"Sept. 30, 2016",2.27
"June 30, 2016",1.57
"March 31, 2016",1.49
"Dec. 31, 2015",1.50
"Sept. 30, 2015",1.43
"June 30, 2015",1.42
"March 31, 2015",1.50
"Dec. 31, 2014",1.64
"Sept. 30, 2014",1.71
"June 30, 2014",1.73
"March 31, 2014",1.73
"Dec. 31, 2013",1.62
"Sept. 30, 2013",1.37
"June 30, 2013",1.38
"March 31, 2013",1.37
"Dec. 31, 2012",1.43
"Sept. 30, 2012",1.65
"June 30, 2012",1.66
"March 31, 2012",1.54
"Dec. 31, 2011",1.44
"Sept. 30, 2011",1.34
"June 30, 2011",1.19
"March 31, 2011",1.22
"Dec. 31, 2010",1.21
"Sept. 30, 2010",1.10
"June 30, 2010",1.12
"March 31, 2010",0.98
"Dec. 31, 2009",0.91
"Sept. 30, 2009",0.92
"June 30, 2009",0.99
"March 31, 2009",0.88
"Dec. 31, 2008",1.07
"Sept. 30, 2008",1.40
"June 30, 2008",1.20
"March 31, 2008",1.35
"Dec. 31, 2007",1.02
"Sept. 30, 2007",0.73
"June 30, 2007",0.89
"March 31, 2007",1.01
"Dec. 31, 2006",1.33
"Sept. 30, 2006",1.59
"June 30, 2006",1.65
"March 31, 2006",1.66
"Dec. 31, 2005",1.56
"Sept. 30, 2005",1.41
"June 30, 2005",1.48
"March 31, 2005",1.28
"Dec. 31, 2004",1.18
"Sept. 30, 2004",1.364
"June 30, 2004",1.039
"March 31, 2004",1.194
"Dec. 31, 2003",1.324
"Sept. 30, 2003",1.163
"June 30, 2003",1.185
"March 31, 2003",1.108
"Dec. 31, 2002",1.153
"Sept. 30, 2002",1.146
"June 30, 2002",0.9714
"March 31, 2002",0.9439
"Dec. 31, 2001",0.7764
"Sept. 30, 2001",0.075
"June 30, 2001",0.3575
"March 31, 2001",0.4625
"Dec. 31, 2000",0.705
"Sept. 30, 2000",1.237
"June 30, 2000",1.070
"March 31, 2000",0.9521
"Dec. 31, 1999",0.6621
"Sept. 30, 1999",0.8335
"June 30, 1999",0.8135
"March 31, 1999",0.811
"Dec. 31, 1998",0.8235
"Sept. 30, 1998",0.8542
"June 30, 1998",0.8967
"March 31, 1998",0.8792
"Dec. 31, 1997",0.8642
"Sept. 30, 1997",0.8469
"June 30, 1997",0.7994
"March 31, 1997",0.8194
"Dec. 31, 1996",0.8194
"Sept. 30, 1996",0.7395
"June 30, 1996",0.812
"March 31, 1996",0.797
"Dec. 31, 1995",0.7945
"Sept. 30, 1995",0.8972
"June 30, 1995",0.8822
"March 31, 1995",0.8772
"Dec. 31, 1994",0.8272
"Sept. 30, 1994",0.4788
"June 30, 1994",0.4313
"March 31, 1994",0.4638
"Dec. 31, 1993",0.4713
"Sept. 30, 1993",0.3662
"June 30, 1993",-0.1663
"March 31, 1993",-0.1938
"Dec. 31, 1992",-0.1613
"Sept. 30, 1992",0.1852
"June 30, 1992",0.7252
"March 31, 1992",0.7102
"Dec. 31, 1991",0.7102
"Sept. 30, 1991",0.4571
"June 30, 1991",0.4896
"March 31, 1991",0.5021
"Dec. 31, 1990",0.4896
"Sept. 30, 1990",0.7671
"June 30, 1990",0.7946
"March 31, 1990",0.8146
"Dec. 31, 1989",0.8896
