date,accruals
"Dec. 31, 2019",-104.31M
"Sept. 30, 2019",-144.13M
"June 30, 2019",-13.25M
"March 31, 2019",-31.01M
"Dec. 31, 2018",-191.59M
"Sept. 30, 2018",-83.04M
"June 30, 2018",-27.07M
"March 31, 2018",6.043M
"Dec. 31, 2017",-67.48M
"Sept. 30, 2017",-85.47M
"June 30, 2017",-87.98M
"March 31, 2017",-12.32M
"Dec. 31, 2016",-41.25M
"Sept. 30, 2016",-55.84M
"June 30, 2016",-10.27M
"March 31, 2016",-138.15M
"Dec. 31, 2015",-92.81M
"Sept. 30, 2015",-1.736M
"June 30, 2015",5.729M
"March 31, 2015",-106.27M
"Dec. 31, 2014",-94.38M
"Sept. 30, 2014",-78.72M
"June 30, 2014",15.14M
"March 31, 2014",2.569M
"Dec. 31, 2013",-75.16M
"Sept. 30, 2013",-67.23M
"June 30, 2013",-41.41M
"March 31, 2013",-14.17M
"Dec. 31, 2012",-143.02M
"Sept. 30, 2012",-77.00M
"June 30, 2012",27.13M
"March 31, 2012",54.50M
"Dec. 31, 2011",-114.58M
"Sept. 30, 2011",2.967M
"June 30, 2011",-40.80M
"March 31, 2011",42.17M
"Dec. 31, 2010",-138.69M
"Sept. 30, 2010",-65.70M
"June 30, 2010",-38.64M
"March 31, 2010",17.73M
"Dec. 31, 2009",-43.36M
"Sept. 30, 2009",-12.71M
"June 30, 2009",-48.68M
"March 31, 2009",-94.81M
"Dec. 31, 2008",-171.80M
"Sept. 30, 2008",-20.39M
"June 30, 2008",14.18M
"March 31, 2008",8.472M
"Dec. 31, 2007",-6.778M
"Sept. 30, 2007",-70.68M
"June 30, 2007",-10.96M
"March 31, 2007",-44.14M
"Dec. 31, 2006",-66.89M
"Sept. 30, 2006",-23.71M
"June 30, 2006",-49.04M
"March 31, 2006",-45.93M
"Dec. 31, 2005",-21.68M
"Sept. 30, 2005",-50.56M
"June 30, 2005",6.341M
"March 31, 2005",-23.00M
"Dec. 31, 2004",15.99M
"Sept. 30, 2004",-17.43M
"June 30, 2004",-96.06M
"March 31, 2004",-39.43M
"Dec. 31, 2003",22.85M
"Sept. 30, 2003",-54.23M
"June 30, 2003",-61.24M
"March 31, 2003",-31.17M
"Dec. 31, 2002",-29.29M
"Sept. 30, 2002",-66.23M
"June 30, 2002",-8.383M
"March 31, 2002",-21.52M
"Dec. 31, 2001",41.95M
"Sept. 30, 2001",-89.36M
"June 30, 2001",-39.84M
"March 31, 2001",-27.80M
"Dec. 31, 2000",77.85M
"Sept. 30, 2000",-83.43M
"June 30, 2000",-42.09M
"March 31, 2000",-33.41M
"Dec. 31, 1999",-22.80M
"Sept. 30, 1999",-57.60M
"June 30, 1999",-60.20M
"March 31, 1999",3.40M
"Dec. 31, 1998",-41.80M
"Sept. 30, 1998",-104.80M
"June 30, 1998",10.30M
"March 31, 1998",-9.50M
"Dec. 31, 1997",-12.90M
"Sept. 30, 1997",-22.20M
"June 30, 1997",-9.10M
"March 31, 1997",-12.80M
"Dec. 31, 1996",-15.90M
"Sept. 30, 1996",-46.00M
"June 30, 1996",-0.80M
"March 31, 1996",-16.90M
"Dec. 31, 1995",-96.90M
"Sept. 30, 1995",-23.30M
"June 30, 1995",4.90M
"March 31, 1995",-19.80M
"Dec. 31, 1994",-34.60M
"Sept. 30, 1994",-54.40M
"June 30, 1994",18.40M
"March 31, 1994",13.30M
