date,sales_est_0y
"March 14, 2020",2.833B
"Feb. 21, 2020",2.833B
"Feb. 18, 2020",2.833B
"Feb. 17, 2020",2.860B
"Feb. 14, 2020",2.944B
"Feb. 8, 2020",2.972B
"Jan. 31, 2020",2.966B
"Jan. 16, 2020",2.966B
"Jan. 15, 2020",2.968B
"Jan. 7, 2020",2.967B
"Dec. 31, 2019",2.903B
"Nov. 16, 2019",2.931B
"Nov. 8, 2019",2.939B
"Nov. 4, 2019",2.940B
"Sept. 13, 2019",2.897B
"Sept. 4, 2019",2.899B
"Aug. 9, 2019",2.899B
"Aug. 6, 2019",2.895B
"Aug. 5, 2019",2.819B
"July 23, 2019",2.899B
"July 3, 2019",2.831B
"June 10, 2019",2.831B
"May 9, 2019",2.831B
"May 8, 2019",2.832B
"April 30, 2019",2.765B
"April 25, 2019",2.765B
"April 17, 2019",2.706B
"March 5, 2019",2.706B
"Feb. 19, 2019",2.755B
"Feb. 18, 2019",2.91B
"Feb. 6, 2019",2.640B
"Jan. 23, 2019",2.640B
"Jan. 14, 2019",2.640B
"Dec. 31, 2018",2.577B
"Nov. 15, 2018",2.576B
"Nov. 9, 2018",2.550B
"Nov. 8, 2018",2.53B
"Oct. 19, 2018",2.621B
"Oct. 9, 2018",2.622B
"Aug. 17, 2018",2.623B
"Aug. 8, 2018",2.625B
"Aug. 6, 2018",2.611B
"Aug. 4, 2018",2.599B
"July 11, 2018",2.570B
"May 15, 2018",2.570B
"May 14, 2018",2.545B
"May 12, 2018",2.545B
"May 11, 2018",2.579B
"May 10, 2018",2.560B
"May 1, 2018",2.560B
"April 24, 2018",2.579B
"April 20, 2018",2.581B
"April 10, 2018",2.549B
"March 21, 2018",2.549B
"March 20, 2018",2.549B
"March 14, 2018",2.545B
"Feb. 15, 2018",2.555B
"Feb. 2, 2018",2.525B
"Jan. 25, 2018",2.543B
"Jan. 5, 2018",2.553B
