date,graham_number
"Dec. 31, 2019",30.69
"Sept. 30, 2019",29.19
"June 30, 2019",29.12
"March 31, 2019",29.20
"Dec. 31, 2018",28.67
"Sept. 30, 2018",27.29
"June 30, 2018",26.70
"March 31, 2018",26.14
"Dec. 31, 2017",25.68
"Sept. 30, 2017",26.63
"June 30, 2017",31.07
"March 31, 2017",31.35
"Dec. 31, 2016",31.32
"Sept. 30, 2016",31.20
"June 30, 2016",25.34
"March 31, 2016",24.57
"Dec. 31, 2015",24.61
"Sept. 30, 2015",23.98
"June 30, 2015",23.76
"March 31, 2015",24.42
"Dec. 31, 2014",25.38
"Sept. 30, 2014",26.00
"June 30, 2014",25.98
"March 31, 2014",25.88
"Dec. 31, 2013",24.93
"Sept. 30, 2013",22.64
"June 30, 2013",22.57
"March 31, 2013",22.43
"Dec. 31, 2012",22.88
"Sept. 30, 2012",24.75
"June 30, 2012",24.63
"March 31, 2012",23.62
"Dec. 31, 2011",22.71
"Sept. 30, 2011",21.98
"June 30, 2011",20.55
"March 31, 2011",20.76
"Dec. 31, 2010",20.65
"Sept. 30, 2010",19.73
"June 30, 2010",19.87
"March 31, 2010",18.55
"Dec. 31, 2009",17.86
"Sept. 30, 2009",17.89
"June 30, 2009",18.47
"March 31, 2009",17.43
"Dec. 31, 2008",19.22
"Sept. 30, 2008",20.65
"June 30, 2008",20.34
"March 31, 2008",21.72
"Dec. 31, 2007",18.73
"Sept. 30, 2007",13.92
"June 30, 2007",15.26
"March 31, 2007",17.44
"Dec. 31, 2006",20.06
"Sept. 30, 2006",23.33
"June 30, 2006",23.46
"March 31, 2006",23.63
"Dec. 31, 2005",22.96
"Sept. 30, 2005",21.81
"June 30, 2005",22.37
"March 31, 2005",20.55
"Dec. 31, 2004",19.96
"Sept. 30, 2004",21.49
"June 30, 2004",18.44
"March 31, 2004",20.27
"Dec. 31, 2003",20.68
"Sept. 30, 2003",19.25
"June 30, 2003",19.45
"March 31, 2003",18.82
"Dec. 31, 2002",19.14
"Sept. 30, 2002",19.12
"June 30, 2002",17.32
"March 31, 2002",16.72
"Dec. 31, 2001",15.10
"Sept. 30, 2001",4.701
"June 30, 2001",10.19
"March 31, 2001",11.48
"Dec. 31, 2000",14.08
"Sept. 30, 2000",19.25
"June 30, 2000",17.90
"March 31, 2000",16.88
"Dec. 31, 1999",14.00
"Sept. 30, 1999",15.60
"June 30, 1999",15.39
"March 31, 1999",15.34
"Dec. 31, 1998",15.45
"Sept. 30, 1998",15.72
"June 30, 1998",16.12
"March 31, 1998",15.93
"Dec. 31, 1997",15.80
"Sept. 30, 1997",15.54
"June 30, 1997",15.02
"March 31, 1997",15.19
"Dec. 31, 1996",15.20
"Sept. 30, 1996",14.39
"June 30, 1996",15.06
"March 31, 1996",14.87
"Dec. 31, 1995",14.80
"Sept. 30, 1995",15.71
"June 30, 1995",15.45
"March 31, 1995",15.36
"Dec. 31, 1994",14.88
"Sept. 30, 1994",11.27
"June 30, 1994",10.63
"March 31, 1994",11.00
