date,eps_est_0q
"Feb. 18, 2020",0.455
"Feb. 14, 2020",0.455
"Jan. 7, 2020",0.48
"Dec. 31, 2019",0.5137
"Nov. 16, 2019",0.5079
"Nov. 8, 2019",0.5076
"Nov. 4, 2019",0.5032
"Oct. 22, 2019",0.4865
"Sept. 30, 2019",0.5959
"Sept. 13, 2019",0.6042
"Aug. 16, 2019",0.6114
"Aug. 9, 2019",0.6114
"July 23, 2019",0.6292
"July 3, 2019",0.6283
"June 30, 2019",0.4335
"May 8, 2019",0.4452
"April 30, 2019",0.438
"March 31, 2019",0.3822
"March 20, 2019",0.3885
"March 5, 2019",0.3825
"Feb. 19, 2019",0.39
"Feb. 18, 2019",0.39
"Dec. 31, 2018",0.4675
"Nov. 30, 2018",0.4636
"Nov. 15, 2018",0.4738
"Nov. 9, 2018",0.4553
"Oct. 19, 2018",0.4576
"Oct. 18, 2018",0.4501
"Oct. 9, 2018",0.4451
"Sept. 30, 2018",0.613
"Aug. 17, 2018",0.5962
"Aug. 8, 2018",0.6162
"Aug. 6, 2018",0.6187
"Aug. 4, 2018",0.6179
"July 11, 2018",0.6413
"June 30, 2018",0.4178
"May 15, 2018",0.4438
"May 14, 2018",0.4185
"May 12, 2018",0.4183
"May 11, 2018",0.4181
"April 20, 2018",0.4386
"April 10, 2018",0.4186
"April 3, 2018",0.419
"March 31, 2018",0.3758
"March 29, 2018",0.3736
"March 21, 2018",0.3736
"March 20, 2018",0.3746
"March 14, 2018",0.3762
"Feb. 15, 2018",0.3762
"Feb. 2, 2018",0.3829
"Jan. 19, 2018",0.40
"Jan. 5, 2018",0.40
