date,market_cap
"March 19, 2020",4.230B
"March 18, 2020",4.633B
"March 17, 2020",4.756B
"March 16, 2020",4.116B
"March 13, 2020",4.522B
"March 12, 2020",4.205B
"March 11, 2020",4.829B
"March 10, 2020",5.091B
"March 9, 2020",5.076B
"March 6, 2020",5.413B
"March 5, 2020",5.337B
"March 4, 2020",5.373B
"March 3, 2020",5.083B
"March 2, 2020",5.150B
"Feb. 28, 2020",4.872B
"Feb. 27, 2020",5.203B
"Feb. 26, 2020",5.422B
"Feb. 25, 2020",5.493B
"Feb. 24, 2020",5.613B
"Feb. 21, 2020",5.640B
"Feb. 20, 2020",5.633B
"Feb. 19, 2020",5.641B
"Feb. 18, 2020",5.704B
"Feb. 14, 2020",5.641B
"Feb. 13, 2020",5.602B
"Feb. 12, 2020",5.536B
"Feb. 11, 2020",5.548B
"Feb. 10, 2020",5.558B
"Feb. 7, 2020",5.525B
"Feb. 6, 2020",5.570B
"Feb. 5, 2020",5.577B
"Feb. 4, 2020",5.563B
"Feb. 3, 2020",5.672B
"Jan. 31, 2020",5.654B
"Jan. 30, 2020",5.704B
"Jan. 29, 2020",5.649B
"Jan. 28, 2020",5.629B
"Jan. 27, 2020",5.634B
"Jan. 24, 2020",5.647B
"Jan. 23, 2020",5.609B
"Jan. 22, 2020",5.551B
"Jan. 21, 2020",5.533B
"Jan. 17, 2020",5.499B
"Jan. 16, 2020",5.474B
"Jan. 15, 2020",5.452B
"Jan. 14, 2020",5.392B
"Jan. 13, 2020",5.394B
"Jan. 10, 2020",5.329B
"Jan. 9, 2020",5.313B
"Jan. 8, 2020",5.277B
"Jan. 7, 2020",5.299B
"Jan. 6, 2020",5.322B
"Jan. 3, 2020",5.322B
"Jan. 2, 2020",5.320B
"Dec. 31, 2019",5.383B
"Dec. 30, 2019",5.383B
"Dec. 27, 2019",5.372B
"Dec. 26, 2019",5.351B
"Dec. 24, 2019",5.342B
"Dec. 23, 2019",5.346B
"Dec. 20, 2019",5.443B
"Dec. 19, 2019",5.423B
"Dec. 18, 2019",5.427B
"Dec. 17, 2019",5.384B
"Dec. 16, 2019",5.374B
"Dec. 13, 2019",5.311B
"Dec. 12, 2019",5.304B
"Dec. 11, 2019",5.331B
"Dec. 10, 2019",5.304B
"Dec. 9, 2019",5.265B
"Dec. 6, 2019",5.272B
"Dec. 5, 2019",5.277B
"Dec. 4, 2019",5.266B
"Dec. 3, 2019",5.246B
"Dec. 2, 2019",5.238B
"Nov. 29, 2019",5.294B
"Nov. 27, 2019",5.350B
"Nov. 26, 2019",5.304B
"Nov. 25, 2019",5.274B
"Nov. 22, 2019",5.324B
"Nov. 21, 2019",5.270B
"Nov. 20, 2019",5.329B
"Nov. 19, 2019",5.229B
"Nov. 18, 2019",5.210B
"Nov. 15, 2019",5.258B
"Nov. 14, 2019",5.256B
"Nov. 13, 2019",5.255B
"Nov. 12, 2019",5.157B
"Nov. 11, 2019",5.144B
"Nov. 8, 2019",5.183B
"Nov. 7, 2019",5.202B
"Nov. 6, 2019",5.304B
"Nov. 5, 2019",5.311B
"Nov. 4, 2019",5.360B
"Nov. 1, 2019",5.444B
"Oct. 31, 2019",5.424B
"Oct. 30, 2019",5.489B
"Oct. 29, 2019",5.430B
"Oct. 28, 2019",5.382B
"Oct. 25, 2019",5.439B
"Oct. 24, 2019",5.493B
"Oct. 23, 2019",5.502B
"Oct. 22, 2019",5.498B
"Oct. 21, 2019",5.511B
"Oct. 18, 2019",5.523B
"Oct. 17, 2019",5.491B
"Oct. 16, 2019",5.461B
"Oct. 15, 2019",5.474B
"Oct. 14, 2019",5.530B
"Oct. 11, 2019",5.597B
"Oct. 10, 2019",5.599B
"Oct. 9, 2019",5.584B
"Oct. 8, 2019",5.573B
"Oct. 7, 2019",5.644B
"Oct. 4, 2019",5.707B
"Oct. 3, 2019",5.608B
"Oct. 2, 2019",5.592B
"Oct. 1, 2019",5.662B
"Sept. 30, 2019",5.678B
"Sept. 27, 2019",5.670B
"Sept. 26, 2019",5.703B
"Sept. 25, 2019",5.697B
"Sept. 24, 2019",5.645B
"Sept. 23, 2019",5.582B
"Sept. 20, 2019",5.604B
"Sept. 19, 2019",5.562B
"Sept. 18, 2019",5.561B
"Sept. 17, 2019",5.520B
"Sept. 16, 2019",5.449B
"Sept. 13, 2019",5.488B
"Sept. 12, 2019",5.524B
"Sept. 11, 2019",5.461B
"Sept. 10, 2019",5.407B
"Sept. 9, 2019",5.453B
"Sept. 6, 2019",5.495B
"Sept. 5, 2019",5.535B
"Sept. 4, 2019",5.597B
"Sept. 3, 2019",5.604B
"Aug. 30, 2019",5.534B
"Aug. 29, 2019",5.526B
"Aug. 28, 2019",5.513B
"Aug. 27, 2019",5.506B
"Aug. 26, 2019",5.494B
"Aug. 23, 2019",5.461B
"Aug. 22, 2019",5.484B
"Aug. 21, 2019",5.468B
"Aug. 20, 2019",5.432B
"Aug. 19, 2019",5.456B
"Aug. 16, 2019",5.444B
"Aug. 15, 2019",5.366B
"Aug. 14, 2019",5.289B
"Aug. 13, 2019",5.299B
"Aug. 12, 2019",5.243B
"Aug. 9, 2019",5.257B
"Aug. 8, 2019",5.327B
"Aug. 7, 2019",5.223B
"Aug. 6, 2019",5.208B
"Aug. 5, 2019",5.150B
"Aug. 2, 2019",5.183B
"Aug. 1, 2019",5.224B
"July 31, 2019",5.144B
"July 30, 2019",5.152B
"July 29, 2019",5.173B
"July 26, 2019",5.154B
"July 25, 2019",5.114B
"July 24, 2019",5.148B
"July 23, 2019",5.170B
"July 22, 2019",5.173B
"July 19, 2019",5.166B
"July 18, 2019",5.271B
"July 17, 2019",5.249B
"July 16, 2019",5.263B
"July 15, 2019",5.218B
"July 12, 2019",5.226B
"July 11, 2019",5.261B
"July 10, 2019",5.245B
"July 9, 2019",5.262B
"July 8, 2019",5.252B
"July 5, 2019",5.242B
"July 3, 2019",5.221B
"July 2, 2019",5.159B
"July 1, 2019",5.087B
"June 28, 2019",5.060B
"June 27, 2019",5.087B
"June 26, 2019",5.104B
"June 25, 2019",5.254B
"June 24, 2019",5.248B
"June 21, 2019",5.322B
"June 20, 2019",5.272B
"June 19, 2019",5.216B
"June 18, 2019",5.182B
"June 17, 2019",5.155B
"June 14, 2019",5.219B
"June 13, 2019",5.192B
"June 12, 2019",5.234B
"June 11, 2019",5.210B
"June 10, 2019",5.252B
"June 7, 2019",5.263B
"June 6, 2019",5.250B
"June 5, 2019",5.205B
"June 4, 2019",5.118B
"June 3, 2019",5.109B
"May 31, 2019",5.052B
"May 30, 2019",4.998B
"May 29, 2019",5.068B
"May 28, 2019",5.145B
"May 24, 2019",5.223B
"May 23, 2019",5.246B
"May 22, 2019",5.216B
"May 21, 2019",5.175B
"May 20, 2019",5.184B
"May 17, 2019",5.188B
