date,debt_equity_ratio
"Dec. 31, 2019",0.7452
"Sept. 30, 2019",0.7453
"June 30, 2019",0.7636
"March 31, 2019",0.771
"Dec. 31, 2018",0.7741
"Sept. 30, 2018",0.7746
"June 30, 2018",0.7998
"March 31, 2018",0.8699
"Dec. 31, 2017",0.7756
"Sept. 30, 2017",0.7778
"June 30, 2017",0.7998
"March 31, 2017",0.8082
"Dec. 31, 2016",0.8206
"Sept. 30, 2016",0.8154
"June 30, 2016",0.8471
"March 31, 2016",0.9083
"Dec. 31, 2015",0.8487
"Sept. 30, 2015",0.852
"June 30, 2015",0.8856
"March 31, 2015",0.9754
"Dec. 31, 2014",0.835
"Sept. 30, 2014",0.8452
"June 30, 2014",0.8782
"March 31, 2014",0.8951
"Dec. 31, 2013",0.903
"Sept. 30, 2013",0.9353
"June 30, 2013",0.9692
"March 31, 2013",0.9127
"Dec. 31, 2012",0.9229
"Sept. 30, 2012",0.8978
"June 30, 2012",0.9468
"March 31, 2012",0.9282
"Dec. 31, 2011",0.9307
"Sept. 30, 2011",0.9299
"June 30, 2011",0.9951
"March 31, 2011",1.008
"Dec. 31, 2010",1.095
"Sept. 30, 2010",1.067
"June 30, 2010",1.004
"March 31, 2010",1.032
"Dec. 31, 2009",1.054
"Sept. 30, 2009",1.017
"June 30, 2009",1.090
"March 31, 2009",1.155
"Dec. 31, 2008",1.091
"Sept. 30, 2008",1.168
"June 30, 2008",1.177
"March 31, 2008",1.158
"Dec. 31, 2007",1.122
"Sept. 30, 2007",1.075
"June 30, 2007",1.063
"March 31, 2007",1.022
"Dec. 31, 2006",1.025
"Sept. 30, 2006",0.9772
"June 30, 2006",1.027
"March 31, 2006",1.054
"Dec. 31, 2005",1.073
"Sept. 30, 2005",1.085
"June 30, 2005",1.086
"March 31, 2005",1.090
"Dec. 31, 2004",1.085
"Sept. 30, 2004",1.291
"June 30, 2004",1.179
"March 31, 2004",1.223
"Dec. 31, 2003",1.208
"Sept. 30, 2003",1.136
"June 30, 2003",1.238
"March 31, 2003",1.228
"Dec. 31, 2002",1.254
"Sept. 30, 2002",1.304
"June 30, 2002",1.264
"March 31, 2002",1.230
"Dec. 31, 2001",1.274
"Sept. 30, 2001",1.243
"June 30, 2001",1.148
"March 31, 2001",1.243
"Dec. 31, 2000",1.106
"Sept. 30, 2000",0.9724
"June 30, 2000",0.9524
"March 31, 2000",0.9559
"Dec. 31, 1999",1.084
"Sept. 30, 1999",0.9839
"June 30, 1999",1.025
"March 31, 1999",0.9998
"Dec. 31, 1998",1.029
"Sept. 30, 1998",1.010
"June 30, 1998",1.007
"March 31, 1998",1.005
"Dec. 31, 1997",1.023
"Sept. 30, 1997",0.9942
"June 30, 1997",0.9826
"March 31, 1997",0.9815
"Dec. 31, 1996",0.9889
"Sept. 30, 1996",0.9163
"June 30, 1996",0.9014
"March 31, 1996",0.9136
"Dec. 31, 1995",0.9156
"Sept. 30, 1995",0.9395
"June 30, 1995",0.9384
"March 31, 1995",0.9386
"Dec. 31, 1994",0.9286
"Sept. 30, 1994",0.9241
"June 30, 1994",0.8866
"March 31, 1994",0.8885
