date,days_payables_outstanding
"Dec. 31, 2019",50.55
"Sept. 30, 2019",35.78
"June 30, 2019",41.02
"March 31, 2019",37.93
"Dec. 31, 2018",42.65
"Sept. 30, 2018",29.76
"June 30, 2018",33.00
"March 31, 2018",35.60
"Dec. 31, 2017",40.08
"Sept. 30, 2017",30.27
"June 30, 2017",34.50
"March 31, 2017",39.17
"Dec. 31, 2016",45.08
"Sept. 30, 2016",32.64
"June 30, 2016",34.82
"March 31, 2016",38.44
"Dec. 31, 2015",44.70
"Sept. 30, 2015",36.93
"June 30, 2015",36.05
"March 31, 2015",37.56
"Dec. 31, 2014",37.74
"Sept. 30, 2014",33.31
"June 30, 2014",36.44
"March 31, 2014",38.02
"Dec. 31, 2013",39.05
"Sept. 30, 2013",34.88
"June 30, 2013",40.43
"March 31, 2013",44.70
"Dec. 31, 2012",72.39
"Sept. 30, 2012",50.28
"June 30, 2012",49.06
"March 31, 2012",32.78
"Dec. 31, 2011",19.42
"Sept. 30, 2011",73.70
"June 30, 2011",75.20
"March 31, 2011",77.01
"Dec. 31, 2010",25.62
"Sept. 30, 2010",65.39
"June 30, 2010",60.52
"March 31, 2010",56.47
"Dec. 31, 2009",120.57
"Sept. 30, 2009",50.98
"June 30, 2009",57.39
"March 31, 2009",73.89
"Dec. 31, 2008",116.86
"Sept. 30, 2008",52.47
"June 30, 2008",62.11
"March 31, 2008",90.41
"Dec. 31, 2007",106.03
"Sept. 30, 2007",60.60
"June 30, 2007",87.96
"March 31, 2007",93.97
"Dec. 31, 2006",80.02
"Sept. 30, 2006",47.12
"June 30, 2006",
"March 31, 2006",45.37
"Dec. 31, 2005",69.88
"Sept. 30, 2005",47.63
"June 30, 2005",67.51
"March 31, 2005",81.02
"Dec. 31, 2004",103.25
"Sept. 30, 2004",46.41
"June 30, 2004",45.21
"March 31, 2004",69.52
"Dec. 31, 2003",41.96
"Sept. 30, 2003",49.72
"June 30, 2003",113.05
"March 31, 2003",239.53
"Dec. 31, 2002",55.05
"Sept. 30, 2002",151.31
"June 30, 2002",138.82
"March 31, 2002",320.95
"Dec. 31, 2001",-309.44
"Sept. 30, 2001",98.61
"June 30, 2001",156.24
"March 31, 2001",236.88
"Dec. 31, 2000",201.32
"Sept. 30, 2000",168.13
"June 30, 2000",149.50
"March 31, 2000",296.66
"Dec. 31, 1999",298.46
"Sept. 30, 1999",170.73
"June 30, 1999",197.95
"March 31, 1999",209.58
"Dec. 31, 1998",177.40
"Sept. 30, 1998",94.79
"June 30, 1998",204.52
"March 31, 1998",197.43
"Dec. 31, 1997",-183.08
"Sept. 30, 1997",47.72
"June 30, 1997",65.87
"March 31, 1997",78.81
"Dec. 31, 1996",82.16
"Sept. 30, 1996",52.12
"June 30, 1996",90.94
"March 31, 1996",144.99
"Dec. 31, 1995",104.20
"Sept. 30, 1995",57.13
"June 30, 1995",87.00
"March 31, 1995",92.79
"Dec. 31, 1994",102.95
"Sept. 30, 1994",48.89
"June 30, 1994",58.94
