date,tobin_q
"Dec. 31, 2019",1.043
"Sept. 30, 2019",1.108
"June 30, 2019",1.020
"March 31, 2019",1.025
"Dec. 31, 2018",0.9691
"Sept. 30, 2018",1.034
"June 30, 2018",0.9959
"March 31, 2018",0.9543
"Dec. 31, 2017",1.010
"Sept. 30, 2017",0.9336
"June 30, 2017",0.9267
"March 31, 2017",0.9145
"Dec. 31, 2016",0.8925
"Sept. 30, 2016",0.887
"June 30, 2016",0.9165
"March 31, 2016",0.853
"Dec. 31, 2015",0.8183
"Sept. 30, 2015",0.7933
"June 30, 2015",0.7247
"March 31, 2015",0.7639
"Dec. 31, 2014",0.8289
"Sept. 30, 2014",0.7409
"June 30, 2014",0.7998
"March 31, 2014",0.7755
"Dec. 31, 2013",0.7443
"Sept. 30, 2013",0.6823
"June 30, 2013",0.6937
"March 31, 2013",0.7208
"Dec. 31, 2012",0.6851
"Sept. 30, 2012",0.693
"June 30, 2012",0.7026
"March 31, 2012",0.7027
"Dec. 31, 2011",0.7183
"Sept. 30, 2011",0.6863
"June 30, 2011",0.7461
"March 31, 2011",0.7341
"Dec. 31, 2010",0.7058
"Sept. 30, 2010",0.6923
"June 30, 2010",0.6856
"March 31, 2010",0.711
"Dec. 31, 2009",0.6719
"Sept. 30, 2009",0.6494
"June 30, 2009",0.6317
"March 31, 2009",0.5952
"Dec. 31, 2008",0.6599
"Sept. 30, 2008",0.6934
"June 30, 2008",0.7083
"March 31, 2008",0.7435
"Dec. 31, 2007",0.7808
"Sept. 30, 2007",0.7273
"June 30, 2007",0.7192
"March 31, 2007",0.7478
"Dec. 31, 2006",0.8031
"Sept. 30, 2006",0.8066
"June 30, 2006",0.7455
"March 31, 2006",0.7111
"Dec. 31, 2005",0.6725
"Sept. 30, 2005",0.7086
"June 30, 2005",0.7162
"March 31, 2005",0.6787
"Dec. 31, 2004",0.7217
"Sept. 30, 2004",0.7087
"June 30, 2004",0.687
"March 31, 2004",0.7084
"Dec. 31, 2003",0.7131
"Sept. 30, 2003",0.7025
"June 30, 2003",0.6926
"March 31, 2003",0.6282
"Dec. 31, 2002",0.6145
"Sept. 30, 2002",0.6119
"June 30, 2002",0.6668
"March 31, 2002",0.808
"Dec. 31, 2001",0.7491
"Sept. 30, 2001",0.6723
"June 30, 2001",0.6325
"March 31, 2001",0.6219
"Dec. 31, 2000",0.7062
"Sept. 30, 2000",0.8455
"June 30, 2000",0.7192
"March 31, 2000",0.8381
"Dec. 31, 1999",0.732
"Sept. 30, 1999",0.798
"June 30, 1999",0.8149
"March 31, 1999",0.8061
"Dec. 31, 1998",0.9209
"Sept. 30, 1998",0.8654
"June 30, 1998",0.8981
"March 31, 1998",0.9329
"Dec. 31, 1997",0.9436
"Sept. 30, 1997",0.8678
"June 30, 1997",0.8664
"March 31, 1997",0.8583
"Dec. 31, 1996",0.8768
"Sept. 30, 1996",0.8861
"June 30, 1996",0.8794
"March 31, 1996",0.8555
"Dec. 31, 1995",0.8674
"Sept. 30, 1995",0.845
"June 30, 1995",0.8041
"March 31, 1995",0.7873
"Dec. 31, 1994",0.7739
"Sept. 30, 1994",0.7965
"June 30, 1994",0.769
"March 31, 1994",0.8657
