date,pe_10
"March 19, 2020",22.26
"March 18, 2020",24.38
"March 17, 2020",25.03
"March 16, 2020",21.66
"March 13, 2020",23.80
"March 12, 2020",22.13
"March 11, 2020",25.42
"March 10, 2020",26.80
"March 9, 2020",26.72
"March 6, 2020",28.49
"March 5, 2020",28.09
"March 4, 2020",28.28
"March 3, 2020",26.75
"March 2, 2020",27.11
"Feb. 28, 2020",25.64
"Feb. 27, 2020",27.38
"Feb. 26, 2020",28.54
"Feb. 25, 2020",28.91
"Feb. 24, 2020",29.54
"Feb. 21, 2020",29.68
"Feb. 20, 2020",29.65
"Feb. 19, 2020",29.69
"Feb. 18, 2020",30.02
"Feb. 14, 2020",29.69
"Feb. 13, 2020",29.49
"Feb. 12, 2020",29.14
"Feb. 11, 2020",29.21
"Feb. 10, 2020",29.26
"Feb. 7, 2020",29.08
"Feb. 6, 2020",29.32
"Feb. 5, 2020",29.36
"Feb. 4, 2020",29.28
"Feb. 3, 2020",29.86
"Jan. 31, 2020",29.76
"Jan. 30, 2020",30.03
"Jan. 29, 2020",29.74
"Jan. 28, 2020",29.63
"Jan. 27, 2020",29.66
"Jan. 24, 2020",29.72
"Jan. 23, 2020",29.53
"Jan. 22, 2020",29.22
"Jan. 21, 2020",29.13
"Jan. 17, 2020",28.95
"Jan. 16, 2020",28.81
"Jan. 15, 2020",28.70
"Jan. 14, 2020",28.38
"Jan. 13, 2020",28.39
"Jan. 10, 2020",28.05
"Jan. 9, 2020",27.97
"Jan. 8, 2020",27.78
"Jan. 7, 2020",27.90
"Jan. 6, 2020",28.01
"Jan. 3, 2020",28.01
"Jan. 2, 2020",28.01
"Dec. 31, 2019",28.33
"Dec. 30, 2019",28.71
"Dec. 27, 2019",28.65
"Dec. 26, 2019",28.54
"Dec. 24, 2019",28.49
"Dec. 23, 2019",28.51
"Dec. 20, 2019",29.03
"Dec. 19, 2019",28.92
"Dec. 18, 2019",28.95
"Dec. 17, 2019",28.72
"Dec. 16, 2019",28.66
"Dec. 13, 2019",28.33
"Dec. 12, 2019",28.29
"Dec. 11, 2019",28.43
"Dec. 10, 2019",28.29
"Dec. 9, 2019",28.08
"Dec. 6, 2019",28.12
"Dec. 5, 2019",28.15
"Dec. 4, 2019",28.09
"Dec. 3, 2019",27.98
"Dec. 2, 2019",27.94
"Nov. 29, 2019",28.24
"Nov. 27, 2019",28.54
"Nov. 26, 2019",28.29
"Nov. 25, 2019",28.13
"Nov. 22, 2019",28.40
"Nov. 21, 2019",28.11
"Nov. 20, 2019",28.42
"Nov. 19, 2019",27.89
"Nov. 18, 2019",27.79
"Nov. 15, 2019",28.05
"Nov. 14, 2019",28.03
"Nov. 13, 2019",28.03
"Nov. 12, 2019",27.51
"Nov. 11, 2019",27.44
"Nov. 8, 2019",27.65
"Nov. 7, 2019",27.75
"Nov. 6, 2019",28.29
"Nov. 5, 2019",28.33
"Nov. 4, 2019",28.59
"Nov. 1, 2019",29.04
"Oct. 31, 2019",28.93
"Oct. 30, 2019",29.28
"Oct. 29, 2019",28.96
"Oct. 28, 2019",28.71
"Oct. 25, 2019",29.01
"Oct. 24, 2019",29.30
"Oct. 23, 2019",29.35
"Oct. 22, 2019",29.33
"Oct. 21, 2019",29.40
"Oct. 18, 2019",29.46
"Oct. 17, 2019",29.29
"Oct. 16, 2019",29.13
"Oct. 15, 2019",29.20
"Oct. 14, 2019",29.49
"Oct. 11, 2019",29.85
"Oct. 10, 2019",29.86
"Oct. 9, 2019",29.79
"Oct. 8, 2019",29.73
"Oct. 7, 2019",30.10
"Oct. 4, 2019",30.44
"Oct. 3, 2019",29.91
"Oct. 2, 2019",29.83
"Oct. 1, 2019",30.20
"Sept. 30, 2019",30.29
"Sept. 27, 2019",30.63
"Sept. 26, 2019",30.82
"Sept. 25, 2019",30.78
"Sept. 24, 2019",30.50
"Sept. 23, 2019",30.16
"Sept. 20, 2019",30.28
"Sept. 19, 2019",30.05
"Sept. 18, 2019",30.05
"Sept. 17, 2019",29.83
"Sept. 16, 2019",29.44
"Sept. 13, 2019",29.65
"Sept. 12, 2019",29.85
"Sept. 11, 2019",29.50
"Sept. 10, 2019",29.21
"Sept. 9, 2019",29.47
"Sept. 6, 2019",29.69
"Sept. 5, 2019",29.90
"Sept. 4, 2019",30.24
"Sept. 3, 2019",30.28
"Aug. 30, 2019",29.90
"Aug. 29, 2019",29.86
"Aug. 28, 2019",29.79
"Aug. 27, 2019",29.75
"Aug. 26, 2019",29.68
"Aug. 23, 2019",29.50
"Aug. 22, 2019",29.63
"Aug. 21, 2019",29.54
"Aug. 20, 2019",29.35
"Aug. 19, 2019",29.48
"Aug. 16, 2019",29.42
"Aug. 15, 2019",28.99
"Aug. 14, 2019",28.58
"Aug. 13, 2019",28.63
"Aug. 12, 2019",28.33
"Aug. 9, 2019",28.41
"Aug. 8, 2019",28.78
"Aug. 7, 2019",28.22
"Aug. 6, 2019",28.14
"Aug. 5, 2019",27.82
"Aug. 2, 2019",28.00
"Aug. 1, 2019",28.23
"July 31, 2019",27.79
"July 30, 2019",27.83
"July 29, 2019",27.95
"July 26, 2019",27.85
"July 25, 2019",27.63
"July 24, 2019",27.81
"July 23, 2019",27.93
"July 22, 2019",27.95
"July 19, 2019",27.91
"July 18, 2019",28.48
"July 17, 2019",28.36
"July 16, 2019",28.44
"July 15, 2019",28.19
"July 12, 2019",28.23
"July 11, 2019",28.42
"July 10, 2019",28.34
