date,dividend_yield
"March 19, 2020",3.10%
"March 18, 2020",2.83%
"March 17, 2020",2.76%
"March 16, 2020",3.18%
"March 13, 2020",2.90%
"March 12, 2020",3.12%
"March 11, 2020",2.71%
"March 10, 2020",2.57%
"March 9, 2020",2.58%
"March 6, 2020",2.42%
"March 5, 2020",2.46%
"March 4, 2020",2.44%
"March 3, 2020",2.58%
"March 2, 2020",2.54%
"Feb. 28, 2020",2.69%
"Feb. 27, 2020",2.52%
"Feb. 26, 2020",2.42%
"Feb. 25, 2020",2.39%
"Feb. 24, 2020",2.34%
"Feb. 21, 2020",2.32%
"Feb. 20, 2020",2.33%
"Feb. 19, 2020",2.32%
"Feb. 18, 2020",2.30%
"Feb. 14, 2020",2.32%
"Feb. 13, 2020",2.34%
"Feb. 12, 2020",2.37%
"Feb. 11, 2020",2.36%
"Feb. 10, 2020",2.36%
"Feb. 7, 2020",2.37%
"Feb. 6, 2020",2.35%
"Feb. 5, 2020",2.35%
"Feb. 4, 2020",2.36%
"Feb. 3, 2020",2.27%
"Jan. 31, 2020",2.28%
"Jan. 30, 2020",2.26%
"Jan. 29, 2020",2.28%
"Jan. 28, 2020",2.29%
"Jan. 27, 2020",2.29%
"Jan. 24, 2020",2.28%
"Jan. 23, 2020",2.30%
"Jan. 22, 2020",2.32%
"Jan. 21, 2020",2.33%
"Jan. 17, 2020",2.35%
"Jan. 16, 2020",2.36%
"Jan. 15, 2020",2.37%
"Jan. 14, 2020",2.39%
"Jan. 13, 2020",2.39%
"Jan. 10, 2020",2.42%
"Jan. 9, 2020",2.43%
"Jan. 8, 2020",2.45%
"Jan. 7, 2020",2.43%
"Jan. 6, 2020",2.42%
"Jan. 3, 2020",2.42%
"Jan. 2, 2020",2.43%
"Dec. 31, 2019",2.40%
"Dec. 30, 2019",2.40%
"Dec. 27, 2019",2.40%
"Dec. 26, 2019",2.41%
"Dec. 24, 2019",2.42%
"Dec. 23, 2019",2.41%
"Dec. 20, 2019",2.37%
"Dec. 19, 2019",2.38%
"Dec. 18, 2019",2.38%
"Dec. 17, 2019",2.40%
"Dec. 16, 2019",2.40%
"Dec. 13, 2019",2.43%
"Dec. 12, 2019",2.43%
"Dec. 11, 2019",2.42%
"Dec. 10, 2019",2.43%
"Dec. 9, 2019",2.45%
"Dec. 6, 2019",2.45%
"Dec. 5, 2019",2.45%
"Dec. 4, 2019",2.45%
