date,net_income_ttm
"Dec. 31, 2019",232.85M
"Sept. 30, 2019",211.86M
"June 30, 2019",224.21M
"March 31, 2019",233.34M
"Dec. 31, 2018",226.80M
"Sept. 30, 2018",239.51M
"June 30, 2018",227.92M
"March 31, 2018",215.46M
"Dec. 31, 2017",212.42M
"Sept. 30, 2017",206.78M
"June 30, 2017",199.25M
"March 31, 2017",205.66M
"Dec. 31, 2016",198.29M
"Sept. 30, 2016",196.91M
"June 30, 2016",187.14M
"March 31, 2016",196.98M
"Dec. 31, 2015",194.68M
"Sept. 30, 2015",197.49M
"June 30, 2015",211.05M
"March 31, 2015",189.51M
"Dec. 31, 2014",193.48M
"Sept. 30, 2014",186.44M
"June 30, 2014",172.66M
"March 31, 2014",174.63M
"Dec. 31, 2013",182.42M
"Sept. 30, 2013",175.53M
"June 30, 2013",194.48M
"March 31, 2013",183.28M
"Dec. 31, 2012",173.02M
"Sept. 30, 2012",164.57M
"June 30, 2012",179.57M
"March 31, 2012",165.17M
"Dec. 31, 2011",169.98M
"Sept. 30, 2011",178.10M
"June 30, 2011",138.17M
"March 31, 2011",156.48M
"Dec. 31, 2010",142.80M
"Sept. 30, 2010",145.92M
"June 30, 2010",133.26M
"March 31, 2010",121.53M
"Dec. 31, 2009",124.35M
"Sept. 30, 2009",108.28M
"June 30, 2009",105.54M
"March 31, 2009",95.58M
"Dec. 31, 2008",98.42M
"Sept. 30, 2008",101.26M
"June 30, 2008",78.46M
"March 31, 2008",79.41M
"Dec. 31, 2007",82.34M
"Sept. 30, 2007",90.12M
"June 30, 2007",105.18M
"March 31, 2007",112.21M
"Dec. 31, 2006",113.04M
"Sept. 30, 2006",102.48M
"June 30, 2006",82.11M
"March 31, 2006",72.35M
"Dec. 31, 2005",69.94M
"Sept. 30, 2005",71.86M
"June 30, 2005",77.43M
"March 31, 2005",74.68M
"Dec. 31, 2004",71.28M
"Sept. 30, 2004",65.59M
"June 30, 2004",83.18M
"March 31, 2004",69.31M
"Dec. 31, 2003",47.45M
"Sept. 30, 2003",40.36M
"June 30, 2003",30.59M
"March 31, 2003",34.47M
"Dec. 31, 2002",61.67M
"Sept. 30, 2002",85.21M
"June 30, 2002",82.21M
"March 31, 2002",115.21M
"Dec. 31, 2001",125.21M
"Sept. 30, 2001",128.84M
"June 30, 2001",136.40M
"March 31, 2001",132.92M
"Dec. 31, 2000",140.00M
"Sept. 30, 2000",134.40M
"June 30, 2000",114.86M
"March 31, 2000",103.58M
"Dec. 31, 1999",91.00M
"Sept. 30, 1999",91.23M
"June 30, 1999",91.52M
"March 31, 1999",90.62M
"Dec. 31, 1998",89.17M
"Sept. 30, 1998",86.24M
"June 30, 1998",85.08M
"March 31, 1998",84.77M
"Dec. 31, 1997",87.10M
"Sept. 30, 1997",82.32M
"June 30, 1997",80.33M
"March 31, 1997",83.32M
"Dec. 31, 1996",83.16M
"Sept. 30, 1996",97.23M
"June 30, 1996",101.85M
"March 31, 1996",96.40M
"Dec. 31, 1995",86.92M
"Sept. 30, 1995",85.44M
"June 30, 1995",77.96M
"March 31, 1995",77.40M
"Dec. 31, 1994",74.93M
"Sept. 30, 1994",79.88M
"June 30, 1994",79.99M
"March 31, 1994",81.46M
"Dec. 31, 1993",84.50M
"Sept. 30, 1993",75.30M
"June 30, 1993",74.00M
"March 31, 1993",67.90M
"Dec. 31, 1992",60.00M
"Sept. 30, 1992",56.30M
"June 30, 1992",57.90M
"March 31, 1992",55.50M
"Dec. 31, 1991",57.90M
"Sept. 30, 1991",63.10M
"June 30, 1991",64.00M
"March 31, 1991",68.20M
"Dec. 31, 1990",69.30M
"Sept. 30, 1990",68.90M
"June 30, 1990",71.00M
"March 31, 1990",77.00M
"Dec. 31, 1989",84.70M
"Sept. 30, 1989",83.90M
"June 30, 1989",77.90M
"March 31, 1989",63.50M
"Dec. 31, 1988",49.10M
"Sept. 30, 1988",35.30M
"June 30, 1988",39.50M
"March 31, 1988",41.90M
"Dec. 31, 1987",48.20M
"Sept. 30, 1987",59.80M
"June 30, 1987",64.00M
"March 31, 1987",71.20M
"Dec. 31, 1986",78.40M
"Sept. 30, 1986",79.50M
"June 30, 1986",76.80M
"March 31, 1986",78.90M
"Dec. 31, 1985",84.80M
"Sept. 30, 1985",90.90M
"June 30, 1985",94.00M
"March 31, 1985",100.30M
"Dec. 31, 1984",100.00M
