date,eps_est_0q
"March 17, 2020",0.835
"Feb. 21, 2020",0.835
"Dec. 31, 2019",0.77
"Nov. 4, 2019",0.775
"Nov. 1, 2019",0.7733
"Oct. 31, 2019",0.67
"Oct. 17, 2019",0.6225
"Sept. 30, 2019",1.93
"Sept. 23, 2019",1.983
"Aug. 2, 2019",1.983
"July 18, 2019",1.943
"June 30, 2019",1.15
"May 3, 2019",1.21
"March 31, 2019",0.7067
"March 29, 2019",0.7067
"Feb. 25, 2019",0.71
"Dec. 31, 2018",0.52
"Nov. 6, 2018",0.5175
"Nov. 2, 2018",0.5333
"Sept. 30, 2018",1.752
"Aug. 13, 2018",1.745
"Aug. 6, 2018",1.745
"Aug. 3, 2018",1.71
"July 20, 2018",1.747
"June 30, 2018",1.112
"June 21, 2018",1.00
"June 19, 2018",1.00
"June 4, 2018",1.00
"May 4, 2018",0.975
"April 20, 2018",1.01
"March 31, 2018",0.695
"Feb. 27, 2018",0.67
"Feb. 26, 2018",0.68
"Feb. 23, 2018",0.68
"Jan. 29, 2018",0.68
"Jan. 9, 2018",0.68
