date,times_interest_earned
"Dec. 31, 2019",3.982
"Sept. 30, 2019",3.766
"June 30, 2019",3.770
"March 31, 2019",3.913
"Dec. 31, 2018",3.850
"Sept. 30, 2018",4.006
"June 30, 2018",4.127
"March 31, 2018",4.107
"Dec. 31, 2017",4.127
"Sept. 30, 2017",4.174
"June 30, 2017",4.009
"March 31, 2017",3.985
"Dec. 31, 2016",3.859
"Sept. 30, 2016",3.806
"June 30, 2016",3.786
"March 31, 2016",3.915
"Dec. 31, 2015",3.932
"Sept. 30, 2015",3.699
"June 30, 2015",3.729
"March 31, 2015",3.545
"Dec. 31, 2014",3.638
"Sept. 30, 2014",3.875
"June 30, 2014",3.944
"March 31, 2014",3.983
"Dec. 31, 2013",4.141
"Sept. 30, 2013",4.088
"June 30, 2013",4.014
"March 31, 2013",3.901
"Dec. 31, 2012",3.802
"Sept. 30, 2012",3.535
"June 30, 2012",3.146
"March 31, 2012",2.731
"Dec. 31, 2011",2.732
"Sept. 30, 2011",2.873
"June 30, 2011",3.034
"March 31, 2011",3.136
"Dec. 31, 2010",2.881
"Sept. 30, 2010",2.907
"June 30, 2010",2.772
"March 31, 2010",2.862
"Dec. 31, 2009",3.015
"Sept. 30, 2009",2.683
"June 30, 2009",2.674
"March 31, 2009",2.587
"Dec. 31, 2008",2.608
"Sept. 30, 2008",3.695
"June 30, 2008",4.514
"March 31, 2008",8.585
