date,graham_number
"Dec. 31, 2019",71.14
"Sept. 30, 2019",67.89
"June 30, 2019",68.95
"March 31, 2019",70.00
"Dec. 31, 2018",68.93
"Sept. 30, 2018",70.79
"June 30, 2018",68.03
"March 31, 2018",65.68
"Dec. 31, 2017",65.13
"Sept. 30, 2017",64.22
"June 30, 2017",62.12
"March 31, 2017",62.79
"Dec. 31, 2016",61.55
"Sept. 30, 2016",61.24
"June 30, 2016",58.91
"March 31, 2016",59.92
"Dec. 31, 2015",59.66
"Sept. 30, 2015",60.00
"June 30, 2015",61.25
"March 31, 2015",57.46
"Dec. 31, 2014",58.09
"Sept. 30, 2014",56.97
"June 30, 2014",53.91
"March 31, 2014",53.85
"Dec. 31, 2013",54.93
"Sept. 30, 2013",53.99
"June 30, 2013",55.99
"March 31, 2013",53.95
"Dec. 31, 2012",51.99
"Sept. 30, 2012",51.11
"June 30, 2012",52.35
"March 31, 2012",49.91
"Dec. 31, 2011",50.53
"Sept. 30, 2011",51.79
"June 30, 2011",44.59
"March 31, 2011",47.53
"Dec. 31, 2010",45.37
"Sept. 30, 2010",45.97
"June 30, 2010",43.33
"March 31, 2010",41.07
"Dec. 31, 2009",41.55
"Sept. 30, 2009",38.63
"June 30, 2009",37.86
"March 31, 2009",36.03
"Dec. 31, 2008",37.26
"Sept. 30, 2008",37.41
"June 30, 2008",32.53
"March 31, 2008",32.74
"Dec. 31, 2007",33.39
"Sept. 30, 2007",35.11
"June 30, 2007",37.88
"March 31, 2007",38.14
"Dec. 31, 2006",38.01
"Sept. 30, 2006",35.91
"June 30, 2006",31.49
"March 31, 2006",29.11
"Dec. 31, 2005",28.56
"Sept. 30, 2005",28.97
"June 30, 2005",30.09
"March 31, 2005",31.20
"Dec. 31, 2004",30.70
"Sept. 30, 2004",28.56
"June 30, 2004",32.87
"March 31, 2004",29.91
"Dec. 31, 2003",24.21
"Sept. 30, 2003",22.97
"June 30, 2003",19.78
"March 31, 2003",21.18
"Dec. 31, 2002",29.05
"Sept. 30, 2002",33.29
"June 30, 2002",32.54
"March 31, 2002",39.26
"Dec. 31, 2001",40.79
"Sept. 30, 2001",42.21
"June 30, 2001",43.02
"March 31, 2001",41.95
"Dec. 31, 2000",42.77
"Sept. 30, 2000",41.83
"June 30, 2000",38.13
"March 31, 2000",35.89
"Dec. 31, 1999",33.08
"Sept. 30, 1999",32.94
"June 30, 1999",32.86
"March 31, 1999",32.64
"Dec. 31, 1998",32.18
"Sept. 30, 1998",32.31
"June 30, 1998",31.72
"March 31, 1998",31.52
"Dec. 31, 1997",31.43
"Sept. 30, 1997",30.59
"June 30, 1997",30.44
"March 31, 1997",30.30
"Dec. 31, 1996",30.30
"Sept. 30, 1996",31.03
"June 30, 1996",32.28
"March 31, 1996",30.82
"Dec. 31, 1995",29.29
"Sept. 30, 1995",28.52
"June 30, 1995",27.36
"March 31, 1995",27.04
"Dec. 31, 1994",26.94
"Sept. 30, 1994",27.59
"June 30, 1994",28.16
"March 31, 1994",28.22
