date,max_drawdown_all
"Feb. 29, 2020",54.05%
"Jan. 31, 2020",54.05%
"Dec. 31, 2019",54.05%
"Nov. 30, 2019",54.05%
"Oct. 31, 2019",54.05%
"Sept. 30, 2019",54.05%
"Aug. 31, 2019",54.05%
"July 31, 2019",54.05%
"June 30, 2019",54.05%
"May 31, 2019",54.05%
"April 30, 2019",54.05%
"March 31, 2019",54.05%
"Feb. 28, 2019",54.05%
"Jan. 31, 2019",54.05%
"Dec. 31, 2018",54.05%
"Nov. 30, 2018",54.05%
"Oct. 31, 2018",54.05%
"Sept. 30, 2018",54.05%
"Aug. 31, 2018",54.05%
"July 31, 2018",54.05%
"June 30, 2018",54.05%
"May 31, 2018",54.05%
"April 30, 2018",54.05%
"March 31, 2018",54.05%
"Feb. 28, 2018",54.05%
"Jan. 31, 2018",54.05%
"Dec. 31, 2017",54.05%
"Nov. 30, 2017",54.05%
"Oct. 31, 2017",54.05%
"Sept. 30, 2017",54.05%
"Aug. 31, 2017",54.05%
"July 31, 2017",54.05%
"June 30, 2017",54.05%
"May 31, 2017",54.05%
"April 30, 2017",54.05%
"March 31, 2017",54.05%
"Feb. 28, 2017",54.05%
"Jan. 31, 2017",54.05%
"Dec. 31, 2016",54.05%
"Nov. 30, 2016",54.05%
"Oct. 31, 2016",54.05%
"Sept. 30, 2016",54.05%
"Aug. 31, 2016",54.05%
"July 31, 2016",54.05%
"June 30, 2016",54.05%
"May 31, 2016",54.05%
"April 30, 2016",54.05%
"March 31, 2016",54.05%
"Feb. 29, 2016",54.05%
"Jan. 31, 2016",54.05%
"Dec. 31, 2015",54.05%
"Nov. 30, 2015",54.05%
"Oct. 31, 2015",54.05%
"Sept. 30, 2015",54.05%
"Aug. 31, 2015",54.05%
"July 31, 2015",54.05%
"June 30, 2015",54.05%
"May 31, 2015",54.05%
"April 30, 2015",54.05%
"March 31, 2015",54.05%
"Feb. 28, 2015",54.05%
"Jan. 31, 2015",54.05%
"Dec. 31, 2014",54.05%
"Nov. 30, 2014",54.05%
"Oct. 31, 2014",54.05%
"Sept. 30, 2014",54.05%
"Aug. 31, 2014",54.05%
"July 31, 2014",54.05%
"June 30, 2014",54.05%
"May 31, 2014",54.05%
"April 30, 2014",54.05%
"March 31, 2014",54.05%
"Feb. 28, 2014",54.05%
"Jan. 31, 2014",54.05%
"Dec. 31, 2013",54.05%
"Nov. 30, 2013",54.05%
"Oct. 31, 2013",54.05%
"Sept. 30, 2013",54.05%
"Aug. 31, 2013",54.05%
"July 31, 2013",54.05%
"June 30, 2013",54.05%
"May 31, 2013",54.05%
"April 30, 2013",54.05%
"March 31, 2013",54.05%
"Feb. 28, 2013",54.05%
"Jan. 31, 2013",54.05%
"Dec. 31, 2012",54.05%
"Nov. 30, 2012",54.05%
"Oct. 31, 2012",54.05%
"Sept. 30, 2012",54.05%
"Aug. 31, 2012",54.05%
"July 31, 2012",54.05%
"June 30, 2012",54.05%
"May 31, 2012",54.05%
"April 30, 2012",54.05%
"March 31, 2012",54.05%
"Feb. 29, 2012",54.05%
"Jan. 31, 2012",54.05%
"Dec. 31, 2011",54.05%
"Nov. 30, 2011",54.05%
"Oct. 31, 2011",54.05%
"Sept. 30, 2011",54.05%
"Aug. 31, 2011",54.05%
"July 31, 2011",54.05%
"June 30, 2011",54.05%
"May 31, 2011",54.05%
"April 30, 2011",54.05%
"March 31, 2011",54.05%
"Feb. 28, 2011",54.05%
"Jan. 31, 2011",54.05%
"Dec. 31, 2010",54.05%
"Nov. 30, 2010",54.05%
"Oct. 31, 2010",54.05%
"Sept. 30, 2010",54.05%
"Aug. 31, 2010",54.05%
"July 31, 2010",54.05%
"June 30, 2010",54.05%
"May 31, 2010",54.05%
"April 30, 2010",54.05%
"March 31, 2010",54.05%
"Feb. 28, 2010",54.05%
"Jan. 31, 2010",54.05%
"Dec. 31, 2009",54.05%
"Nov. 30, 2009",54.05%
"Oct. 31, 2009",54.05%
"Sept. 30, 2009",54.05%
"Aug. 31, 2009",54.05%
"July 31, 2009",54.05%
"June 30, 2009",54.05%
"May 31, 2009",54.05%
"April 30, 2009",54.05%
"March 31, 2009",54.05%
"Feb. 28, 2009",54.05%
"Jan. 31, 2009",54.05%
"Dec. 31, 2008",54.05%
"Nov. 30, 2008",54.05%
"Oct. 31, 2008",54.05%
"Sept. 30, 2008",54.05%
"Aug. 31, 2008",54.05%
"July 31, 2008",54.05%
"June 30, 2008",54.05%
"May 31, 2008",54.05%
"April 30, 2008",54.05%
"March 31, 2008",54.05%
"Feb. 29, 2008",54.05%
"Jan. 31, 2008",54.05%
"Dec. 31, 2007",54.05%
"Nov. 30, 2007",54.05%
"Oct. 31, 2007",54.05%
"Sept. 30, 2007",54.05%
"Aug. 31, 2007",54.05%
"July 31, 2007",54.05%
"June 30, 2007",54.05%
"May 31, 2007",54.05%
"April 30, 2007",54.05%
"March 31, 2007",54.05%
"Feb. 28, 2007",54.05%
"Jan. 31, 2007",54.05%
"Dec. 31, 2006",54.05%
"Nov. 30, 2006",54.05%
"Oct. 31, 2006",54.05%
"Sept. 30, 2006",54.05%
"Aug. 31, 2006",54.05%
"July 31, 2006",54.05%
"June 30, 2006",54.05%
"May 31, 2006",54.05%
"April 30, 2006",54.05%
"March 31, 2006",54.05%
"Feb. 28, 2006",54.05%
"Jan. 31, 2006",54.05%
"Dec. 31, 2005",54.05%
"Nov. 30, 2005",54.05%
"Oct. 31, 2005",54.05%
"Sept. 30, 2005",54.05%
"Aug. 31, 2005",54.05%
"July 31, 2005",54.05%
"June 30, 2005",54.05%
"May 31, 2005",54.05%
"April 30, 2005",54.05%
"March 31, 2005",54.05%
"Feb. 28, 2005",54.05%
"Jan. 31, 2005",54.05%
"Dec. 31, 2004",54.05%
"Nov. 30, 2004",54.05%
"Oct. 31, 2004",54.05%
"Sept. 30, 2004",54.05%
"Aug. 31, 2004",54.05%
"July 31, 2004",54.05%
"June 30, 2004",54.05%
"May 31, 2004",54.05%
"April 30, 2004",54.05%
"March 31, 2004",54.05%
"Feb. 29, 2004",54.05%
"Jan. 31, 2004",54.05%
"Dec. 31, 2003",54.05%
"Nov. 30, 2003",54.05%
"Oct. 31, 2003",54.05%
"Sept. 30, 2003",54.05%
"Aug. 31, 2003",54.05%
"July 31, 2003",54.05%
"June 30, 2003",54.05%
"May 31, 2003",54.05%
"April 30, 2003",54.05%
"March 31, 2003",54.05%
"Feb. 28, 2003",54.05%
"Jan. 31, 2003",54.05%
"Dec. 31, 2002",54.05%
"Nov. 30, 2002",54.05%
"Oct. 31, 2002",54.05%
"Sept. 30, 2002",53.02%
"Aug. 31, 2002",53.02%
"July 31, 2002",53.02%
"June 30, 2002",49.48%
"May 31, 2002",49.48%
"April 30, 2002",49.48%
"March 31, 2002",49.48%
"Feb. 28, 2002",49.48%
"Jan. 31, 2002",49.48%
"Dec. 31, 2001",49.48%
"Nov. 30, 2001",49.48%
"Oct. 31, 2001",49.48%
"Sept. 30, 2001",49.48%
"Aug. 31, 2001",49.48%
"July 31, 2001",49.48%
"June 30, 2001",49.48%
"May 31, 2001",49.48%
"April 30, 2001",49.48%
"March 31, 2001",49.48%
"Feb. 28, 2001",49.48%
"Jan. 31, 2001",49.48%
"Dec. 31, 2000",49.48%
"Nov. 30, 2000",49.48%
"Oct. 31, 2000",49.48%
"Sept. 30, 2000",49.48%
"Aug. 31, 2000",49.48%
"July 31, 2000",49.48%
"June 30, 2000",49.48%
"May 31, 2000",49.48%
"April 30, 2000",49.48%
"March 31, 2000",49.48%
"Feb. 29, 2000",49.48%
"Jan. 31, 2000",49.48%
"Dec. 31, 1999",49.48%
"Nov. 30, 1999",49.48%
"Oct. 31, 1999",49.48%
"Sept. 30, 1999",49.48%
"Aug. 31, 1999",49.48%
"July 31, 1999",49.48%
"June 30, 1999",49.48%
"May 31, 1999",49.48%
"April 30, 1999",49.48%
"March 31, 1999",49.48%
"Feb. 28, 1999",49.48%
"Jan. 31, 1999",49.48%
"Dec. 31, 1998",49.48%
"Nov. 30, 1998",49.48%
"Oct. 31, 1998",49.48%
"Sept. 30, 1998",49.48%
"Aug. 31, 1998",49.48%
"July 31, 1998",49.48%
"June 30, 1998",49.48%
"May 31, 1998",49.48%
"April 30, 1998",49.48%
"March 31, 1998",49.48%
"Feb. 28, 1998",49.48%
"Jan. 31, 1998",49.48%
"Dec. 31, 1997",49.48%
"Nov. 30, 1997",49.48%
"Oct. 31, 1997",49.48%
"Sept. 30, 1997",49.48%
"Aug. 31, 1997",49.48%
"July 31, 1997",49.48%
"June 30, 1997",49.48%
"May 31, 1997",49.48%
"April 30, 1997",49.48%
"March 31, 1997",49.48%
"Feb. 28, 1997",49.48%
"Jan. 31, 1997",49.48%
"Dec. 31, 1996",49.48%
"Nov. 30, 1996",49.48%
"Oct. 31, 1996",49.48%
"Sept. 30, 1996",49.48%
"Aug. 31, 1996",49.48%
"July 31, 1996",49.48%
"June 30, 1996",49.48%
"May 31, 1996",49.48%
"April 30, 1996",49.48%
"March 31, 1996",49.48%
"Feb. 29, 1996",49.48%
"Jan. 31, 1996",49.48%
"Dec. 31, 1995",49.48%
"Nov. 30, 1995",49.48%
"Oct. 31, 1995",49.48%
"Sept. 30, 1995",49.48%
"Aug. 31, 1995",49.48%
"July 31, 1995",49.48%
"June 30, 1995",49.48%
"May 31, 1995",49.48%
"April 30, 1995",49.48%
"March 31, 1995",49.48%
"Feb. 28, 1995",49.48%
"Jan. 31, 1995",49.48%
"Dec. 31, 1994",49.48%
"Nov. 30, 1994",49.48%
"Oct. 31, 1994",49.48%
"Sept. 30, 1994",49.48%
"Aug. 31, 1994",49.48%
"July 31, 1994",49.48%
"June 30, 1994",49.48%
"May 31, 1994",49.48%
"April 30, 1994",49.48%
"March 31, 1994",49.48%
"Feb. 28, 1994",49.48%
"Jan. 31, 1994",49.48%
"Dec. 31, 1993",49.48%
"Nov. 30, 1993",49.48%
"Oct. 31, 1993",49.48%
"Sept. 30, 1993",49.48%
"Aug. 31, 1993",49.48%
"July 31, 1993",49.48%
"June 30, 1993",49.48%
"May 31, 1993",49.48%
"April 30, 1993",49.48%
"March 31, 1993",49.48%
"Feb. 28, 1993",49.48%
"Jan. 31, 1993",49.48%
"Dec. 31, 1992",49.48%
"Nov. 30, 1992",49.48%
"Oct. 31, 1992",49.48%
"Sept. 30, 1992",49.48%
"Aug. 31, 1992",49.48%
"July 31, 1992",49.48%
"June 30, 1992",49.48%
"May 31, 1992",49.48%
"April 30, 1992",49.48%
"March 31, 1992",49.48%
"Feb. 29, 1992",49.48%
"Jan. 31, 1992",49.48%
"Dec. 31, 1991",49.48%
"Nov. 30, 1991",49.48%
"Oct. 31, 1991",49.48%
"Sept. 30, 1991",49.48%
"Aug. 31, 1991",49.48%
"July 31, 1991",49.48%
"June 30, 1991",49.48%
"May 31, 1991",49.48%
"April 30, 1991",49.48%
"March 31, 1991",49.48%
"Feb. 28, 1991",49.48%
"Jan. 31, 1991",49.48%
"Dec. 31, 1990",49.48%
"Nov. 30, 1990",49.48%
"Oct. 31, 1990",49.48%
"Sept. 30, 1990",49.48%
"Aug. 31, 1990",49.48%
"July 31, 1990",49.48%
"June 30, 1990",49.48%
"May 31, 1990",49.48%
"April 30, 1990",49.48%
"March 31, 1990",49.48%
"Feb. 28, 1990",49.48%
"Jan. 31, 1990",49.48%
"Dec. 31, 1989",49.48%
"Nov. 30, 1989",49.48%
"Oct. 31, 1989",49.48%
"Sept. 30, 1989",49.48%
"Aug. 31, 1989",49.48%
"July 31, 1989",49.48%
"June 30, 1989",49.48%
"May 31, 1989",49.48%
"April 30, 1989",49.48%
"March 31, 1989",49.48%
"Feb. 28, 1989",49.48%
"Jan. 31, 1989",49.48%
"Dec. 31, 1988",49.48%
"Nov. 30, 1988",49.48%
"Oct. 31, 1988",49.48%
"Sept. 30, 1988",49.48%
"Aug. 31, 1988",49.48%
"July 31, 1988",49.48%
"June 30, 1988",49.48%
"May 31, 1988",49.48%
"April 30, 1988",49.48%
"March 31, 1988",49.48%
"Feb. 29, 1988",49.48%
"Jan. 31, 1988",49.48%
"Dec. 31, 1987",49.48%
"Nov. 30, 1987",49.48%
"Oct. 31, 1987",49.48%
"Sept. 30, 1987",49.48%
"Aug. 31, 1987",49.48%
"July 31, 1987",49.48%
"June 30, 1987",49.48%
"May 31, 1987",49.48%
"April 30, 1987",49.48%
"March 31, 1987",49.48%
"Feb. 28, 1987",49.48%
"Jan. 31, 1987",49.48%
"Dec. 31, 1986",49.48%
"Nov. 30, 1986",49.48%
"Oct. 31, 1986",49.48%
"Sept. 30, 1986",49.48%
"Aug. 31, 1986",49.48%
"July 31, 1986",49.48%
"June 30, 1986",49.48%
"May 31, 1986",49.48%
"April 30, 1986",49.48%
"March 31, 1986",49.48%
"Feb. 28, 1986",49.48%
"Jan. 31, 1986",49.48%
"Dec. 31, 1985",49.48%
"Nov. 30, 1985",49.48%
"Oct. 31, 1985",49.48%
"Sept. 30, 1985",49.48%
"Aug. 31, 1985",49.48%
"July 31, 1985",49.48%
"June 30, 1985",49.48%
"May 31, 1985",49.48%
"April 30, 1985",49.48%
"March 31, 1985",49.48%
"Feb. 28, 1985",49.48%
"Jan. 31, 1985",49.48%
"Dec. 31, 1984",49.48%
"Nov. 30, 1984",49.48%
"Oct. 31, 1984",49.48%
"Sept. 30, 1984",49.48%
"Aug. 31, 1984",49.48%
"July 31, 1984",49.48%
"June 30, 1984",49.48%
"May 31, 1984",49.48%
"April 30, 1984",49.48%
"March 31, 1984",49.48%
"Feb. 29, 1984",49.48%
"Jan. 31, 1984",49.48%
"Dec. 31, 1983",49.48%
"Nov. 30, 1983",49.48%
"Oct. 31, 1983",49.48%
"Sept. 30, 1983",49.48%
"Aug. 31, 1983",49.48%
"July 31, 1983",49.48%
"June 30, 1983",49.48%
"May 31, 1983",49.48%
"April 30, 1983",49.48%
"March 31, 1983",49.48%
"Feb. 28, 1983",49.48%
"Jan. 31, 1983",49.48%
"Dec. 31, 1982",49.48%
"Nov. 30, 1982",49.48%
"Oct. 31, 1982",49.48%
"Sept. 30, 1982",49.48%
"Aug. 31, 1982",49.48%
"July 31, 1982",49.48%
"June 30, 1982",49.48%
"May 31, 1982",49.48%
"April 30, 1982",49.48%
"March 31, 1982",49.48%
"Feb. 28, 1982",49.48%
"Jan. 31, 1982",49.48%
"Dec. 31, 1981",49.48%
"Nov. 30, 1981",49.48%
