date,tangible_common_equity_ratio
"Dec. 31, 2019",37.11%
"Sept. 30, 2019",37.90%
"June 30, 2019",37.21%
"March 31, 2019",37.26%
"Dec. 31, 2018",37.14%
"Sept. 30, 2018",37.66%
"June 30, 2018",36.95%
"March 31, 2018",36.05%
"Dec. 31, 2017",37.24%
"Sept. 30, 2017",35.22%
"June 30, 2017",34.69%
"March 31, 2017",34.57%
"Dec. 31, 2016",34.24%
"Sept. 30, 2016",34.95%
"June 30, 2016",34.25%
"March 31, 2016",33.45%
"Dec. 31, 2015",34.04%
"Sept. 30, 2015",34.39%
"June 30, 2015",33.75%
"March 31, 2015",32.58%
"Dec. 31, 2014",34.10%
"Sept. 30, 2014",35.28%
"June 30, 2014",34.74%
"March 31, 2014",34.47%
"Dec. 31, 2013",34.30%
"Sept. 30, 2013",33.07%
"June 30, 2013",32.66%
"March 31, 2013",33.19%
"Dec. 31, 2012",32.69%
"Sept. 30, 2012",33.46%
"June 30, 2012",32.92%
"March 31, 2012",33.22%
"Dec. 31, 2011",33.15%
"Sept. 30, 2011",34.05%
"June 30, 2011",33.38%
"March 31, 2011",33.46%
"Dec. 31, 2010",32.45%
"Sept. 30, 2010",32.84%
"June 30, 2010",33.05%
"March 31, 2010",32.86%
"Dec. 31, 2009",32.58%
"Sept. 30, 2009",33.13%
"June 30, 2009",32.40%
"March 31, 2009",31.74%
"Dec. 31, 2008",31.93%
"Sept. 30, 2008",32.53%
"June 30, 2008",32.18%
"March 31, 2008",32.33%
"Dec. 31, 2007",32.50%
"Sept. 30, 2007",32.89%
"June 30, 2007",32.54%
"March 31, 2007",33.24%
"Dec. 31, 2006",32.03%
"Sept. 30, 2006",32.17%
"June 30, 2006",30.67%
"March 31, 2006",30.90%
"Dec. 31, 2005",29.82%
"Sept. 30, 2005",30.50%
"June 30, 2005",30.84%
"March 31, 2005",30.89%
"Dec. 31, 2004",30.88%
"Sept. 30, 2004",28.38%
"June 30, 2004",28.10%
"March 31, 2004",27.81%
"Dec. 31, 2003",27.83%
"Sept. 30, 2003",29.49%
"June 30, 2003",27.68%
"March 31, 2003",27.39%
"Dec. 31, 2002",25.83%
"Sept. 30, 2002",11.74%
"June 30, 2002",25.75%
"March 31, 2002",25.95%
"Dec. 31, 2001",23.94%
"Sept. 30, 2001",21.90%
"June 30, 2001",21.54%
"March 31, 2001",20.71%
"Dec. 31, 2000",20.32%
"Sept. 30, 2000",25.55%
"June 30, 2000",26.30%
"March 31, 2000",28.59%
"Dec. 31, 1999",28.52%
"Sept. 30, 1999",28.44%
"June 30, 1999",28.32%
"March 31, 1999",29.18%
"Dec. 31, 1998",28.87%
"Sept. 30, 1998",28.28%
"June 30, 1998",28.79%
"March 31, 1998",28.57%
"Dec. 31, 1997",28.09%
"Sept. 30, 1997",28.37%
"June 30, 1997",29.33%
"March 31, 1997",28.90%
"Dec. 31, 1996",29.27%
"Sept. 30, 1996",28.90%
"June 30, 1996",29.91%
"March 31, 1996",29.06%
"Dec. 31, 1995",29.44%
"Sept. 30, 1995",28.65%
"June 30, 1995",29.68%
"March 31, 1995",29.01%
"Dec. 31, 1994",29.70%
"Sept. 30, 1994",29.05%
"June 30, 1994",30.50%
"March 31, 1994",29.88%
