date,ncavps
"Dec. 31, 2019",-71.54
"Sept. 30, 2019",-68.02
"June 30, 2019",-68.50
"March 31, 2019",-67.99
"Dec. 31, 2018",-67.65
"Sept. 30, 2018",-66.13
"June 30, 2018",-66.85
"March 31, 2018",-66.72
"Dec. 31, 2017",-66.39
"Sept. 30, 2017",-72.57
"June 30, 2017",-72.83
"March 31, 2017",-72.59
"Dec. 31, 2016",-73.25
"Sept. 30, 2016",-69.77
"June 30, 2016",-69.26
"March 31, 2016",-69.06
"Dec. 31, 2015",-69.51
"Sept. 30, 2015",-67.33
"June 30, 2015",-66.87
"March 31, 2015",-65.95
"Dec. 31, 2014",-65.67
"Sept. 30, 2014",-61.07
"June 30, 2014",-60.81
"March 31, 2014",-59.76
"Dec. 31, 2013",-60.38
"Sept. 30, 2013",-62.92
"June 30, 2013",-62.91
"March 31, 2013",-62.75
"Dec. 31, 2012",-63.36
"Sept. 30, 2012",-61.16
"June 30, 2012",-60.78
"March 31, 2012",-59.75
"Dec. 31, 2011",-59.82
"Sept. 30, 2011",-57.41
"June 30, 2011",-55.31
"March 31, 2011",-54.48
"Dec. 31, 2010",-54.16
"Sept. 30, 2010",-52.64
"June 30, 2010",-52.99
"March 31, 2010",-52.69
"Dec. 31, 2009",-52.75
"Sept. 30, 2009",-51.56
"June 30, 2009",-51.99
"March 31, 2009",-51.70
"Dec. 31, 2008",-53.76
"Sept. 30, 2008",-49.73
"June 30, 2008",-50.00
"March 31, 2008",-49.25
"Dec. 31, 2007",-48.36
"Sept. 30, 2007",-46.96
"June 30, 2007",-46.74
"March 31, 2007",-45.34
"Dec. 31, 2006",-46.87
"Sept. 30, 2006",-46.72
"June 30, 2006",-47.40
"March 31, 2006",-47.01
"Dec. 31, 2005",-48.13
"Sept. 30, 2005",-48.09
"June 30, 2005",-47.64
"March 31, 2005",-47.17
"Dec. 31, 2004",-47.48
"Sept. 30, 2004",-53.63
"June 30, 2004",-51.93
"March 31, 2004",-51.52
"Dec. 31, 2003",-51.07
"Sept. 30, 2003",-47.47
"June 30, 2003",-48.28
"March 31, 2003",-48.75
"Dec. 31, 2002",-54.48
"Sept. 30, 2002",-53.20
"June 30, 2002",-52.26
"March 31, 2002",-52.00
"Dec. 31, 2001",-53.62
"Sept. 30, 2001",-57.03
"June 30, 2001",-52.69
"March 31, 2001",-48.02
"Dec. 31, 2000",-42.40
"Sept. 30, 2000",-39.66
"June 30, 2000",-38.07
"March 31, 2000",-37.29
"Dec. 31, 1999",-38.05
"Sept. 30, 1999",-37.09
"June 30, 1999",-36.74
"March 31, 1999",-36.49
"Dec. 31, 1998",-36.82
"Sept. 30, 1998",-37.23
"June 30, 1998",-37.34
"March 31, 1998",-37.52
"Dec. 31, 1997",-37.65
"Sept. 30, 1997",-36.50
"June 30, 1997",-35.74
"March 31, 1997",-36.19
"Dec. 31, 1996",-35.88
"Sept. 30, 1996",-34.94
"June 30, 1996",-33.76
"March 31, 1996",-34.23
"Dec. 31, 1995",-33.90
"Sept. 30, 1995",-34.32
"June 30, 1995",-33.07
"March 31, 1995",-33.47
"Dec. 31, 1994",-32.99
"Sept. 30, 1994",-33.25
"June 30, 1994",-31.72
"March 31, 1994",-31.97
