date,capex_ttm
"Dec. 31, 2019",278.70M
"Sept. 30, 2019",278.75M
"June 30, 2019",274.12M
"March 31, 2019",272.16M
"Dec. 31, 2018",277.85M
"Sept. 30, 2018",276.12M
"June 30, 2018",272.74M
"March 31, 2018",278.61M
"Dec. 31, 2017",285.49M
"Sept. 30, 2017",304.32M
"June 30, 2017",326.13M
"March 31, 2017",316.20M
"Dec. 31, 2016",296.95M
"Sept. 30, 2016",258.10M
"June 30, 2016",258.21M
"March 31, 2016",270.25M
"Dec. 31, 2015",294.02M
"Sept. 30, 2015",309.06M
"June 30, 2015",298.74M
"March 31, 2015",293.33M
"Dec. 31, 2014",274.09M
"Sept. 30, 2014",282.05M
"June 30, 2014",265.94M
"March 31, 2014",253.89M
"Dec. 31, 2013",246.67M
"Sept. 30, 2013",217.59M
"June 30, 2013",225.76M
"March 31, 2013",243.38M
"Dec. 31, 2012",239.79M
"Sept. 30, 2012",258.53M
"June 30, 2012",274.82M
"March 31, 2012",284.27M
"Dec. 31, 2011",337.77M
"Sept. 30, 2011",355.81M
"June 30, 2011",357.61M
"March 31, 2011",371.10M
"Dec. 31, 2010",338.25M
"Sept. 30, 2010",345.78M
"June 30, 2010",318.35M
"March 31, 2010",271.37M
"Dec. 31, 2009",251.94M
"Sept. 30, 2009",222.66M
"June 30, 2009",218.44M
"March 31, 2009",240.27M
"Dec. 31, 2008",243.54M
"Sept. 30, 2008",261.16M
"June 30, 2008",290.94M
"March 31, 2008",291.01M
"Dec. 31, 2007",287.75M
"Sept. 30, 2007",259.93M
"June 30, 2007",244.76M
"March 31, 2007",225.68M
"Dec. 31, 2006",225.05M
"Sept. 30, 2006",228.52M
"June 30, 2006",205.34M
"March 31, 2006",201.56M
"Dec. 31, 2005",193.31M
"Sept. 30, 2005",196.08M
"June 30, 2005",200.28M
"March 31, 2005",202.47M
"Dec. 31, 2004",199.77M
"Sept. 30, 2004",188.74M
"June 30, 2004",181.96M
"March 31, 2004",162.70M
"Dec. 31, 2003",149.64M
"Sept. 30, 2003",142.79M
"June 30, 2003",135.82M
"March 31, 2003",132.19M
"Dec. 31, 2002",134.22M
"Sept. 30, 2002",131.00M
"June 30, 2002",135.00M
"March 31, 2002",155.00M
"Dec. 31, 2001",180.00M
"Sept. 30, 2001",189.06M
"June 30, 2001",187.16M
"March 31, 2001",167.17M
"Dec. 31, 2000",140.00M
"Sept. 30, 2000",126.83M
"June 30, 2000",113.32M
"March 31, 2000",114.19M
"Dec. 31, 1999",111.00M
"Sept. 30, 1999",102.16M
"June 30, 1999",97.04M
"March 31, 1999",89.50M
"Dec. 31, 1998",89.18M
"Sept. 30, 1998",85.91M
"June 30, 1998",92.17M
"March 31, 1998",92.37M
"Dec. 31, 1997",95.63M
"Sept. 30, 1997",104.91M
"June 30, 1997",100.71M
"March 31, 1997",101.70M
"Dec. 31, 1996",93.64M
"Sept. 30, 1996",82.85M
"June 30, 1996",82.87M
"March 31, 1996",83.25M
"Dec. 31, 1995",83.96M
"Sept. 30, 1995",88.54M
"June 30, 1995",97.62M
"March 31, 1995",101.26M
"Dec. 31, 1994",110.52M
"Sept. 30, 1994",81.69M
"June 30, 1994",54.06M
"March 31, 1994",26.51M
