date,eps_est_0y
"March 18, 2020",4.59
"March 17, 2020",4.59
"March 11, 2020",4.59
"Feb. 21, 2020",4.59
"Dec. 31, 2019",4.446
"Dec. 10, 2019",4.454
"Nov. 4, 2019",4.458
"Nov. 1, 2019",4.458
"Oct. 17, 2019",4.472
"Oct. 2, 2019",4.472
"Sept. 10, 2019",4.472
"Aug. 2, 2019",4.47
"July 18, 2019",4.463
"May 3, 2019",4.463
"April 8, 2019",4.45
"March 29, 2019",4.447
"March 4, 2019",4.437
"Feb. 25, 2019",4.44
"Feb. 22, 2019",4.42
"Feb. 21, 2019",4.42
"Nov. 6, 2018",4.455
"Nov. 2, 2018",4.457
"Nov. 1, 2018",4.267
"Sept. 17, 2018",4.275
"Aug. 20, 2018",4.275
"Aug. 13, 2018",4.275
"Aug. 6, 2018",4.275
"Aug. 3, 2018",4.25
"July 20, 2018",4.21
"June 21, 2018",4.212
"June 4, 2018",4.212
"May 4, 2018",4.193
"May 3, 2018",4.212
"April 18, 2018",4.212
"Feb. 26, 2018",4.20
"Feb. 23, 2018",4.177
"Feb. 22, 2018",4.175
"Jan. 29, 2018",4.175
"Jan. 23, 2018",4.158
"Jan. 9, 2018",4.158
