date,forward_ps_ratio
"March 19, 2020",3.164
"March 18, 2020",3.465
"March 17, 2020",3.557
"March 16, 2020",3.078
"March 13, 2020",3.382
"March 12, 2020",3.145
"March 11, 2020",3.609
"March 10, 2020",3.805
"March 9, 2020",3.794
"March 6, 2020",4.045
"March 5, 2020",3.988
"March 4, 2020",4.015
"March 3, 2020",3.799
"March 2, 2020",3.849
"Feb. 28, 2020",3.641
"Feb. 27, 2020",3.889
"Feb. 26, 2020",4.052
"Feb. 25, 2020",4.105
"Feb. 24, 2020",4.195
"Feb. 21, 2020",4.215
"Feb. 20, 2020",4.210
"Feb. 19, 2020",4.216
"Feb. 18, 2020",4.263
"Feb. 14, 2020",4.216
"Feb. 13, 2020",4.186
"Feb. 12, 2020",4.137
"Feb. 11, 2020",4.146
"Feb. 10, 2020",4.154
"Feb. 7, 2020",4.129
"Feb. 6, 2020",4.163
"Feb. 5, 2020",4.168
"Feb. 4, 2020",4.157
"Feb. 3, 2020",4.239
"Jan. 31, 2020",4.226
"Jan. 30, 2020",4.263
"Jan. 29, 2020",4.222
"Jan. 28, 2020",4.207
"Jan. 27, 2020",4.210
"Jan. 24, 2020",4.220
"Jan. 23, 2020",4.192
"Jan. 22, 2020",4.149
"Jan. 21, 2020",4.135
"Jan. 17, 2020",4.110
"Jan. 16, 2020",4.091
"Jan. 15, 2020",4.074
"Jan. 14, 2020",4.030
"Jan. 13, 2020",4.031
"Jan. 10, 2020",3.983
"Jan. 9, 2020",3.970
"Jan. 8, 2020",3.943
"Jan. 7, 2020",3.960
"Jan. 6, 2020",3.977
"Jan. 3, 2020",3.977
"Jan. 2, 2020",3.976
"Dec. 31, 2019",4.022
"Dec. 30, 2019",3.976
"Dec. 27, 2019",3.968
"Dec. 26, 2019",3.953
"Dec. 24, 2019",3.946
"Dec. 23, 2019",3.949
"Dec. 20, 2019",4.021
"Dec. 19, 2019",4.006
"Dec. 18, 2019",4.009
"Dec. 17, 2019",3.978
"Dec. 16, 2019",3.970
"Dec. 13, 2019",3.923
"Dec. 12, 2019",3.918
"Dec. 11, 2019",3.938
"Dec. 10, 2019",3.918
"Dec. 9, 2019",3.889
"Dec. 6, 2019",3.895
"Dec. 5, 2019",3.898
"Dec. 4, 2019",3.890
"Dec. 3, 2019",3.876
"Dec. 2, 2019",3.870
"Nov. 29, 2019",3.911
"Nov. 27, 2019",3.952
"Nov. 26, 2019",3.918
"Nov. 25, 2019",3.896
"Nov. 22, 2019",3.933
"Nov. 21, 2019",3.893
"Nov. 20, 2019",3.937
"Nov. 19, 2019",3.863
"Nov. 18, 2019",3.849
"Nov. 15, 2019",3.884
"Nov. 14, 2019",3.883
"Nov. 13, 2019",3.882
"Nov. 12, 2019",3.810
"Nov. 11, 2019",3.80
"Nov. 8, 2019",3.829
"Nov. 7, 2019",3.843
"Nov. 6, 2019",3.918
"Nov. 5, 2019",3.924
"Nov. 4, 2019",3.960
"Nov. 1, 2019",4.022
"Oct. 31, 2019",4.007
"Oct. 30, 2019",4.055
"Oct. 29, 2019",4.011
"Oct. 28, 2019",3.976
"Oct. 25, 2019",4.018
"Oct. 24, 2019",4.058
"Oct. 23, 2019",4.064
"Oct. 22, 2019",4.061
"Oct. 21, 2019",4.071
"Oct. 18, 2019",4.080
"Oct. 17, 2019",4.056
"Oct. 16, 2019",4.034
"Oct. 15, 2019",4.044
"Oct. 14, 2019",4.085
"Oct. 11, 2019",4.134
"Oct. 10, 2019",4.136
"Oct. 9, 2019",4.125
"Oct. 8, 2019",4.117
"Oct. 7, 2019",4.169
"Oct. 4, 2019",4.216
"Oct. 3, 2019",4.143
"Oct. 2, 2019",4.131
"Oct. 1, 2019",4.182
"Sept. 30, 2019",4.195
"Sept. 27, 2019",4.188
"Sept. 26, 2019",4.213
"Sept. 25, 2019",4.208
"Sept. 24, 2019",4.170
"Sept. 23, 2019",4.124
"Sept. 20, 2019",4.140
"Sept. 19, 2019",4.109
"Sept. 18, 2019",4.108
"Sept. 17, 2019",4.078
"Sept. 16, 2019",4.025
"Sept. 13, 2019",4.054
"Sept. 12, 2019",4.081
"Sept. 11, 2019",4.034
"Sept. 10, 2019",3.994
"Sept. 9, 2019",4.029
"Sept. 6, 2019",4.060
"Sept. 5, 2019",4.088
