date,forward_pe_ratio_1y
"March 19, 2020",17.72
"March 18, 2020",19.41
"March 17, 2020",19.93
"March 16, 2020",17.24
"March 13, 2020",18.95
"March 12, 2020",17.62
"March 11, 2020",20.23
"March 10, 2020",21.33
"March 9, 2020",21.27
"March 6, 2020",22.68
"March 5, 2020",22.36
"March 4, 2020",22.16
"March 3, 2020",20.96
"March 2, 2020",21.24
"Feb. 28, 2020",20.09
"Feb. 27, 2020",21.46
"Feb. 26, 2020",22.36
"Feb. 25, 2020",22.65
"Feb. 24, 2020",23.15
"Feb. 21, 2020",23.26
"Feb. 20, 2020",23.23
"Feb. 19, 2020",23.27
"Feb. 18, 2020",23.52
"Feb. 14, 2020",23.27
"Feb. 13, 2020",23.11
"Feb. 12, 2020",22.84
"Feb. 11, 2020",22.89
"Feb. 10, 2020",22.93
"Feb. 7, 2020",22.79
"Feb. 6, 2020",22.98
"Feb. 5, 2020",23.00
"Feb. 4, 2020",22.95
"Feb. 3, 2020",23.40
"Jan. 31, 2020",23.32
"Jan. 30, 2020",23.53
"Jan. 29, 2020",23.30
"Jan. 28, 2020",23.22
"Jan. 27, 2020",23.24
"Jan. 24, 2020",23.29
"Jan. 23, 2020",23.14
"Jan. 22, 2020",22.90
"Jan. 21, 2020",22.83
"Jan. 17, 2020",22.69
"Jan. 16, 2020",22.58
"Jan. 15, 2020",22.49
"Jan. 14, 2020",22.24
"Jan. 13, 2020",22.25
"Jan. 10, 2020",21.98
"Jan. 9, 2020",21.92
"Jan. 8, 2020",21.77
"Jan. 7, 2020",21.86
"Jan. 6, 2020",21.95
"Jan. 3, 2020",21.95
"Jan. 2, 2020",21.95
"Dec. 31, 2019",22.20
"Dec. 30, 2019",23.27
"Dec. 27, 2019",23.22
"Dec. 26, 2019",23.13
"Dec. 24, 2019",23.09
"Dec. 23, 2019",23.11
"Dec. 20, 2019",23.53
"Dec. 19, 2019",23.44
"Dec. 18, 2019",23.46
"Dec. 17, 2019",23.28
"Dec. 16, 2019",23.23
"Dec. 13, 2019",22.96
"Dec. 12, 2019",22.93
"Dec. 11, 2019",23.04
"Dec. 10, 2019",22.93
"Dec. 9, 2019",22.76
"Dec. 6, 2019",22.79
"Dec. 5, 2019",22.81
"Dec. 4, 2019",22.76
"Dec. 3, 2019",22.68
"Dec. 2, 2019",22.64
"Nov. 29, 2019",22.89
"Nov. 27, 2019",23.13
"Nov. 26, 2019",22.93
"Nov. 25, 2019",22.80
"Nov. 22, 2019",23.02
"Nov. 21, 2019",22.78
"Nov. 20, 2019",23.04
"Nov. 19, 2019",22.60
"Nov. 18, 2019",22.52
"Nov. 15, 2019",22.73
"Nov. 14, 2019",22.72
"Nov. 13, 2019",22.72
"Nov. 12, 2019",22.29
"Nov. 11, 2019",22.24
"Nov. 8, 2019",22.41
"Nov. 7, 2019",22.49
"Nov. 6, 2019",22.93
"Nov. 5, 2019",22.96
"Nov. 4, 2019",23.17
"Nov. 1, 2019",23.54
"Oct. 31, 2019",23.45
"Oct. 30, 2019",23.73
"Oct. 29, 2019",23.47
"Oct. 28, 2019",23.27
"Oct. 25, 2019",23.51
"Oct. 24, 2019",23.75
"Oct. 23, 2019",23.78
"Oct. 22, 2019",23.77
"Oct. 21, 2019",23.82
"Oct. 18, 2019",23.88
"Oct. 17, 2019",23.74
"Oct. 16, 2019",23.61
"Oct. 15, 2019",23.66
"Oct. 14, 2019",23.90
"Oct. 11, 2019",24.19
"Oct. 10, 2019",24.20
"Oct. 9, 2019",24.14
"Oct. 8, 2019",24.09
"Oct. 7, 2019",24.40
"Oct. 4, 2019",24.67
"Oct. 3, 2019",24.24
"Oct. 2, 2019",24.17
"Oct. 1, 2019",24.47
"Sept. 30, 2019",24.55
"Sept. 27, 2019",24.51
"Sept. 26, 2019",24.66
"Sept. 25, 2019",24.63
"Sept. 24, 2019",24.41
"Sept. 23, 2019",24.13
"Sept. 20, 2019",24.22
"Sept. 19, 2019",24.05
"Sept. 18, 2019",24.04
"Sept. 17, 2019",23.86
"Sept. 16, 2019",23.56
"Sept. 13, 2019",23.72
"Sept. 12, 2019",23.88
"Sept. 11, 2019",23.61
"Sept. 10, 2019",23.37
"Sept. 9, 2019",23.58
"Sept. 6, 2019",23.76
"Sept. 5, 2019",23.93
"Sept. 4, 2019",24.20
"Sept. 3, 2019",24.23
"Aug. 30, 2019",23.92
"Aug. 29, 2019",23.89
"Aug. 28, 2019",23.83
"Aug. 27, 2019",23.80
"Aug. 26, 2019",23.75
"Aug. 23, 2019",23.61
"Aug. 22, 2019",23.71
"Aug. 21, 2019",23.64
"Aug. 20, 2019",23.48
"Aug. 19, 2019",23.59
"Aug. 16, 2019",23.54
"Aug. 15, 2019",23.20
"Aug. 14, 2019",22.86
"Aug. 13, 2019",22.91
"Aug. 12, 2019",22.67
"Aug. 9, 2019",22.73
"Aug. 8, 2019",23.03
"Aug. 7, 2019",22.58
"Aug. 6, 2019",22.51
"Aug. 5, 2019",22.26
"Aug. 2, 2019",22.41
"Aug. 1, 2019",22.58
"July 31, 2019",22.24
"July 30, 2019",22.27
"July 29, 2019",22.36
"July 26, 2019",22.28
"July 25, 2019",22.11
"July 24, 2019",22.25
"July 23, 2019",22.35
"July 22, 2019",22.36
"July 19, 2019",22.33
"July 18, 2019",22.79
"July 17, 2019",22.69
"July 16, 2019",22.75
"July 15, 2019",22.56
"July 12, 2019",22.59
"July 11, 2019",22.74
"July 10, 2019",22.68
"July 9, 2019",22.75
"July 8, 2019",22.70
"July 5, 2019",22.66
"July 3, 2019",22.57
"July 2, 2019",22.30
"July 1, 2019",21.99
"June 30, 2019",
"June 28, 2019",21.88
"June 27, 2019",22.00
"June 26, 2019",22.07
"June 25, 2019",22.72
"June 24, 2019",22.69
"June 21, 2019",23.01
"June 20, 2019",22.80
"June 19, 2019",22.55
"June 18, 2019",22.41
"June 17, 2019",22.29
"June 14, 2019",22.57
"June 13, 2019",22.45
"June 12, 2019",22.63
"June 11, 2019",22.53
"June 10, 2019",22.71
"June 7, 2019",22.76
"June 6, 2019",22.70
"June 5, 2019",22.51
"June 4, 2019",22.13
"June 3, 2019",22.09
"May 31, 2019",21.85
"May 30, 2019",21.61
"May 29, 2019",21.91
"May 28, 2019",22.25
"May 24, 2019",22.59
"May 23, 2019",22.68
"May 22, 2019",22.55
"May 21, 2019",22.37
"May 20, 2019",22.41
"May 17, 2019",22.43
"May 16, 2019",22.40
"May 15, 2019",22.52
"May 14, 2019",22.47
"May 13, 2019",22.55
"May 10, 2019",22.14
"May 9, 2019",21.89
"May 8, 2019",21.65
"May 7, 2019",21.79
"May 6, 2019",21.86
"May 3, 2019",21.87
"May 2, 2019",21.43
"May 1, 2019",21.53
"April 30, 2019",21.57
"April 29, 2019",21.29
"April 26, 2019",21.29
"April 25, 2019",21.28
"April 24, 2019",21.36
"April 23, 2019",21.12
"April 22, 2019",20.99
"April 18, 2019",21.15
"April 17, 2019",21.18
"April 16, 2019",21.24
"April 15, 2019",21.50
"April 12, 2019",21.53
"April 11, 2019",21.59
