date,springate_score
"Dec. 31, 2019",1.228
"Sept. 30, 2019",1.300
"June 30, 2019",1.348
"March 31, 2019",1.344
"Dec. 31, 2018",1.380
"Sept. 30, 2018",1.446
"June 30, 2018",1.514
"March 31, 2018",1.564
"Dec. 31, 2017",1.650
"Sept. 30, 2017",1.623
"June 30, 2017",1.568
"March 31, 2017",1.429
"Dec. 31, 2016",1.338
"Sept. 30, 2016",1.386
"June 30, 2016",1.359
"March 31, 2016",1.296
"Dec. 31, 2015",1.341
"Sept. 30, 2015",1.292
"June 30, 2015",1.277
"March 31, 2015",1.224
"Dec. 31, 2014",1.299
"Sept. 30, 2014",1.297
"June 30, 2014",1.270
"March 31, 2014",1.282
"Dec. 31, 2013",1.239
"Sept. 30, 2013",1.210
"June 30, 2013",1.196
"March 31, 2013",1.132
"Dec. 31, 2012",1.003
"Sept. 30, 2012",0.9869
"June 30, 2012",0.8515
"March 31, 2012",0.759
"Dec. 31, 2011",0.7067
"Sept. 30, 2011",0.7778
"June 30, 2011",0.7854
"March 31, 2011",0.8156
"Dec. 31, 2010",0.8088
"Sept. 30, 2010",0.8792
"June 30, 2010",0.864
"March 31, 2010",0.8848
"Dec. 31, 2009",0.9077
"Sept. 30, 2009",0.77
"June 30, 2009",0.7225
"March 31, 2009",0.6701
"Dec. 31, 2008",0.6519
"Sept. 30, 2008",0.6527
"June 30, 2008",0.4952
"March 31, 2008",0.4744
