date,ohlson_score
"Dec. 31, 2019",1.608
"Sept. 30, 2019",0.7238
"June 30, 2019",0.8861
"March 31, 2019",0.7742
"Dec. 31, 2018",2.462
"Sept. 30, 2018",0.7141
"June 30, 2018",0.7677
"March 31, 2018",1.142
"Dec. 31, 2017",1.706
"Sept. 30, 2017",0.9109
"June 30, 2017",0.9813
"March 31, 2017",1.158
"Dec. 31, 2016",2.066
"Sept. 30, 2016",0.9712
"June 30, 2016",0.9054
"March 31, 2016",1.416
"Dec. 31, 2015",1.949
"Sept. 30, 2015",1.099
"June 30, 2015",0.8704
"March 31, 2015",1.560
"Dec. 31, 2014",2.088
"Sept. 30, 2014",0.9545
"June 30, 2014",1.079
"March 31, 2014",1.272
"Dec. 31, 2013",2.161
"Sept. 30, 2013",1.223
"June 30, 2013",1.325
"March 31, 2013",1.288
"Dec. 31, 2012",3.582
"Sept. 30, 2012",1.219
"June 30, 2012",1.519
"March 31, 2012",1.446
"Dec. 31, 2011",6.000
"Sept. 30, 2011",1.204
"June 30, 2011",2.103
"March 31, 2011",1.665
"Dec. 31, 2010",3.065
"Sept. 30, 2010",1.502
"June 30, 2010",1.722
"March 31, 2010",2.309
"Dec. 31, 2009",2.369
"Sept. 30, 2009",1.723
"June 30, 2009",1.927
"March 31, 2009",1.810
"Dec. 31, 2008",5.515
"Sept. 30, 2008",1.846
"June 30, 2008",2.795
"March 31, 2008",2.243
"Dec. 31, 2007",3.315
"Sept. 30, 2007",2.088
"June 30, 2007",2.366
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",1.776
"Dec. 31, 2005",3.339
"Sept. 30, 2005",2.175
"June 30, 2005",2.709
"March 31, 2005",2.041
"Dec. 31, 2004",3.553
"Sept. 30, 2004",2.644
"June 30, 2004",2.820
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",-3.427
"Sept. 30, 2002",2.812
"June 30, 2002",7.052
"March 31, 2002",2.931
"Dec. 31, 2001",3.203
"Sept. 30, 2001",3.009
"June 30, 2001",2.752
"March 31, 2001",2.490
"Dec. 31, 2000",3.046
"Sept. 30, 2000",2.346
"June 30, 2000",2.500
"March 31, 2000",1.830
"Dec. 31, 1999",2.348
"Sept. 30, 1999",2.371
"June 30, 1999",2.573
"March 31, 1999",2.133
"Dec. 31, 1998",2.204
"Sept. 30, 1998",2.110
"June 30, 1998",2.533
"March 31, 1998",2.137
"Dec. 31, 1997",2.612
"Sept. 30, 1997",2.420
"June 30, 1997",2.43
"March 31, 1997",1.928
"Dec. 31, 1996",2.567
"Sept. 30, 1996",2.176
"June 30, 1996",2.220
"March 31, 1996",2.125
"Dec. 31, 1995",2.151
"Sept. 30, 1995",2.200
"June 30, 1995",2.233
"March 31, 1995",2.220
"Dec. 31, 1994",1.867
