date,revenues_per_share
"Dec. 31, 2019",5.792
"Sept. 30, 2019",7.641
"June 30, 2019",6.274
"March 31, 2019",6.934
"Dec. 31, 2018",6.172
"Sept. 30, 2018",8.085
"June 30, 2018",6.734
"March 31, 2018",6.145
"Dec. 31, 2017",6.055
"Sept. 30, 2017",8.098
"June 30, 2017",6.606
"March 31, 2017",6.003
"Dec. 31, 2016",5.824
"Sept. 30, 2016",7.383
"June 30, 2016",6.264
"March 31, 2016",5.582
"Dec. 31, 2015",5.672
"Sept. 30, 2015",7.336
"June 30, 2015",6.692
"March 31, 2015",5.559
"Dec. 31, 2014",5.768
"Sept. 30, 2014",7.610
"June 30, 2014",6.336
"March 31, 2014",5.834
"Dec. 31, 2013",5.904
"Sept. 30, 2013",7.599
"June 30, 2013",6.066
"March 31, 2013",5.292
"Dec. 31, 2012",5.009
"Sept. 30, 2012",6.670
"June 30, 2012",5.096
"March 31, 2012",4.832
"Dec. 31, 2011",4.638
"Sept. 30, 2011",6.240
"June 30, 2011",4.746
"March 31, 2011",5.096
"Dec. 31, 2010",4.717
"Sept. 30, 2010",6.411
"June 30, 2010",5.032
"March 31, 2010",5.283
"Dec. 31, 2009",5.302
"Sept. 30, 2009",6.884
"June 30, 2009",5.186
"March 31, 2009",4.876
"Dec. 31, 2008",4.711
"Sept. 30, 2008",6.624
"June 30, 2008",5.099
"March 31, 2008",4.738
"Dec. 31, 2007",4.395
"Sept. 30, 2007",5.870
"June 30, 2007",4.871
"March 31, 2007",4.717
"Dec. 31, 2006",4.261
"Sept. 30, 2006",5.378
"June 30, 2006",5.682
"March 31, 2006",6.299
"Dec. 31, 2005",4.804
"Sept. 30, 2005",5.802
"June 30, 2005",4.760
"March 31, 2005",4.648
"Dec. 31, 2004",4.290
"Sept. 30, 2004",6.459
"June 30, 2004",5.548
"March 31, 2004",4.926
"Dec. 31, 2003",4.471
"Sept. 30, 2003",6.262
"June 30, 2003",5.236
"March 31, 2003",5.549
"Dec. 31, 2002",5.759
"Sept. 30, 2002",6.857
"June 30, 2002",16.49
"March 31, 2002",17.39
"Dec. 31, 2001",6.500
"Sept. 30, 2001",10.57
"June 30, 2001",42.18
"March 31, 2001",7.697
"Dec. 31, 2000",59.02
"Sept. 30, 2000",8.432
"June 30, 2000",6.947
"March 31, 2000",4.952
"Dec. 31, 1999",24.77
"Sept. 30, 1999",4.307
"June 30, 1999",4.389
"March 31, 1999",4.630
"Dec. 31, 1998",5.003
"Sept. 30, 1998",6.120
"June 30, 1998",4.444
"March 31, 1998",4.449
"Dec. 31, 1997",1.744
"Sept. 30, 1997",5.774
"June 30, 1997",4.439
"March 31, 1997",4.133
"Dec. 31, 1996",3.770
"Sept. 30, 1996",3.979
"June 30, 1996",3.732
"March 31, 1996",3.898
"Dec. 31, 1995",3.597
"Sept. 30, 1995",3.954
"June 30, 1995",3.463
"March 31, 1995",3.492
"Dec. 31, 1994",3.596
"Sept. 30, 1994",4.016
"June 30, 1994",3.426
"March 31, 1994",3.458
"Dec. 31, 1993",3.675
"Sept. 30, 1993",3.638
"June 30, 1993",3.539
"March 31, 1993",3.872
"Dec. 31, 1992",3.630
"Sept. 30, 1992",3.552
"June 30, 1992",3.628
"March 31, 1992",3.340
"Dec. 31, 1991",3.658
"Sept. 30, 1991",3.822
"June 30, 1991",3.240
"March 31, 1991",3.528
"Dec. 31, 1990",3.440
"Sept. 30, 1990",3.730
"June 30, 1990",3.257
"March 31, 1990",3.261
"Dec. 31, 1989",3.429
"Sept. 30, 1989",3.773
"June 30, 1989",3.505
"March 31, 1989",3.897
"Dec. 31, 1988",2.926
"Sept. 30, 1988",3.285
"June 30, 1988",2.896
"March 31, 1988",3.028
"Dec. 31, 1987",2.684
"Sept. 30, 1987",3.176
"June 30, 1987",2.772
"March 31, 1987",2.981
"Dec. 31, 1986",2.661
"Sept. 30, 1986",3.034
"June 30, 1986",2.893
"March 31, 1986",3.458
"Dec. 31, 1985",3.139
"Sept. 30, 1985",3.482
"June 30, 1985",3.186
"March 31, 1985",3.658
"Dec. 31, 1984",3.321
"Sept. 30, 1984",3.55
"June 30, 1984",2.898
"March 31, 1984",3.227
