date,eps_ttm
"Dec. 31, 2019",4.60
"Sept. 30, 2019",4.19
"June 30, 2019",4.43
"March 31, 2019",4.61
"Dec. 31, 2018",4.49
"Sept. 30, 2018",4.74
"June 30, 2018",4.52
"March 31, 2018",4.28
"Dec. 31, 2017",4.22
"Sept. 30, 2017",4.11
"June 30, 2017",3.96
"March 31, 2017",4.09
"Dec. 31, 2016",3.94
"Sept. 30, 2016",3.91
"June 30, 2016",3.72
"March 31, 2016",3.91
"Dec. 31, 2015",3.87
"Sept. 30, 2015",3.93
"June 30, 2015",4.20
"March 31, 2015",3.78
"Dec. 31, 2014",3.86
"Sept. 30, 2014",3.72
"June 30, 2014",3.45
"March 31, 2014",3.49
"Dec. 31, 2013",3.64
"Sept. 30, 2013",3.50
"June 30, 2013",3.88
"March 31, 2013",3.66
"Dec. 31, 2012",3.46
"Sept. 30, 2012",3.29
"June 30, 2012",3.61
"March 31, 2012",3.32
"Dec. 31, 2011",3.42
"Sept. 30, 2011",3.58
"June 30, 2011",2.81
"March 31, 2011",3.21
"Dec. 31, 2010",2.95
"Sept. 30, 2010",3.04
"June 30, 2010",2.81
"March 31, 2010",2.57
"Dec. 31, 2009",2.63
"Sept. 30, 2009",2.289
"June 30, 2009",2.269
"March 31, 2009",2.079
"Dec. 31, 2008",2.159
"Sept. 30, 2008",2.23
"June 30, 2008",1.74
"March 31, 2008",1.77
"Dec. 31, 2007",1.85
"Sept. 30, 2007",2.04
"June 30, 2007",2.416
"March 31, 2007",2.466
"Dec. 31, 2006",2.504
"Sept. 30, 2006",2.264
"June 30, 2006",1.798
"March 31, 2006",1.548
"Dec. 31, 2005",1.50
"Sept. 30, 2005",1.554
"June 30, 2005",1.674
"March 31, 2005",1.794
"Dec. 31, 2004",1.754
"Sept. 30, 2004",1.561
"June 30, 2004",2.101
"March 31, 2004",1.741
"Dec. 31, 2003",1.151
"Sept. 30, 2003",1.03
"June 30, 2003",0.79
"March 31, 2003",0.89
"Dec. 31, 2002",1.63
"Sept. 30, 2002",2.110
"June 30, 2002",2.040
"March 31, 2002",2.920
"Dec. 31, 2001",3.190
"Sept. 30, 2001",3.43
"June 30, 2001",3.63
"March 31, 2001",3.53
"Dec. 31, 2000",3.72
"Sept. 30, 2000",3.59
"June 30, 2000",3.07
"March 31, 2000",2.77
"Dec. 31, 1999",2.43
"Sept. 30, 1999",2.42
"June 30, 1999",2.42
"March 31, 1999",2.40
"Dec. 31, 1998",2.37
"Sept. 30, 1998",2.39
"June 30, 1998",2.32
"March 31, 1998",2.30
"Dec. 31, 1997",2.32
"Sept. 30, 1997",2.26
"June 30, 1997",2.19
"March 31, 1997",2.23
"Dec. 31, 1996",2.21
"Sept. 30, 1996",2.37
"June 30, 1996",2.50
"March 31, 1996",2.35
"Dec. 31, 1995",2.10
"Sept. 30, 1995",2.06
"June 30, 1995",1.86
"March 31, 1995",1.86
"Dec. 31, 1994",1.80
"Sept. 30, 1994",1.95
"June 30, 1994",1.97
"March 31, 1994",2.03
"Dec. 31, 1993",2.14
"Sept. 30, 1993",1.92
"June 30, 1993",1.90
"March 31, 1993",1.75
"Dec. 31, 1992",1.55
"Sept. 30, 1992",1.46
"June 30, 1992",1.54
"March 31, 1992",1.48
"Dec. 31, 1991",1.56
"Sept. 30, 1991",1.72
"June 30, 1991",1.75
"March 31, 1991",1.88
"Dec. 31, 1990",1.91
