date,liabilities
"Dec. 31, 2019",4.171B
"Sept. 30, 2019",4.032B
"June 30, 2019",4.051B
"March 31, 2019",4.002B
"Dec. 31, 2018",4.007B
"Sept. 30, 2018",3.915B
"June 30, 2018",3.908B
"March 31, 2018",4.000B
"Dec. 31, 2017",3.789B
"Sept. 30, 2017",4.115B
"June 30, 2017",4.090B
"March 31, 2017",4.067B
"Dec. 31, 2016",4.132B
"Sept. 30, 2016",3.976B
"June 30, 2016",3.988B
"March 31, 2016",4.069B
"Dec. 31, 2015",3.961B
"Sept. 30, 2015",3.884B
"June 30, 2015",3.895B
"March 31, 2015",4.013B
"Dec. 31, 2014",3.743B
"Sept. 30, 2014",3.545B
"June 30, 2014",3.504B
"March 31, 2014",3.500B
"Dec. 31, 2013",3.510B
"Sept. 30, 2013",3.727B
"June 30, 2013",3.681B
"March 31, 2013",3.536B
"Dec. 31, 2012",3.545B
"Sept. 30, 2012",3.433B
"June 30, 2012",3.407B
"March 31, 2012",3.316B
"Dec. 31, 2011",3.299B
"Sept. 30, 2011",3.166B
"June 30, 2011",3.076B
"March 31, 2011",3.037B
"Dec. 31, 2010",3.140B
"Sept. 30, 2010",3.053B
"June 30, 2010",2.847B
"March 31, 2010",2.815B
"Dec. 31, 2009",2.837B
"Sept. 30, 2009",2.733B
"June 30, 2009",2.712B
"March 31, 2009",2.757B
"Dec. 31, 2008",2.716B
"Sept. 30, 2008",2.581B
"June 30, 2008",2.524B
"March 31, 2008",2.492B
"Dec. 31, 2007",2.446B
"Sept. 30, 2007",2.405B
"June 30, 2007",2.363B
"March 31, 2007",2.255B
"Dec. 31, 2006",2.321B
"Sept. 30, 2006",2.225B
"June 30, 2006",2.300B
"March 31, 2006",2.322B
"Dec. 31, 2005",2.339B
"Sept. 30, 2005",2.285B
"June 30, 2005",2.247B
"March 31, 2005",2.247B
"Dec. 31, 2004",2.226B
"Sept. 30, 2004",2.239B
"June 30, 2004",2.181B
"March 31, 2004",2.210B
"Dec. 31, 2003",2.189B
"Sept. 30, 2003",2.026B
"June 30, 2003",2.143B
"March 31, 2003",2.217B
"Dec. 31, 2002",2.459B
"Sept. 30, 2002",2.465B
"June 30, 2002",2.405B
"March 31, 2002",2.413B
"Dec. 31, 2001",2.664B
"Sept. 30, 2001",2.980B
"June 30, 2001",2.982B
"March 31, 2001",3.068B
"Dec. 31, 2000",3.114B
"Sept. 30, 2000",2.256B
"June 30, 2000",2.113B
"March 31, 2000",1.757B
"Dec. 31, 1999",1.781B
"Sept. 30, 1999",1.700B
"June 30, 1999",1.702B
"March 31, 1999",1.618B
"Dec. 31, 1998",1.615B
"Sept. 30, 1998",1.664B
"June 30, 1998",1.607B
"March 31, 1998",1.619B
"Dec. 31, 1997",1.633B
"Sept. 30, 1997",1.560B
"June 30, 1997",1.520B
"March 31, 1997",1.506B
"Dec. 31, 1996",1.494B
"Sept. 30, 1996",1.459B
"June 30, 1996",1.425B
"March 31, 1996",1.439B
"Dec. 31, 1995",1.427B
"Sept. 30, 1995",1.430B
"June 30, 1995",1.385B
"March 31, 1995",1.396B
"Dec. 31, 1994",1.386B
"Sept. 30, 1994",1.381B
"June 30, 1994",1.326B
"March 31, 1994",1.318B
