date,current_ratio
"Dec. 31, 2019",1.508
"Sept. 30, 2019",2.076
"June 30, 2019",2.028
"March 31, 2019",2.107
"Dec. 31, 2018",2.311
"Sept. 30, 2018",2.327
"June 30, 2018",2.266
"March 31, 2018",1.922
"Dec. 31, 2017",2.210
"Sept. 30, 2017",2.028
"June 30, 2017",2.203
"March 31, 2017",2.263
"Dec. 31, 2016",1.763
"Sept. 30, 2016",2.240
"June 30, 2016",2.212
"March 31, 2016",1.883
"Dec. 31, 2015",1.907
"Sept. 30, 2015",2.407
"June 30, 2015",2.259
"March 31, 2015",1.995
"Dec. 31, 2014",1.828
"Sept. 30, 2014",1.982
"June 30, 2014",1.892
"March 31, 2014",2.000
"Dec. 31, 2013",1.904
"Sept. 30, 2013",1.691
"June 30, 2013",1.660
"March 31, 2013",1.504
"Dec. 31, 2012",1.045
"Sept. 30, 2012",1.364
"June 30, 2012",1.207
"March 31, 2012",1.139
"Dec. 31, 2011",0.8445
"Sept. 30, 2011",1.215
"June 30, 2011",0.9614
"March 31, 2011",1.016
"Dec. 31, 2010",1.033
"Sept. 30, 2010",1.223
"June 30, 2010",0.8699
"March 31, 2010",0.8574
"Dec. 31, 2009",1.422
"Sept. 30, 2009",0.935
"June 30, 2009",0.8792
"March 31, 2009",0.8854
"Dec. 31, 2008",0.673
"Sept. 30, 2008",0.8142
"June 30, 2008",0.5731
"March 31, 2008",0.6376
"Dec. 31, 2007",0.7106
"Sept. 30, 2007",0.7584
"June 30, 2007",0.8382
"March 31, 2007",0.6627
"Dec. 31, 2006",0.6495
"Sept. 30, 2006",0.8658
"June 30, 2006",0.9535
"March 31, 2006",1.075
"Dec. 31, 2005",1.013
"Sept. 30, 2005",0.8775
"June 30, 2005",0.7691
"March 31, 2005",0.8611
"Dec. 31, 2004",0.7757
"Sept. 30, 2004",0.6137
"June 30, 2004",0.7821
"March 31, 2004",0.9714
"Dec. 31, 2003",0.764
"Sept. 30, 2003",0.6967
"June 30, 2003",0.707
"March 31, 2003",0.6749
"Dec. 31, 2002",0.6766
"Sept. 30, 2002",0.5186
"June 30, 2002",0.5216
"March 31, 2002",0.582
"Dec. 31, 2001",0.719
"Sept. 30, 2001",0.7122
"June 30, 2001",0.8493
"March 31, 2001",0.9629
"Dec. 31, 2000",0.9738
"Sept. 30, 2000",0.925
"June 30, 2000",0.9967
"March 31, 2000",1.073
"Dec. 31, 1999",1.012
"Sept. 30, 1999",0.839
"June 30, 1999",0.8613
"March 31, 1999",0.8533
"Dec. 31, 1998",1.124
"Sept. 30, 1998",1.086
"June 30, 1998",0.866
"March 31, 1998",0.8489
"Dec. 31, 1997",0.827
"Sept. 30, 1997",0.8006
"June 30, 1997",1.018
"March 31, 1997",0.9306
"Dec. 31, 1996",1.026
"Sept. 30, 1996",1.078
"June 30, 1996",1.015
"March 31, 1996",0.9019
"Dec. 31, 1995",0.9306
"Sept. 30, 1995",0.8264
"June 30, 1995",0.9568
"March 31, 1995",0.9846
"Dec. 31, 1994",1.101
"Sept. 30, 1994",0.9884
"June 30, 1994",1.472
"March 31, 1994",1.366
