date,sales_est_0y
"March 18, 2020",1.337B
"March 17, 2020",1.338B
"March 11, 2020",1.338B
"Feb. 21, 2020",1.338B
"Feb. 18, 2020",1.340B
"Jan. 7, 2020",1.338B
"Dec. 31, 2019",1.354B
"Dec. 10, 2019",1.347B
"Nov. 4, 2019",1.342B
"Nov. 1, 2019",1.351B
"Oct. 2, 2019",1.365B
"Sept. 10, 2019",1.365B
"Aug. 2, 2019",1.358B
"July 18, 2019",1.358B
"June 10, 2019",1.358B
"May 3, 2019",1.359B
"April 8, 2019",1.346B
"March 29, 2019",1.350B
"Feb. 22, 2019",1.370B
"Feb. 21, 2019",1.37B
"Nov. 6, 2018",1.352B
"Nov. 2, 2018",1.348B
"Nov. 1, 2018",1.354B
"Sept. 17, 2018",1.358B
"Aug. 20, 2018",1.358B
"Aug. 13, 2018",1.358B
"Aug. 6, 2018",1.358B
"Aug. 3, 2018",1.342B
"July 19, 2018",1.337B
"July 18, 2018",1.346B
"June 21, 2018",1.351B
"June 19, 2018",1.351B
"May 4, 2018",1.316B
"May 3, 2018",1.328B
"April 20, 2018",1.325B
"April 18, 2018",1.318B
"Feb. 27, 2018",1.318B
"Feb. 23, 2018",1.317B
"Feb. 22, 2018",1.321B
"Jan. 9, 2018",1.321B
"Jan. 2, 2018",1.317B
