date,ev_ebitda
"March 19, 2020",11.30
"March 18, 2020",12.08
"March 17, 2020",12.32
"March 16, 2020",11.08
"March 13, 2020",11.87
"March 12, 2020",11.25
"March 11, 2020",12.46
"March 10, 2020",12.96
"March 9, 2020",12.93
"March 6, 2020",13.58
"March 5, 2020",13.44
"March 4, 2020",13.51
"March 3, 2020",12.95
"March 2, 2020",13.08
"Feb. 28, 2020",12.54
"Feb. 27, 2020",13.18
"Feb. 26, 2020",13.60
"Feb. 25, 2020",13.74
"Feb. 24, 2020",13.97
"Feb. 21, 2020",14.02
"Feb. 20, 2020",14.01
"Feb. 19, 2020",14.03
"Feb. 18, 2020",14.15
"Feb. 14, 2020",14.03
"Feb. 13, 2020",13.95
"Feb. 12, 2020",13.82
"Feb. 11, 2020",13.85
"Feb. 10, 2020",13.86
"Feb. 7, 2020",13.80
"Feb. 6, 2020",13.89
"Feb. 5, 2020",13.90
"Feb. 4, 2020",13.87
"Feb. 3, 2020",14.09
"Jan. 31, 2020",14.05
"Jan. 30, 2020",14.15
"Jan. 29, 2020",14.04
"Jan. 28, 2020",14.00
"Jan. 27, 2020",14.01
"Jan. 24, 2020",14.04
"Jan. 23, 2020",13.96
"Jan. 22, 2020",13.85
"Jan. 21, 2020",13.82
"Jan. 17, 2020",13.75
"Jan. 16, 2020",13.70
"Jan. 15, 2020",13.66
"Jan. 14, 2020",13.54
"Jan. 13, 2020",13.55
"Jan. 10, 2020",13.42
"Jan. 9, 2020",13.39
"Jan. 8, 2020",13.32
"Jan. 7, 2020",13.37
"Jan. 6, 2020",13.41
"Jan. 3, 2020",13.41
"Jan. 2, 2020",13.41
"Dec. 31, 2019",13.53
"Dec. 30, 2019",13.85
"Dec. 27, 2019",13.83
"Dec. 26, 2019",13.79
"Dec. 24, 2019",13.77
"Dec. 23, 2019",13.78
"Dec. 20, 2019",13.97
"Dec. 19, 2019",13.93
"Dec. 18, 2019",13.94
"Dec. 17, 2019",13.86
"Dec. 16, 2019",13.84
"Dec. 13, 2019",13.71
"Dec. 12, 2019",13.70
"Dec. 11, 2019",13.75
"Dec. 10, 2019",13.70
"Dec. 9, 2019",13.62
"Dec. 6, 2019",13.63
"Dec. 5, 2019",13.64
"Dec. 4, 2019",13.62
"Dec. 3, 2019",13.58
"Dec. 2, 2019",13.57
"Nov. 29, 2019",13.68
"Nov. 27, 2019",13.79
"Nov. 26, 2019",13.70
"Nov. 25, 2019",13.64
"Nov. 22, 2019",13.74
"Nov. 21, 2019",13.63
"Nov. 20, 2019",13.75
"Nov. 19, 2019",13.55
"Nov. 18, 2019",13.51
"Nov. 15, 2019",13.61
"Nov. 14, 2019",13.60
"Nov. 13, 2019",13.60
"Nov. 12, 2019",13.40
"Nov. 11, 2019",13.38
"Nov. 8, 2019",13.46
"Nov. 7, 2019",13.49
"Nov. 6, 2019",13.70
"Nov. 5, 2019",13.71
"Nov. 4, 2019",13.81
"Nov. 1, 2019",13.98
"Oct. 31, 2019",13.94
"Oct. 30, 2019",14.06
"Oct. 29, 2019",13.95
"Oct. 28, 2019",13.85
"Oct. 25, 2019",13.97
"Oct. 24, 2019",14.07
"Oct. 23, 2019",14.09
"Oct. 22, 2019",14.08
"Oct. 21, 2019",14.11
"Oct. 18, 2019",14.13
"Oct. 17, 2019",14.07
"Oct. 16, 2019",14.01
"Oct. 15, 2019",14.04
"Oct. 14, 2019",14.15
"Oct. 11, 2019",14.28
"Oct. 10, 2019",14.28
"Oct. 9, 2019",14.26
"Oct. 8, 2019",14.23
"Oct. 7, 2019",14.37
"Oct. 4, 2019",14.50
"Oct. 3, 2019",14.30
"Oct. 2, 2019",14.27
"Oct. 1, 2019",14.41
"Sept. 30, 2019",14.44
"Sept. 27, 2019",14.46
"Sept. 26, 2019",14.52
"Sept. 25, 2019",14.51
"Sept. 24, 2019",14.41
"Sept. 23, 2019",14.28
"Sept. 20, 2019",14.32
"Sept. 19, 2019",14.24
"Sept. 18, 2019",14.24
"Sept. 17, 2019",14.16
"Sept. 16, 2019",14.02
"Sept. 13, 2019",14.09
"Sept. 12, 2019",14.17
"Sept. 11, 2019",14.04
"Sept. 10, 2019",13.93
"Sept. 9, 2019",14.03
"Sept. 6, 2019",14.11
"Sept. 5, 2019",14.19
"Sept. 4, 2019",14.31
"Sept. 3, 2019",14.33
"Aug. 30, 2019",14.19
"Aug. 29, 2019",14.17
"Aug. 28, 2019",14.15
"Aug. 27, 2019",14.13
"Aug. 26, 2019",14.11
"Aug. 23, 2019",14.04
"Aug. 22, 2019",14.09
"Aug. 21, 2019",14.05
"Aug. 20, 2019",13.98
"Aug. 19, 2019",14.03
"Aug. 16, 2019",14.01
"Aug. 15, 2019",13.85
"Aug. 14, 2019",13.70
"Aug. 13, 2019",13.72
"Aug. 12, 2019",13.61
"Aug. 9, 2019",13.64
"Aug. 8, 2019",13.77
"Aug. 7, 2019",13.57
"Aug. 6, 2019",13.54
"Aug. 5, 2019",13.42
"Aug. 2, 2019",13.49
"Aug. 1, 2019",13.57
"July 31, 2019",13.41
"July 30, 2019",13.43
"July 29, 2019",13.47
"July 26, 2019",13.43
"July 25, 2019",13.35
"July 24, 2019",13.42
"July 23, 2019",13.46
"July 22, 2019",13.47
"July 19, 2019",13.45
"July 18, 2019",13.66
"July 17, 2019",13.62
"July 16, 2019",13.65
"July 15, 2019",13.56
"July 12, 2019",13.57
"July 11, 2019",13.64
"July 10, 2019",13.61
"July 9, 2019",13.65
"July 8, 2019",13.63
"July 5, 2019",13.61
"July 3, 2019",13.56
"July 2, 2019",13.44
"July 1, 2019",13.30
"June 30, 2019",13.25
"June 28, 2019",13.05
"June 27, 2019",13.10
"June 26, 2019",13.13
"June 25, 2019",13.43
"June 24, 2019",13.42
"June 21, 2019",13.56
"June 20, 2019",13.46
"June 19, 2019",13.35
"June 18, 2019",13.29
"June 17, 2019",13.24
"June 14, 2019",13.36
"June 13, 2019",13.31
"June 12, 2019",13.39
"June 11, 2019",13.34
"June 10, 2019",13.42
"June 7, 2019",13.45
"June 6, 2019",13.42
"June 5, 2019",13.33
"June 4, 2019",13.16
"June 3, 2019",13.14
"May 31, 2019",13.03
"May 30, 2019",12.93
"May 29, 2019",13.06
"May 28, 2019",13.21
"May 24, 2019",13.37
"May 23, 2019",13.41
"May 22, 2019",13.35
"May 21, 2019",13.27
"May 20, 2019",13.29
"May 17, 2019",13.30
"May 16, 2019",13.28
"May 15, 2019",13.34
"May 14, 2019",13.32
"May 13, 2019",13.35
"May 10, 2019",13.17
"May 9, 2019",13.05
"May 8, 2019",12.95
"May 7, 2019",13.01
"May 6, 2019",13.04
"May 3, 2019",13.05
"May 2, 2019",12.85
"May 1, 2019",12.89
"April 30, 2019",12.91
"April 29, 2019",12.78
"April 26, 2019",12.78
"April 25, 2019",12.78
"April 24, 2019",12.81
"April 23, 2019",12.70
