date,forward_ps_ratio_1y
"March 19, 2020",3.092
"March 18, 2020",3.386
"March 17, 2020",3.476
"March 16, 2020",3.008
"March 13, 2020",3.305
"March 12, 2020",3.073
"March 11, 2020",3.529
"March 10, 2020",3.721
"March 9, 2020",3.710
"March 6, 2020",3.956
"March 5, 2020",3.900
"March 4, 2020",4.017
"March 3, 2020",3.800
"March 2, 2020",3.850
"Feb. 28, 2020",3.642
"Feb. 27, 2020",3.89
"Feb. 26, 2020",4.054
"Feb. 25, 2020",4.107
"Feb. 24, 2020",4.196
"Feb. 21, 2020",4.216
"Feb. 20, 2020",4.211
"Feb. 19, 2020",4.218
"Feb. 18, 2020",4.264
"Feb. 14, 2020",4.218
"Feb. 13, 2020",4.188
"Feb. 12, 2020",4.139
"Feb. 11, 2020",4.148
"Feb. 10, 2020",4.155
"Feb. 7, 2020",4.130
"Feb. 6, 2020",4.164
"Feb. 5, 2020",4.169
"Feb. 4, 2020",4.159
"Feb. 3, 2020",4.241
"Jan. 31, 2020",4.227
"Jan. 30, 2020",4.264
"Jan. 29, 2020",4.223
"Jan. 28, 2020",4.208
"Jan. 27, 2020",4.212
"Jan. 24, 2020",4.221
"Jan. 23, 2020",4.193
"Jan. 22, 2020",4.150
"Jan. 21, 2020",4.137
"Jan. 17, 2020",4.111
"Jan. 16, 2020",4.092
"Jan. 15, 2020",4.076
"Jan. 14, 2020",4.031
"Jan. 13, 2020",4.032
"Jan. 10, 2020",3.984
"Jan. 9, 2020",3.972
"Jan. 8, 2020",3.945
"Jan. 7, 2020",3.962
"Jan. 6, 2020",3.978
"Jan. 3, 2020",3.978
"Jan. 2, 2020",3.977
"Dec. 31, 2019",4.024
"Dec. 30, 2019",4.023
"Dec. 27, 2019",4.014
"Dec. 26, 2019",3.999
"Dec. 24, 2019",3.992
"Dec. 23, 2019",3.995
"Dec. 20, 2019",4.068
"Dec. 19, 2019",4.053
"Dec. 18, 2019",4.056
"Dec. 17, 2019",4.024
"Dec. 16, 2019",4.016
"Dec. 13, 2019",3.969
"Dec. 12, 2019",3.964
"Dec. 11, 2019",3.984
"Dec. 10, 2019",3.964
"Dec. 9, 2019",3.935
"Dec. 6, 2019",3.94
"Dec. 5, 2019",3.943
"Dec. 4, 2019",3.935
"Dec. 3, 2019",3.921
"Dec. 2, 2019",3.915
"Nov. 29, 2019",3.956
"Nov. 27, 2019",3.998
"Nov. 26, 2019",3.964
"Nov. 25, 2019",3.942
"Nov. 22, 2019",3.979
"Nov. 21, 2019",3.938
"Nov. 20, 2019",3.982
"Nov. 19, 2019",3.908
"Nov. 18, 2019",3.894
"Nov. 15, 2019",3.930
"Nov. 14, 2019",3.928
"Nov. 13, 2019",3.928
"Nov. 12, 2019",3.854
"Nov. 11, 2019",3.844
"Nov. 8, 2019",3.874
"Nov. 7, 2019",3.888
"Nov. 6, 2019",3.964
"Nov. 5, 2019",3.969
"Nov. 4, 2019",4.006
"Nov. 1, 2019",4.069
"Oct. 31, 2019",4.053
"Oct. 30, 2019",4.102
"Oct. 29, 2019",4.058
"Oct. 28, 2019",4.022
"Oct. 25, 2019",4.065
"Oct. 24, 2019",4.105
"Oct. 23, 2019",4.112
"Oct. 22, 2019",4.109
"Oct. 21, 2019",4.118
"Oct. 18, 2019",4.128
"Oct. 17, 2019",4.103
"Oct. 16, 2019",4.081
"Oct. 15, 2019",4.091
"Oct. 14, 2019",4.132
"Oct. 11, 2019",4.182
"Oct. 10, 2019",4.184
"Oct. 9, 2019",4.173
"Oct. 8, 2019",4.165
"Oct. 7, 2019",4.218
"Oct. 4, 2019",4.265
"Oct. 3, 2019",4.191
"Oct. 2, 2019",4.179
"Oct. 1, 2019",4.231
"Sept. 30, 2019",4.244
"Sept. 27, 2019",4.237
"Sept. 26, 2019",4.262
"Sept. 25, 2019",4.257
"Sept. 24, 2019",4.219
"Sept. 23, 2019",4.172
"Sept. 20, 2019",4.188
"Sept. 19, 2019",4.157
"Sept. 18, 2019",4.156
"Sept. 17, 2019",4.126
"Sept. 16, 2019",4.072
"Sept. 13, 2019",4.101
"Sept. 12, 2019",4.128
"Sept. 11, 2019",4.081
"Sept. 10, 2019",4.040
"Sept. 9, 2019",4.076
"Sept. 6, 2019",4.107
"Sept. 5, 2019",4.136
"Sept. 4, 2019",4.183
"Sept. 3, 2019",4.188
"Aug. 30, 2019",4.136
"Aug. 29, 2019",4.130
"Aug. 28, 2019",4.120
"Aug. 27, 2019",4.115
"Aug. 26, 2019",4.106
"Aug. 23, 2019",4.081
"Aug. 22, 2019",4.098
"Aug. 21, 2019",4.086
"Aug. 20, 2019",4.060
"Aug. 19, 2019",4.077
"Aug. 16, 2019",4.069
"Aug. 15, 2019",4.010
"Aug. 14, 2019",3.953
"Aug. 13, 2019",3.960
"Aug. 12, 2019",3.918
"Aug. 9, 2019",3.929
"Aug. 8, 2019",3.981
"Aug. 7, 2019",3.903
"Aug. 6, 2019",3.892
"Aug. 5, 2019",3.848
"Aug. 2, 2019",3.873
"Aug. 1, 2019",3.904
"July 31, 2019",3.844
"July 30, 2019",3.850
"July 29, 2019",3.866
"July 26, 2019",3.852
"July 25, 2019",3.822
"July 24, 2019",3.847
"July 23, 2019",3.864
"July 22, 2019",3.866
"July 19, 2019",3.860
"July 18, 2019",3.939
"July 17, 2019",3.923
"July 16, 2019",3.933
"July 15, 2019",3.900
"July 12, 2019",3.905
"July 11, 2019",3.932
"July 10, 2019",3.92
"July 9, 2019",3.933
"July 8, 2019",3.925
"July 5, 2019",3.918
"July 3, 2019",3.902
"July 2, 2019",3.856
"July 1, 2019",3.801
"June 30, 2019",
"June 28, 2019",3.782
"June 27, 2019",3.802
"June 26, 2019",3.814
"June 25, 2019",3.926
"June 24, 2019",3.922
"June 21, 2019",3.977
"June 20, 2019",3.940
"June 19, 2019",3.898
"June 18, 2019",3.872
"June 17, 2019",3.853
"June 14, 2019",3.901
"June 13, 2019",3.880
"June 12, 2019",3.911
"June 11, 2019",3.894
"June 10, 2019",3.925
"June 7, 2019",3.933
"June 6, 2019",3.924
"June 5, 2019",3.890
"June 4, 2019",3.825
"June 3, 2019",3.818
"May 31, 2019",3.776
"May 30, 2019",3.735
"May 29, 2019",3.787
"May 28, 2019",3.845
"May 24, 2019",3.904
"May 23, 2019",3.921
"May 22, 2019",3.898
"May 21, 2019",3.867
"May 20, 2019",3.874
"May 17, 2019",3.877
"May 16, 2019",3.872
"May 15, 2019",3.893
"May 14, 2019",3.883
"May 13, 2019",3.898
"May 10, 2019",3.827
"May 9, 2019",3.783
"May 8, 2019",3.742
"May 7, 2019",3.767
"May 6, 2019",3.778
"May 3, 2019",3.780
"May 2, 2019",3.704
"May 1, 2019",3.721
"April 30, 2019",3.728
"April 29, 2019",3.680
"April 26, 2019",3.679
"April 25, 2019",3.678
"April 24, 2019",3.692
"April 23, 2019",3.650
"April 22, 2019",3.628
"April 18, 2019",3.656
"April 17, 2019",3.66
"April 16, 2019",3.670
"April 15, 2019",3.715
"April 12, 2019",3.721
"April 11, 2019",3.732
"April 10, 2019",3.688
"April 9, 2019",3.682
"April 8, 2019",3.697
"April 5, 2019",3.737
"April 4, 2019",3.682
"April 3, 2019",3.709
"April 2, 2019",3.715
"April 1, 2019",3.750
"March 31, 2019",
"March 29, 2019",3.751
"March 28, 2019",3.721
"March 27, 2019",3.777
"March 26, 2019",3.799
"March 25, 2019",3.777
"March 22, 2019",3.766
"March 21, 2019",3.743
"March 20, 2019",3.698
"March 19, 2019",3.692
"March 18, 2019",3.751
"March 15, 2019",3.748
"March 14, 2019",3.738
"March 13, 2019",3.768
"March 12, 2019",3.811
"March 11, 2019",3.821
"March 8, 2019",3.778
"March 7, 2019",3.741
"March 6, 2019",3.716
"March 5, 2019",3.713
"March 4, 2019",3.750
"March 1, 2019",3.725
"Feb. 28, 2019",3.705
"Feb. 27, 2019",3.692
"Feb. 26, 2019",3.694
"Feb. 25, 2019",3.712
"Feb. 22, 2019",3.744
"Feb. 21, 2019",3.731
"Feb. 20, 2019",3.701
"Feb. 19, 2019",3.709
"Feb. 15, 2019",3.686
"Feb. 14, 2019",3.676
"Feb. 13, 2019",3.659
"Feb. 12, 2019",3.697
"Feb. 11, 2019",3.705
"Feb. 8, 2019",3.711
"Feb. 7, 2019",3.694
"Feb. 6, 2019",3.622
"Feb. 5, 2019",3.627
"Feb. 4, 2019",3.631
"Feb. 1, 2019",3.647
"Jan. 31, 2019",3.672
"Jan. 30, 2019",3.589
"Jan. 29, 2019",3.544
"Jan. 28, 2019",3.548
"Jan. 25, 2019",3.562
"Jan. 24, 2019",3.633
"Jan. 23, 2019",3.604
"Jan. 22, 2019",3.531
"Jan. 18, 2019",3.546
"Jan. 17, 2019",3.578
"Jan. 16, 2019",3.564
"Jan. 15, 2019",3.530
"Jan. 14, 2019",3.473
"Jan. 11, 2019",3.550
"Jan. 10, 2019",3.591
"Jan. 9, 2019",3.527
"Jan. 8, 2019",3.497
"Jan. 7, 2019",3.387
"Jan. 4, 2019",3.447
"Jan. 3, 2019",3.400
"Jan. 2, 2019",3.390
"Dec. 31, 2018",3.505
